id,title,authors,venue,paper year
l359,Report from the NSF Workshop on Workflow and Process Automation in Information Systems,"Dimitrios Georgakopoulos, Stef Joosten, Marek Rusinkiewicz, Alexander L. Wolf, Walt Scacchi, Amit P. Sheth, Jack C. Wileden",SIGMOD Record,1996
l360,NSF Workshop on Industrial/Academic Cooperation in Database Systems,"Leonard J. Seligman, Michael J. Carey",SIGMOD Record,1999
l361,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,"Guido Moerkotte, Alfons Kemper, Carsten Andreas Gerlhof",SIGMOD Record,1996
l362,Report on First International Workshop on Real-Time Database Systems,"Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros",SIGMOD Record,1996
l363,Fundamentals of data warehouses: 2nd revised and extended edition,Vernon Hoffner,SIGMOD Record,2003
l364,High Availability of Commercial Applications,Kestutis Ivinskis,SIGMOD Conference,1995
l365,"50,000 Users on an Oracle8 Universal Server Database","Ashok Josji, Tirthankar Lahiri, Amit Jasuja, Sumanta Chatterjee",SIGMOD Conference,1998
l366,Optimizing Queries on Compressed Bitmaps,"Sihem Amer-Yahia, Theodore Johnson",VLDB,2000
l367,Flexible and scalable digital library search,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",VLDB,2001
l368,DataBlitz: A High Performance Main-Memory Storage Manager,"P. P. S. Narayan, S. Joshi, M. Nemeth, Abraham Silberschatz, Henry F. Korth, A. Khivesera, Jerry Baulier, S. Sudarshan, Philip Bohannon, Peter McIlroy, J. Miller, S. Gogate, Rajeev Rastogi, C. Gupta",VLDB,1998
l369,Declarative Specification of Web Sites with Strudel,"Alon Y. Levy, Dan Suciu, Daniela Florescu, Mary F. Fernandez",VLDB J.,2000
l370,Internet Traffic Warehouse,"Claudio Petrone, Marco Mesiti, Munir Cochinwala, Patrizia Santa, Chung-Min Chen, Sunil Samtani, Marc Pucci",SIGMOD Conference,2000
l371,"Self-Adaptive, On-Line Reclustering of Complex Object Data","William J. McIver Jr., Roger King",SIGMOD Conference,1994
l372,Panel: Is Generic Metadata Management Feasible?,"Gio Wiederhold, Erhard Rahm, Matthias Jarke, Laura M. Haas, Philip A. Bernstein",VLDB,2000
l373,Addressing Techniques Used in Database Object Managers O2 and Orion,"Nadjiba Sahraoui, Andr Gamache",SIGMOD Record,1995
l374,XMILL: An Efficient Compressor for XML Data,"Hartmut Liefke, Dan Suciu",SIGMOD Conference,2000
l375,Data Modeling of Time-Based Media,"Simon J. Gibbs, Christian Breiteneder, Dennis Tsichritzis",SIGMOD Conference,1994
l376,Parameterized Complexity for the Database Theorist,Martin Grohe,SIGMOD Record,2002
l377,A graph-theoretic model for optimizing queries involving methods,"Yaw-Huei Chen, Chi-Sheng Shih, Chiang Lee",VLDB J.,2001
l378,IrisNet: Internet-scale Resource-Intensive Sensor Services,"Amol Deshpande, Suman Kumar Nath, Phillip B. Gibbons, Srinivasan Seshan",SIGMOD Conference,2003
l379,An Online Video Placement Policy based on Bandwith to Space Ratio (BSR),"Dinkar Sitaram, Asit Dan",SIGMOD Conference,1995
l380,Outerjoin Simplification and Reordering for Query Optimization,"Csar A. Galindo-Legaria, Arnon Rosenthal",ACM Trans. Database Syst.,1997
l381,DEC Data Distributor: for Data Replication and Data Warehousing,Daniel J. Dietterich,SIGMOD Conference,1994
l382,Copy Detection Mechanisms for Digital Documents,"Hector Garcia-Molina, Sergey Brin, James Davis",SIGMOD Conference,1995
l383,Synchronization and Recovery in a Client-Server Storage System,"Alexandros Biliris, Euthimios Panagos",VLDB J.,1997
l384,Pixel-oriented Database Visualizations,Daniel A. Keim,SIGMOD Record,1996
l385,Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy,"Masaru Kitsuregawa, Takahiko Shintani",SIGMOD Conference,1998
l386,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, Vipin Kumar, George Karypis",SIGMOD Conference,1997
l387,Factorizing Complex Predicates in Queries to Exploit Indexes,"Prasanna Ganesan, Sunita Sarawagi, Surajit Chaudhuri",SIGMOD Conference,2003
l388,Complex relationships and knowledge discovery support in the InfoQuilt system,"Amit P. Sheth, Sanjeev Thacker, Shuchi Patel",VLDB J.,2003
l389,Metadata for Multimedia Documents,"Thomas C. Rakow, Klemens Bhm",SIGMOD Record,1994
l390,PREDATOR: An OR-DBMS with Enhanced Data Types,"Praveen Seshadri, Mark Paskin",SIGMOD Conference,1997
l391,amdb: An Access Method Debugging Tool,"Joseph M. Hellerstein, Mehul A. Shah, Marcel Kornacker",SIGMOD Conference,1998
l392,Principles of Optimally Placing Data in Tertiary Storage Libraries,"Fenia Zioga, Peter Triantafillou, Stavros Christodoulakis",VLDB,1997
l393,Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95),"Mikael Berndtsson, Jrgen Hansson",SIGMOD Record,1996
l394,"Enterprise Objects Framework, A Second Generation Object-Relational Enabler",Charly Kleissner,SIGMOD Conference,1995
l395,A Graphical Query Language for Mobile Information Systems,Ya-Hui Chang,SIGMOD Record,2003
l396,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,"Min Wang, Jeffrey Scott Vitter",SIGMOD Conference,1999
l397,Type Classification of Semi-Structured Documents,"Allen Luniewski, Markus Tresch, Neal Palmer",VLDB,1995
l398,Providing Dynamic Security Control in a Federated Database,"R. F. Churchhouse, W. A. Gray, N. B. Idris",VLDB,1994
l399,Asserting Beliefs in MLS Relational Models,"Nenad Jukic, Susan V. Vrbsky",SIGMOD Record,1997
l400,An Execution Model for Limited Ambiguity Rules and Its Application to Derived Data Update,"I-Min A. Chen, Dennis McLeod, Richard Hull",ACM Trans. Database Syst.,1995
l401,A Raster Approximation For Processing of Spatial Joins,"Jano Moreira de Souza, Geraldo Zimbrao",VLDB,1998
l402,Data Management Research at The MITRE Corporation,"Arnon Rosenthal, Edward Lafferty, Leonard J. Seligman, Catherine D. McCollum, Bhavani M. Thuraisingham, Barbara T. Blaustein",SIGMOD Record,1995
l403,Memory-Contention Responsive Hash Joins,"Goetz Graefe, Diane L. Davison",VLDB,1994
l404,An approach to confidence based page ranking for user oriented Web search,"Sanasam Ranbir Singh, Debasis Giri, Debajyoti Mukhopadhyay",SIGMOD Record,2003
l405,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,"Dimitris Papadias, Yufei Tao",VLDB,2001
l406,Design Principles for Data-Intensive Web Sites,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri",SIGMOD Record,1999
l407,Learning about data integration challenges from day one,Alon Y. Halevy,SIGMOD Record,2003
l408,Persistent Threads,"Joachim W. Schmidt, Florian Matthes",VLDB,1994
l409,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias",SIGMOD Conference,1999
l410,Supporting Incremental Join Queries on Ranked Inputs,"John R. Smith, Yuan-Chi Chang, Chung-Sheng Li, Jeffrey Scott Vitter, Apostol Natsev",VLDB,2001
l411,"Report on the First International Conference on Ontologies, Databases and Applications of Semantics",Karl Aberer,SIGMOD Record,2003
l412,Phoenix: Making Applications Robust,"David B. Lomet, Roger S. Barga",SIGMOD Conference,1999
l413,Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates,"Guido Moerkotte, Sven Helmer",VLDB,1997
l414,"Et tu, XML? The downfall of the relational empire (abstract)",Philip Wadler,VLDB,2001
l415,"Data Management in eCommerce: The Good, the Bad, and the Ugly",Avigdor Gal,SIGMOD Conference,2000
l416,Performance Evaluation of a New Distributed Deadlock Detection Algorithm,"Chim-fu Yeung, Kam-yiu Lam, Sheung-lun Hung",SIGMOD Record,1994
l417,A Database Interface for File Updates,"Tova Milo, Serge Abiteboul, Sophie Cluet",SIGMOD Conference,1995
l418,Dynamic Maintenance of Data Distribution for Selectivity Estimation,"Kyu-Young Whang, Gio Wiederhold, Sang-Wook Kim",VLDB J.,1994
l419,Fibonacci: A Programming Language for Object Databases,"Antonio Albano, Renzo Orsini, Giorgio Ghelli",VLDB J.,1995
l420,Performance Measurements of Compressed Bitmap Indices,Theodore Johnson,VLDB,1999
l421,"Declarative Data Cleaning: Language, Model, and Algorithms","Daniela Florescu, Cristian-Augustin Saita, Eric Simon, Dennis Shasha, Helena Galhardas",VLDB,2001
l422,Executing SQL over encrypted data in the database-service-provider model,"Hakan Hacigms, Chen Li, Sharad Mehrotra, Balakrishna R. Iyer",SIGMOD Conference,2002
l423,Answering Queries with Aggregation Using Views,"H. V. Jagadish, Shaul Dar, Divesh Srivastava, Alon Y. Levy",VLDB,1996
l424,Bypassing Joins in Disjunctive Queries,"Alfons Kemper, Guido Moerkotte, Klaus Peithner, Michael Steinbrunn",VLDB,1995
l425,Extracting Structured Data from Web Pages,"Arvind Arasu, Hector Garcia-Molina",SIGMOD Conference,2003
l426,Using the CALANDA Time Series Management System,"Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt",SIGMOD Conference,1995
l427,The BeSS Object Storage Manager: Architecture Overview,"Alexandros Biliris, Euthimios Panagos",SIGMOD Record,1996
l428,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,"Leonard Brown, Le Gruenwald",VLDB,2001
l429,lambda-DB: An ODMG-Based Object-Oriented DBMS,"Arvind Rajendran, David Maier, Leonidas Fegaras, Chandrasekhar Srinivasan",SIGMOD Conference,2000
l430,An Adaptive Query Execution System for Data Integration,"Daniel S. Weld, Alon Y. Levy, Marc Friedman, Zachary G. Ives, Daniela Florescu",SIGMOD Conference,1999
l431,Data Warehousing and Business Intelligence for E-Commerce - Book Review,Frank G. Goethals,SIGMOD Record,2002
l432,Towards a database body of knowledge: a study from Spain,"Mario Piattini, Francisco Ruiz, Coral Calero",SIGMOD Record,2003
l433,Tavant System Architecture for Sell-side Channel Management,"Subbu N. Subramanian, Srinivasa Narayanan",VLDB,2001
l434,Efficient Concurrency Control in Multidimensional Access Methods,"Sharad Mehrotra, Kaushik Chakrabarti",SIGMOD Conference,1999
l435,Database in Crisis and Transition: A Technical Agenda for the Year 2001,David Vaskevitch,SIGMOD Conference,1994
l436,Catalog Management in Websphere Commerce Suite,Thomas Maguire,SIGMOD Conference,2001
l437,Global transaction support for workflow management systems: from formal specification to practical implementation,"Paul W. P. J. Grefen, Peter M. G. Apers, Jochem Vonk",VLDB J.,2001
l438,Rapid Bushy Join-order Optimization with Cartesian Products,"Bennet Vance, David Maier",SIGMOD Conference,1996
l439,Efficient Snapshot Differential Algorithms for Data Warehousing,"Hector Garcia-Molina, Wilburt Labio",VLDB,1996
l440,"A Distributed Scientific Data Archive Using the Web, XML and SQL/MED","Alistair N. Dunlop, Jasmin L. Wason, Denis A. Nicole, Mark Papiani",SIGMOD Record,1999
l441,Advances in Databases and Information Systems (ADBIS),"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",SIGMOD Record,2002
l442,The Distributed Information Search Component (Disco) and the World Wide Web,"Olga Kapitskaia, Philippe Bonnet, Hubert Naacke, Anthony Tomasic, Louiqa Raschid, Rmy Amouroux",SIGMOD Conference,1997
l443,On the Semantics of ``Now'' in Databases,"Christian S. Jensen, Toms Isakowitz, Richard T. Snodgrass, Curtis E. Dyreson, James Clifford",ACM Trans. Database Syst.,1997
l444,Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,"Helen M. Thomas, Krithi Ramamritham, Anindya Datta",VLDB,1999
l445,Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,"Jurgen Annevelink, Tak W. Yan",VLDB,1994
l446,On Spatially Partitioned Temporal Join,"Beng Chin Ooi, Kian-Lee Tan, Hongjun Lu",VLDB,1994
l447,View Management in Multimedia Databases,"V. S. Subrahmanian, Eric Lemar, K. Seluk Candan",VLDB J.,2000
l448,New TPC Benchmarks for Decision Support and Web Commerce,"Meikel Pss, Chris Floyd",SIGMOD Record,2000
l449,A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,"Tapas Kanungo, Frederick Reiss",SIGMOD Conference,2003
l450,An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999
l451,Information Retrieval from an Incomplete Data Cube,Curtis E. Dyreson,VLDB,1996
l452,Formal Query Languages for Secure Relational Databases,"Marianne Winslett, Kenneth Smith, Xiaolei Qian",ACM Trans. Database Syst.,1994
l453,From Browsing to Interacting: DBMS Support for Responive Websites (Abstract),Raghu Ramakrishnan,SIGMOD Conference,2000
l454,Optimization of Dynamic Query Evaluation Plans,"Goetz Graefe, Richard L. Cole",SIGMOD Conference,1994
l455,An Experimental System for Object-Based Sharing in Federated Databases,"Shahram Ghandeharizadeh, Doug Fang",VLDB J.,1996
l456,AJAX: An Extensible Data Cleaning Tool,"Daniela Florescu, Helena Galhardas, Dennis Shasha, Eric Simon",SIGMOD Conference,2000
l457,The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,"Norio Katayama, Shin'ichi Satoh",SIGMOD Conference,1997
l458,Comparing Hierarchical Data in External Memory,Sudarshan S. Chawathe,VLDB,1999
l459,The Ecobase Project: Database and Web Technologies for Environmental Information Systems,"Asterio K. Tanaka, Patrick Valduriez",SIGMOD Record,2001
l460,"Database tuning: principles, experiments, and troubleshooting techniques (part I)","Dennis Shasha, Philippe Bonnet",SIGMOD Conference,2002
l461,The IDEA Web Lab,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri",SIGMOD Conference,1998
l462,Incremental Computation of Nested Relational Query Expressions,"Leo Mark, Lars Bkgaard",ACM Trans. Database Syst.,1995
l463,LH*RS: A High-Availability Scalable Distributed Data Structure using Reed Solomon Codes,"Thomas J. E. Schwarz, Witold Litwin",SIGMOD Conference,2000
l464,Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,"Sangyong Hwang, Kihong Kim, Sang Kyun Cha, Keunjoo Kwon",VLDB,2001
l465,Access to Objects by Path Expressions and Rules,"Jrgen Frohn, Georg Lausen, Heinz Uphoff",VLDB,1994
l466,An Optimal and Progressive Algorithm for Skyline Queries,"Bernhard Seeger, Dimitris Papadias, Greg Fu, Yufei Tao",SIGMOD Conference,2003
l467,Bulk-Loading Techniques for Object Databases and an Application to Relational Data,"Claude Delobel, Sophie Cluet, Sihem Amer-Yahia",VLDB,1998
l468,Multi-dimensional Selectivity Estimation Using Compressed Histogram Information,"Deok-Hwan Kim, Ju-Hong Lee, Chin-Wan Chung",SIGMOD Conference,1999
l469,The Building Blocks for Specifying Communication Behavior of Complex Objects: An Activity-Driven Approach,"Ling Liu, Robert Meersman",ACM Trans. Database Syst.,1996
l470,Filtering with Approximate Predicates,"Hector Garcia-Molina, Narayanan Shivakumar, Chandra Chekuri",VLDB,1998
l471,Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",VLDB,2001
l472,Guest Editorial: Databases and the Web,"Alberto O. Mendelzon, Paolo Atzeni",VLDB J.,2000
l473,A Framework for Implementing Hypothetical Queries,"Timothy Griffin, Richard Hull",SIGMOD Conference,1997
l474,Query Execution Techniques for Caching Expensive Methods,"Joseph M. Hellerstein, Jeffrey F. Naughton",SIGMOD Conference,1996
l475,Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),"Jochen Doppelhammer, Donald Kossmann, Thomas Hppler, Alfons Kemper",SIGMOD Conference,1997
l476,Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,"Suresha, Kaushik Dutta, Krithi Ramamritham, Anindya Datta, Helen M. Thomas, Debra E. VanderMeer",SIGMOD Conference,2002
l477,CURE: An Efficient Clustering Algorithm for Large Databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",SIGMOD Conference,1998
l478,Secure and Portable Database Extensibility,"Tobias Mayr, Thorsten von Eicken, Michael W. Godfrey, Praveen Seshadri",SIGMOD Conference,1998
l479,Focused Crawling Using Context Graphs,"Frans Coetzee, Steve Lawrence, Michelangelo Diligenti, Marco Gori, C. Lee Giles",VLDB,2000
l480,"Ambient Intelligence with the Ubiquitous Network, the Embedded Computer Devices and the Hidden Databases (abstract)",Egbert-Jan Sol,VLDB,2001
l481,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",SIGMOD Record,1999
l482,Building Scalable Internet Applications with Oracle8i Server,"Olga Peschansky, Jos Alberto Fernndez, Julie Basu",VLDB,2000
l483,Materialized Views and Data Warehouses,Nick Roussopoulos,SIGMOD Record,1998
l484,SQL Standardization: The Next Steps,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2000
l485,Semantics for Update Rule Programs and Implementations in a Relational Database Management System,"Louiqa Raschid, Jorge Lobo",ACM Trans. Database Syst.,1996
l486,Business Data Management for B2B Electronic Commerce,"Manfred A. Jeusfeld, Mareike Schoop, Christoph Quix",SIGMOD Record,2002
l487,Garlic: a new flavor of federated query processing for DB2,"Peter M. Schwarz, Laura M. Haas, Vanja Josifovski, Eileen Tien Lin",SIGMOD Conference,2002
l488,Efficient filtering of XML documents with XPath expressions,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Minos N. Garofalakis",VLDB J.,2002
l489,AutoAdmin 'What-if' Index Analysis Utility,"Surajit Chaudhuri, Vivek R. Narasayya",SIGMOD Conference,1998
l490,Navigating large-scale semi-structured data in business portals,"Michel Tourn, Man Abrol, John Wang, Grace Zhang, Jianchang Mao, Uma Mahadevan, Rajat Mukherjee, Prabhakar Raghavan, Neil Latarche",VLDB,2001
l491,High-Performance Sorting on Networks of Workstations,"David E. Culler, Joseph M. Hellerstein, David A. Patterson, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau",SIGMOD Conference,1997
l492,Report on the 13th Brazilian Symposium on Database Systems (SBBD'98),"Claudia Bauzer Medeiros, Mario A. Nascimento",SIGMOD Record,1999
l493,HyperFile: A Data and Query Model for Documents,"David Bloom, Chris Clifton, Hector Garcia-Molina",VLDB J.,1995
l494,Explaining Differences in Multidimensional Aggregates,Sunita Sarawagi,VLDB,1999
l495,Toward Autonomic Computing with DB2 Universal Database,"Guy M. Lohman, Daniel C. Zilio, Sam Lightstone",SIGMOD Record,2002
l496,Rights Protection for Relational Data,"Sunil Prabhakar, Radu Sion, Mikhail J. Atallah",SIGMOD Conference,2003
l497,Using Extended Feature Objects for Partial Similarity Retrieval,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB J.,1997
l498,Similarity Query Processing Using Disk Arrays,"Apostolos Papadopoulos, Yannis Manolopoulos",SIGMOD Conference,1998
l499,A System for Watermarking Relational Databases,"Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",SIGMOD Conference,2003
l500,Influence Sets Based on Reverse Nearest Neighbor Queries,"S. Muthukrishnan, Flip Korn",SIGMOD Conference,2000
l501,Managing a DB2 Parallel Edition Database,Gilles Fecteau,VLDB,1995
l502,Cache Conscious Algorithms for Relational Query Processing,"Jeffrey F. Naughton, Ambuj Shatdal, Chander Kant",VLDB,1994
l503,Fast and accurate text classification via multiple linear discriminant projections pp,"Shourya Roy, Mahesh V. Soundalgekar, Soumen Chakrabarti",VLDB J.,2003
l504,Data Partitioning and Load Balancing in Parallel Disk Systems,"Gerhard Weikum, Peter Zabback, Peter Scheuermann",VLDB J.,1998
l505,Form-Based Proxy Caching for Database-Backed Web Sites,"Jeffrey F. Naughton, Qiong Luo",VLDB,2001
l506,Enhanced Nearest Neighbour Search on the R-tree,"Ada Wai-Chee Fu, King Lum Cheung",SIGMOD Record,1998
l507,The 3W Model and Algebra for Unified Data Mining,"Laks V. S. Lakshmanan, Raymond T. Ng, Theodore Johnson",VLDB,2000
l508,Data streams: fresh current or stagnant backwater? (panel),"Joseph M. Hellerstein, Jennifer Widom",SIGMOD Conference,2002
l509,S3: Similarity Search in CAD Database Systems,"Hans-Peter Kriegel, Stefan Berchtold",SIGMOD Conference,1997
l510,Enhanced Abstract Data Types in Object-Relational Databases,Praveen Seshadri,VLDB J.,1998
l511,C2P: Clustering based on Closest Pairs,"Yannis Theodoridis, Alexandros Nanopoulos, Yannis Manolopoulos",VLDB,2001
l512,Processing Set Expressions over Continuous Update Streams,"Sumit Ganguly, Minos N. Garofalakis, Rajeev Rastogi",SIGMOD Conference,2003
l513,SPIRE: A Progressive Content-Based Spatial Image Retrieval Engine,"Chung-Sheng Li, Vittorio Castelli, Lawrence D. Bergman, John R. Smith",SIGMOD Conference,2000
l514,TAM: A System for Dynamic Transactional Activity Management,"Ling Liu, Calton Pu, Tong Zhou",SIGMOD Conference,1999
l515,A foundation for representing and quering moving objects,"Michael H. Bhlen, Christian S. Jensen, Michalis Vazirgiannis, Nikos A. Lorentzos, Markus Schneider, Ralf Hartmut Gting, Martin Erwig",ACM Trans. Database Syst.,2000
l516,Orthogonally Persistent Object Systems,"Malcolm P. Atkinson, Ronald Morrison",VLDB J.,1995
l517,Database Systems Management and Oracle8,C. Gregory Doherty,SIGMOD Conference,1998
l518,Virtual Database technology,"Venky Harinarayan, Ashish Gupta, Anand Rajaraman",SIGMOD Record,1997
l519,Developments at ACM TODS,Richard T. Snodgrass,SIGMOD Record,2003
l520,Towards an ODMG-Compliant Visual Object Query Language,"Manoj Chavda, Peter T. Wood",VLDB,1997
l521,Bringing Object-Relational Technology to Mainstream,"Anil Nori, Vishu Krishnamurthy, Sandeepan Banerjee",SIGMOD Conference,1999
l522,Fast Joins Using Join Indices,"Kenneth A. Ross, Zhe Li",VLDB J.,1999
l523,What can Hierarchies do for Data Warehouses?,"Laks V. S. Lakshmanan, H. V. Jagadish, Divesh Srivastava",VLDB,1999
l524,The Evolution of the Web and Implications for an Incremental Crawler,"Junghoo Cho, Hector Garcia-Molina",VLDB,2000
l525,ViST: A Dynamic Index Method for Querying XML Data by Tree Structures,"Wei Fan, Sanghyun Park, Philip S. Yu, Haixun Wang",SIGMOD Conference,2003
l526,Efficient Resumption of Interrupted Warehouse Loads,"Hector Garcia-Molina, Vlad Gorelik, Wilburt Labio, Janet L. Wiener",SIGMOD Conference,2000
l527,Object Query Standards,Andrew E. Wade,SIGMOD Record,1996
l528,An Active Functionality Service for E-Business Applications,"Mariano Cilia, Alejandro P. Buchmann",SIGMOD Record,2002
l529,Balancing Push and Pull for Data Broadcast,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",SIGMOD Conference,1997
l530,A Scalable Architecture for Autonomous Heterogeneous Database Interactions,"Athman Bouguettaya, Steven Milliner, Mike P. Papazoglou",VLDB,1995
l531,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",VLDB,1996
l532,The Araneus Web-Base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",SIGMOD Conference,1998
l533,Moving up the food chain: Supporting E-Commerce Applications on Databases,Anant Jhingran,SIGMOD Record,2000
l534,Querying Network Directories,"Dimitra Vista, H. V. Jagadish, Divesh Srivastava, Tova Milo, Laks V. S. Lakshmanan",SIGMOD Conference,1999
l535,"Database tuning: principles, experiments, and troubleshooting techniques (part II)","Dennis Shasha, Philippe Bonnet",SIGMOD Conference,2002
l536,"Opportunities at ARPA, NSF, and Elsewhere",Xiaolei Qian,SIGMOD Record,1995
l537,Caching Strategies for Data-Intensive Web Sites,"Khaled Yagoub, Patrick Valduriez, Valrie Issarny, Daniela Florescu",VLDB,2000
l538,Aurora: a new model and architecture for data stream management,"Christian Convey, Sangdon Lee, Ugur etintemel, Daniel J. Abadi, Michael Stonebraker, Mitch Cherniack, Donald Carney, Stanley B. Zdonik, Nesime Tatbul",VLDB J.,2003
l539,Supporting Valid-Time Indeterminacy,"Richard T. Snodgrass, Curtis E. Dyreson",ACM Trans. Database Syst.,1998
l540,ODMG-93: A Standard for Object-Oriented DBMSs,R. G. G. Cattell,SIGMOD Conference,1994
l541,Active Views for Electronic Commerce,"Laurent Mignet, Serge Abiteboul, Tova Milo, Adi Eyal, Bernd Amann, Sophie Cluet",VLDB,1999
l542,Exploiting statistics on query expressions for optimization,"Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2002
l543,Storing and querying ordered XML using a relational database system,"Kevin S. Beyer, Jayavel Shanmugasundaram, Chun Zhang, Igor Tatarinov, Stratis Viglas, Eugene J. Shekita",SIGMOD Conference,2002
l544,DECLARE and SDS: Early Efforts to Commercialize Deductive Database Technology,"Werner Strau, Gerhard Dnzinger, Werner Kieling, Helmut Schmidt",VLDB J.,1994
l545,A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite,"German Shegalov, Gerhard Weikum, Wolfgang Wonner, Michael Gillmann, Jeanine Weienfels",SIGMOD Conference,2000
l546,STREAM: The Stanford Stream Data Manager,"Jennifer Widom, Mayur Datar, Shivnath Babu, Justin Rosenstein, Itaru Nishizawa, Arvind Arasu, Keith Ito, Brian Babcock",SIGMOD Conference,2003
l547,TSQL2 Language Specification,"Wolfgang Kfer, Curtis E. Dyreson, Arie Segev, Krishna G. Kulkarni, Michael D. Soo, Don S. Batory, Ramez Elmasri, Nikos A. Lorentzos, Nick Kline, John F. Roddick, Gad Ariav, James Clifford, Richard T. Snodgrass, Suryanarayana M. Sripada, T. Y. Cliff Leung, Fabio Grandi, Ilsoo Ahn, Christian S. Jensen",SIGMOD Record,1994
l548,Computing Geographical Scopes of Web Resources,"Luis Gravano, Junyan Ding, Narayanan Shivakumar",VLDB,2000
l549,On Optimal Node Splitting for R-trees,"Yvn J. Garca, Scott T. Leutenegger, Mario A. Lopez",VLDB,1998
l550,Covering indexes for branching path queries,"Raghav Kaushik, Henry F. Korth, Jeffrey F. Naughton, Philip Bohannon",SIGMOD Conference,2002
l551,The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,"Cyrus Shahabi, Mohammad R. Kolahdouzan, Craig A. Knoblock, Jos Luis Ambite, Maria Muslea, Snehal Thakkar",VLDB,2001
l552,"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998
l553,Objects and SQL: Strange Relations? Panel,Donald R. Deutsch,SIGMOD Conference,1995
l554,Reasoning on regular path queries,"Giuseppe De Giacomo, Moshe Y. Vardi, Maurizio Lenzerini, Diego Calvanese",SIGMOD Record,2003
l555,The NAOS System,"Christine Collet, Thierry Coupaye",SIGMOD Conference,1995
l556,High Speed On-line Backup When Using Logical Log Operations,David B. Lomet,SIGMOD Conference,2000
l557,Online Scaling in a Highly Available Database,"Svein Erik Bratsberg, Rune Humborstad",VLDB,2001
l558,In Memory of Bob Kooi (1951-1993),Michael Stonebraker,SIGMOD Record,1994
l559,Gigascope: A Stream Database for Network Applications,"Theodore Johnson, Charles D. Cranor, Oliver Spatscheck, Vladislav Shkapenyuk",SIGMOD Conference,2003
l560,The Algres Testbed of CHIMERA: An Active Object-Oriented Database System,"Giuseppe Psaila, Stefano Ceri, Stefano Paraboschi, Piero Fraternali",SIGMOD Conference,1995
l561,DBIS-Toolkit: Adaptable Middleware for Large Scale Data Delivery,"Demet Aksoy, Mehmet Altinel, Stanley B. Zdonik, Thomas Baby, William Shapiro, Michael J. Franklin",SIGMOD Conference,1999
l562,Data Mining: Concepts and Techniques - Book Review,"Fernando Berzal Galiano, Nicols Marn",SIGMOD Record,2002
l563,Re-designing Distance Functions and Distance-Based Applications for High Dimensional Data,Charu C. Aggarwal,SIGMOD Record,2001
l564,LEO - DB2's LEarning Optimizer,"Volker Markl, Mokhtar Kandil, Guy M. Lohman, Michael Stillger",VLDB,2001
