id,bike_name,city_posted,km_driven,color,fuel_type,price,model_year,owner_type,url
10421,"Hero Super Splendor Kick Start",Bangalore,60000,silver,Petrol,20000,2000,First,http://www.bikewale.com/used/bikes-in-bangalore/hero-supersplendor-S10421/
10422,"Bajaj Pulsar 200 Standard",Bangalore,33000,black,Petrol,18000,2003,Second,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar200-S10422/
10425,"Bajaj Pulsar 150 DTS- i Standard",Mumbai,19000,rad,Petrol,35000,2011,Second,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-pulsar150dtsi-S10425/
10432,"Royal Enfield Bullet Electra Twinspark Disc/Electric start",Delhi,23000,silver,Petrol,80000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/royalenfield-bulletelectratwinspark-S10432/
10436,"Suzuki Swish 125",Bangalore,3000,black,Petrol,58000,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/suzuki-swish-S10436/
10438,"TVS Apache RTR 180 Standard",Mumbai,33000,white,Petrol,55000,2010,First,http://www.bikewale.com/used/bikes-in-mumbai/tvs-apachertr180-S10438/
10439,"Honda CB Shine Electric Start/Disc/Alloy",Mumbai,62000,black,Petrol,30000,2008,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-cbshine-S10439/
10442,"Honda CB Shine Electric Start/Disc/Alloy",Bangalore,80000,black,Petrol,29000,2006,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-cbshine-S10442/
10443,"Bajaj Pulsar 150 DTS- i Standard",Mumbai,35000,black,Petrol,22000,2004,Second,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-pulsar150dtsi-S10443/
10446,"Yamaha SZ X Standard",Delhi,40000,black,Petrol,28000,2011,Second,http://www.bikewale.com/used/bikes-in-newdelhi/yamaha-szx-S10446/
10447,"Bajaj Discover 100 T Drum Brake",Mumbai,6000,black,Petrol,32000,2009,Second,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-discover100t-S10447/
10448,"Bajaj Pulsar 220S Standard",Bangalore,17700,red,Petrol,80000,2008,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar220s-S10448/
10449,"Hyosung GT650R Standard",Mumbai,800,black,Petrol,400000,2011,First,http://www.bikewale.com/used/bikes-in-mumbai/hyosung-gt650r-S10449/
10450,"Bajaj Pulsar 150 DTS- i Standard",Delhi,35000,black,Petrol,25000,2007,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10450/
10453,"Yamaha FZ16 Standard",Bangalore,25000,black,Petrol,46000,2009,First,http://www.bikewale.com/used/bikes-in-bangalore/yamaha-fz16-S10453/
10454,"Honda CB Unicorn Standard",Bangalore,16230,black,Petrol,63000,2012,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-cbunicorn-S10454/
10457,"Bajaj Discover 125 ST Standard",Delhi,1300,red,Petrol,53000,2012,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-discover125st-S10457/
10458,"Bajaj Discover 150 Standard",Mumbai,20000,black,Petrol,55000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-discover150-S10458/
10462,"Hero Hunk Rear Disc Brake",Bangalore,16000,silver,Petrol,50000,2012,First,http://www.bikewale.com/used/bikes-in-bangalore/hero-hunk-S10462/
10464,"Bajaj Discover 150 Standard",Mumbai,30000,black,Petrol,35000,2010,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-discover150-S10464/
10473,"Royal Enfield Classic 500 Chrome",Delhi,1500,maroon,Petrol,155000,2013,First,http://www.bikewale.com/used/bikes-in-newdelhi/royalenfield-classic500-S10473/
10484,"Royal Enfield Classic 350 Standard",Bangalore,42000,black,Petrol,140000,1995,Third,http://www.bikewale.com/used/bikes-in-bangalore/royalenfield-classic350-S10484/
10493,"Royal Enfield Electra 5s",Delhi,40000,red,Petrol,85000,2006,Second,http://www.bikewale.com/used/bikes-in-newdelhi/royalenfield-electra-S10493/
10498,"Honda Dream Yuga Electric Start/Alloy",Mumbai,4000,black,Petrol,50000,2013,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-dreamyuga-S10498/
10499,"Bajaj Pulsar 150 DTS- i Standard",Mumbai,37500,black,Petrol,22000,2007,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-pulsar150dtsi-S10499/
10500,"Bajaj Pulsar 150 DTS- i Standard",Delhi,10000,black,Petrol,35000,2009,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10500/
10520,"Bajaj Pulsar 150 DTS- i Standard",Delhi,15000,black,Petrol,22000,2005,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10520/
10525,"Bajaj Pulsar 150 DTS- i Standard",Bangalore,17500,black,Petrol,45000,2008,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar150dtsi-S10525/
10531,"Honda CBR250R Sports Red-STD",Delhi,17000,red,Petrol,110000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/honda-cbr250r-S10531/
10535,"Bajaj Pulsar 220F Standard",Bangalore,4700,black,Petrol,80000,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar220f-S10535/
10537,"Bajaj Pulsar 200 Standard",Bangalore,44000,black,Petrol,45000,2008,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar200-S10537/
10543,"Hero Splendor Plus Alloy",Delhi,11000,black,Petrol,38000,2012,First,http://www.bikewale.com/used/bikes-in-newdelhi/hero-splendorplus-S10543/
10547,"Bajaj Pulsar 150 DTS- i Standard",Delhi,26000,black,Petrol,40000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10547/
10548,"Bajaj Pulsar 150 DTS- i Standard",Bangalore,45000,red,Petrol,30000,2005,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar150dtsi-S10548/
10549,"Bajaj Avenger 220 DTS- i",Mumbai,17000,red,Petrol,70000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-avenger-S10549/
10560,"Bajaj Pulsar NS200 Standard",Delhi,1200,blue,Petrol,85000,2013,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar200ns-S10560/
10562,"TVS Scooty Streak Standard",Delhi,3500,green,Petrol,32000,2012,First,http://www.bikewale.com/used/bikes-in-newdelhi/tvs-scootystreak-S10562/
10563,"Bajaj Pulsar 150 DTS- i Standard",Delhi,12000,black,Petrol,40000,2010,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10563/
10564,"Bajaj Pulsar 150 DTS- i Standard",Delhi,12000,black,Petrol,40000,2010,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10564/
10565,"Bajaj Xcd 125 cc",Mumbai,1820,black,Petrol,25000,2007,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-xcd-S10565/
10572,"Hero Hunk Rear Drum Brake",Mumbai,25000,red,Petrol,33000,2009,First,http://www.bikewale.com/used/bikes-in-mumbai/hero-hunk-S10572/
10573,"Bajaj Discover 135 Standard",Bangalore,45000,black,Petrol,30000,2007,Second,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-discover135-S10573/
10578,"Hero Karizma ZMR Standard",Delhi,10000,white,Petrol,55000,2010,Second,http://www.bikewale.com/used/bikes-in-newdelhi/hero-karizmazmr-S10578/
10582,"Bajaj Pulsar 180 DTS- i Standard",Bangalore,14800,black,Petrol,55000,2011,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar180dtsi-S10582/
10583,"Hero Xtreme Rear Drum Brake",Mumbai,21450,black,Petrol,55000,2011,First,http://www.bikewale.com/used/bikes-in-mumbai/hero-xtreme-S10583/
10587,"Honda CB Twister Disc/Electric start",Bangalore,633,black,Petrol,49000,2012,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-cbtwister-S10587/
10588,"Hero Karizma R",Bangalore,28000,red,Petrol,45000,2009,First,http://www.bikewale.com/used/bikes-in-bangalore/hero-karizma-S10588/
10597,"Bajaj Pulsar 150 DTS- i Standard",Delhi,39000,black,Petrol,15000,2004,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10597/
10600,"Royal Enfield Thunderbird Twinspark Standard",Bangalore,5000,black,Petrol,100000,2010,First,http://www.bikewale.com/used/bikes-in-bangalore/royalenfield-thunderbirdtwinspark-S10600/
10606,"Royal Enfield Classic 350 Standard",Delhi,19000,black,Petrol,98000,2009,First,http://www.bikewale.com/used/bikes-in-newdelhi/royalenfield-classic350-S10606/
10607,"Royal Enfield Classic 350 Standard",Delhi,19000,black,Petrol,98000,2009,First,http://www.bikewale.com/used/bikes-in-newdelhi/royalenfield-classic350-S10607/
10609,"Bajaj Discover 125 ST Standard",Mumbai,12000,black,Petrol,50000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-discover125st-S10609/
10617,"Bajaj Discover 100 5 Speed",Delhi,25000,black,Petrol,36000,2012,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-discover100-S10617/
10623,"Kawasaki Eliminator Standard",Bangalore,50000,black,Petrol,7000,1990,Second,http://www.bikewale.com/used/bikes-in-bangalore/kawasaki-eliminator-S10623/
10626,"Royal Enfield Classic 350 Standard",Bangalore,0,black,Petrol,165000,2014,First,http://www.bikewale.com/used/bikes-in-bangalore/royalenfield-classic350-S10626/
10628,"Bajaj Discover125 Drum Brake",Delhi,28000,black,Petrol,17000,2006,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-discover125-S10628/
10630,"Hero Karizma ZMR Standard",Mumbai,27500,white,Petrol,75000,2011,First,http://www.bikewale.com/used/bikes-in-mumbai/hero-karizmazmr-S10630/
10632,"Bajaj Avenger 200",Delhi,73000,blue,Petrol,42000,2008,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-avenger-S10632/
10633,"Bajaj Pulsar 220 Fi Standard",Mumbai,22000,black,Petrol,40000,2008,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-pulsar220fi-S10633/
10637,"Honda CBF Stunner Kick",Mumbai,10000,red,Petrol,40000,2008,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-cbfstunner-S10637/
10639,"Bajaj Pulsar 180 DTS- i Standard",Delhi,12500,black,Petrol,32000,2007,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar180dtsi-S10639/
10647,"Royal Enfield Superstar Standard",Mumbai,50000,Various,Petrol,150000,1981,Second,http://www.bikewale.com/used/bikes-in-mumbai/royalenfield-superstar-S10647/
10649,"Yamaha YZF R15 V 2.0",Delhi,24000,red,Petrol,80000,2013,First,http://www.bikewale.com/used/bikes-in-newdelhi/yamaha-yzfr15-S10649/
10656,"TVS Star City Alloy wheels",Bangalore,13425,black,Petrol,40000,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/tvs-starcity-S10656/
10657,"Hero Glamour Disc Brake",Delhi,25000,red,Petrol,35000,2007,First,http://www.bikewale.com/used/bikes-in-newdelhi/hero-glamour-S10657/
10658,"KTM Duke 200 Standard",Mumbai,6400,black,Petrol,115000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/ktm-duke200-S10658/
10659,"Royal Enfield Lightning Standard",Mumbai,45000,black,Petrol,170000,2002,Second,http://www.bikewale.com/used/bikes-in-mumbai/royalenfield-lightning-S10659/
10661,"Royal Enfield Bullet 350 Twinspark Drum /Kick start",Bangalore,45000,black,Petrol,145000,1970,Second,http://www.bikewale.com/used/bikes-in-bangalore/royalenfield-bullet350twinspark-S10661/
10662,"Bajaj Pulsar 220 Fi Standard",Bangalore,36000,black,Petrol,40000,2008,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar220fi-S10662/
10664,"Honda CBF Stunner Kick",Delhi,25000,red,Petrol,30000,2009,First,http://www.bikewale.com/used/bikes-in-newdelhi/honda-cbfstunner-S10664/
10666,"Honda CB Shine Electric Start/Disc/Alloy",Delhi,30000,black,Petrol,40000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/honda-cbshine-S10666/
10667,"Bajaj Pulsar 150 DTS- i Standard",Delhi,27000,black,Petrol,30000,2007,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10667/
10677,"Suzuki Access 125",Mumbai,35000,grey,Petrol,30000,2008,Second,http://www.bikewale.com/used/bikes-in-mumbai/suzuki-access-S10677/
10680,"Yamaha Fazer Standard",Delhi,3327,black,Petrol,72000,2013,First,http://www.bikewale.com/used/bikes-in-newdelhi/yamaha-fazer-S10680/
10685,"Hero Hunk Rear Disc Brake",Mumbai,25000,black,Petrol,32000,2008,First,http://www.bikewale.com/used/bikes-in-mumbai/hero-hunk-S10685/
10695,"Yamaha FZ S Standard",Mumbai,18000,black,Petrol,52000,2011,First,http://www.bikewale.com/used/bikes-in-mumbai/yamaha-fzs-S10695/
10696,"Yamaha FZ S Standard",Bangalore,13000,black,Petrol,65000,2012,First,http://www.bikewale.com/used/bikes-in-bangalore/yamaha-fzs-S10696/
10698,"Yamaha YZF R15 V1",Bangalore,40000,blue,Petrol,85000,2011,First,http://www.bikewale.com/used/bikes-in-bangalore/yamaha-yzfr15-S10698/
10701,"Bajaj Pulsar 150 DTS- i Standard",Bangalore,7000,black,Petrol,81041,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar150dtsi-S10701/
10702,"Bajaj Pulsar 150 DTS- i Standard",Bangalore,7000,black,Petrol,81041,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar150dtsi-S10702/
10709,"Royal Enfield Classic 500 Standard",Bangalore,1000,maroon,Petrol,145000,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/royalenfield-classic500-S10709/
10713,"Bajaj Pulsar 200 Standard",Bangalore,54000,blue,Petrol,50000,2009,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar200-S10713/
10716,"Bajaj Pulsar 150 DTS- i Standard",Mumbai,28000,black,Petrol,25000,2008,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-pulsar150dtsi-S10716/
10720,"Suzuki Samurai Standard",Bangalore,53000,green,Petrol,17000,2001,First,http://www.bikewale.com/used/bikes-in-bangalore/suzuki-samurai-old-S10720/
10723,"TVS Victor Standard",Bangalore,67000,silver,Petrol,25000,2005,First,http://www.bikewale.com/used/bikes-in-bangalore/tvs-victor-S10723/
10730,"Royal Enfield Electra 5s",Bangalore,33070,silver,Petrol,145000,2009,First,http://www.bikewale.com/used/bikes-in-bangalore/royalenfield-electra-S10730/
10740,"Bajaj Ct 100",Mumbai,28000,black,Petrol,15000,2004,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-ct-S10740/
10741,"Royal Enfield Bullet 500 Standard",Delhi,7300,black,Petrol,125000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/royalenfield-bullet500-S10741/
10742,"Bajaj Discover 150 Standard",Mumbai,50000,black,Petrol,35000,2010,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-discover150-S10742/
10743,"Mahindra Rodeo Standard",Bangalore,5000,brown,Petrol,35000,2011,First,http://www.bikewale.com/used/bikes-in-bangalore/mahindra-rodeo-S10743/
10746,"Honda Dio Old Dio",Bangalore,22000,black,Petrol,41000,2011,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-dio-S10746/
10747,"Hero CBZ X-Treme ES",Delhi,65000,silver,Petrol,20000,2001,First,http://www.bikewale.com/used/bikes-in-newdelhi/hero-cbz-S10747/
10758,"Bajaj Pulsar 150 DTS- i Standard",Mumbai,40000,black,Petrol,25000,2005,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-pulsar150dtsi-S10758/
10759,"Bajaj Pulsar 150 DTS- i Standard",Delhi,60000,black,Petrol,13000,2004,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10759/
10761,"Yamaha FZ16 Standard",Delhi,28000,black,Petrol,45000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/yamaha-fz16-S10761/
10765,"Bajaj Discover 100 5 Speed",Delhi,30000,black,Petrol,30000,2009,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-discover100-S10765/
10770,"Honda CBF Stunner FI",Delhi,15000,yellow,Petrol,37000,2009,First,http://www.bikewale.com/used/bikes-in-newdelhi/honda-cbfstunner-S10770/
10773,"Honda Activa Deluxe",Bangalore,7500,grey,Petrol,49900,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-activa-S10773/
10774,"Bajaj Discover 100 4 Speed",Bangalore,26000,red,Petrol,31000,2009,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-discover100-S10774/
10775,"Bajaj Xcd 125 cc",Bangalore,35000,red,Petrol,28000,2008,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-xcd-S10775/
10784,"Honda Activa Deluxe",Mumbai,2400,black,Petrol,50000,2013,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-activa-S10784/
10786,"Hero Xtreme Rear Disc Brake",Bangalore,17000,black,Petrol,35000,2010,First,http://www.bikewale.com/used/bikes-in-bangalore/hero-xtreme-S10786/
10805,"Bajaj Pulsar NS200 Standard",Mumbai,8000,black,Petrol,55000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-pulsar200ns-S10805/
10807,"Honda Activa-i Standard",Delhi,2550,Purple,Petrol,40000,2013,First,http://www.bikewale.com/used/bikes-in-newdelhi/honda-activai-S10807/
10811,"Yamaha SS 125 Standard",Bangalore,17000,red,Petrol,36000,2010,First,http://www.bikewale.com/used/bikes-in-bangalore/yamaha-ss125-S10811/
10814,"Yamaha FZ1 Standard",Bangalore,28000,black,Petrol,40500,2010,Second,http://www.bikewale.com/used/bikes-in-bangalore/yamaha-fz1-S10814/
10822,"Suzuki SlingShot Plus SEU",Bangalore,27000,black,Petrol,35000,2011,First,http://www.bikewale.com/used/bikes-in-bangalore/suzuki-slingshotplus-S10822/
10824,"Honda CB Unicorn Standard",Mumbai,44200,black,Petrol,40000,2009,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-cbunicorn-S10824/
10828,"Bajaj Discover125 Drum Brake",Delhi,20000,black,Petrol,18000,2005,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-discover125-S10828/
10831,"Royal Enfield Classic 500 Standard",Mumbai,18000,black,Petrol,125000,2010,Second,http://www.bikewale.com/used/bikes-in-mumbai/royalenfield-classic500-S10831/
10832,"Hero Ambition Standard",Delhi,68000,black,Petrol,12000,2003,Second,http://www.bikewale.com/used/bikes-in-newdelhi/hero-ambition-S10832/
10838,"Hero Xtreme Rear Drum Brake",Mumbai,60000,black,Petrol,25000,2007,First,http://www.bikewale.com/used/bikes-in-mumbai/hero-xtreme-S10838/
10839,"Honda CB Unicorn Standard",Mumbai,87000,black,Petrol,23000,2005,Second,http://www.bikewale.com/used/bikes-in-mumbai/honda-cbunicorn-S10839/
10840,"Bajaj Discover 100 5 Speed",Mumbai,15000,black,Petrol,38000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-discover100-S10840/
10841,"Hero Splendor NXG Kick Spoke",Bangalore,29000,black,Petrol,32000,2007,First,http://www.bikewale.com/used/bikes-in-bangalore/hero-splendornxg-S10841/
10848,"TVS Victor Standard",Bangalore,57000,gold,Petrol,25000,2003,First,http://www.bikewale.com/used/bikes-in-bangalore/tvs-victor-S10848/
10851,"Bajaj Pulsar 180 DTS- i Standard",Delhi,40000,black,Petrol,30000,2006,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar180dtsi-S10851/
10852,"TVS Wego Drum",Mumbai,6700,black,Petrol,38000,2011,First,http://www.bikewale.com/used/bikes-in-mumbai/tvs-wego-S10852/
10853,"Bajaj Avenger 220 DTS- i",Mumbai,21000,red,Petrol,60000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-avenger-S10853/
10858,"Bajaj Pulsar 150 DTS- i Standard",Delhi,50000,black,Petrol,25000,2009,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10858/
10859,"Yamaha RX100 Standard",Mumbai,60000,blue,Petrol,14000,1996,Fourth,http://www.bikewale.com/used/bikes-in-mumbai/yamaha-rx100-S10859/
10862,"Honda Activa Standard",Bangalore,41200,black,Petrol,25000,2007,Third,http://www.bikewale.com/used/bikes-in-bangalore/honda-activa-S10862/
10863,"Honda CB Unicorn Standard",Bangalore,60000,black,Petrol,45000,2007,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-cbunicorn-S10863/
10871,"Honda CB Unicorn Standard",Bangalore,30000,black,Petrol,45000,2009,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-cbunicorn-S10871/
10874,"Bajaj Pulsar 150 DTS- i Standard",Delhi,29000,red,Petrol,20000,2005,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10874/
10876,"Honda Eterno Standard",Delhi,26000,black,Petrol,10000,2007,First,http://www.bikewale.com/used/bikes-in-newdelhi/honda-eterno-S10876/
10885,"Honda Dream Yuga Electric Start/Alloy",Bangalore,18500,black,Petrol,50000,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-dreamyuga-S10885/
10886,"Honda Dio Old Dio",Mumbai,19900,blue,Petrol,27000,2009,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-dio-S10886/
10893,"Bajaj Pulsar 180 DTS- i Standard",Delhi,5000,black,Petrol,60000,2012,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar180dtsi-S10893/
10906,"Bajaj Pulsar 150 DTS- i Standard",Bangalore,50000,black,Petrol,33000,2006,Second,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar150dtsi-S10906/
10913,"Hero Karizma R",Mumbai,4050,grey,Petrol,78000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/hero-karizma-S10913/
10916,"Bajaj Pulsar 180 DTS- i Standard",Delhi,20800,black,Petrol,39000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar180dtsi-S10916/
10917,"Harley Davidson SuperLow Standard",Delhi,30000,black,Petrol,300000,2008,Second,http://www.bikewale.com/used/bikes-in-newdelhi/harleydavidson-superlow-S10917/
10918,"Yamaha Fazer Standard",Bangalore,18000,red,Petrol,60000,2010,First,http://www.bikewale.com/used/bikes-in-bangalore/yamaha-fazer-S10918/
10923,"Honda CB Unicorn Standard",Bangalore,5200,black,Petrol,70000,2013,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-cbunicorn-S10923/
10926,"Bajaj Pulsar NS200 Standard",Delhi,11000,red,Petrol,85000,2013,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar200ns-S10926/
10927,"Royal Enfield Classic 500 Standard",Mumbai,50000,black,Petrol,100000,2009,First,http://www.bikewale.com/used/bikes-in-mumbai/royalenfield-classic500-S10927/
10929,"Hero Karizma R",Bangalore,15000,yellow,Petrol,70000,2011,First,http://www.bikewale.com/used/bikes-in-bangalore/hero-karizma-S10929/
10931,"Bajaj Pulsar 150 DTS- i Standard",Mumbai,70000,black,Petrol,25000,2006,First,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-pulsar150dtsi-S10931/
10933,"Hero Splendor Plus Spoke",Delhi,70000,silver,Petrol,25000,2006,First,http://www.bikewale.com/used/bikes-in-newdelhi/hero-splendorplus-S10933/
10938,"Honda Activa Deluxe",Mumbai,36000,golden,Petrol,20000,2004,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-activa-S10938/
10939,"Royal Enfield Bullet Electra Twinspark Disc/Electric start",Mumbai,17500,silver,Petrol,110000,2012,First,http://www.bikewale.com/used/bikes-in-mumbai/royalenfield-bulletelectratwinspark-S10939/
10943,"Honda CBR250R Sports Red-ABS",Mumbai,6000,red,Petrol,140000,2011,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-cbr250r-S10943/
10956,"Bajaj Pulsar 220F Standard",Delhi,10400,blue,Petrol,62000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar220f-S10956/
10958,"Hero Splendor Plus Alloy",Bangalore,60000,black,Petrol,35000,2014,First,http://www.bikewale.com/used/bikes-in-bangalore/hero-splendorplus-S10958/
10959,"Yamaha Gladiator Standard",Delhi,100000,black,Petrol,25000,2006,First,http://www.bikewale.com/used/bikes-in-newdelhi/yamaha-gladiator-S10959/
10960,"Yamaha Fazer Standard",Delhi,10000,black,Petrol,45000,2010,First,http://www.bikewale.com/used/bikes-in-newdelhi/yamaha-fazer-S10960/
10961,"Royal Enfield Classic 350 Standard",Delhi,28000,black,Petrol,95000,2010,Second,http://www.bikewale.com/used/bikes-in-newdelhi/royalenfield-classic350-S10961/
10962,"Honda Activa Standard",Bangalore,35400,silver,Petrol,35000,2009,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-activa-S10962/
10963,"Bajaj Pulsar 135 LS Standard",Bangalore,17000,black,Petrol,49000,2011,First,http://www.bikewale.com/used/bikes-in-bangalore/bajaj-pulsar135ls-S10963/
10965,"Bajaj Caliber 115",Mumbai,40000,black,Petrol,18000,2001,Second,http://www.bikewale.com/used/bikes-in-mumbai/bajaj-caliber-S10965/
10972,"Kawasaki Eliminator Standard",Bangalore,60000,red,Petrol,20000,2001,Fourth,http://www.bikewale.com/used/bikes-in-bangalore/kawasaki-eliminator-S10972/
10984,"Bajaj Pulsar 150 DTS- i Standard",Delhi,42000,black,Petrol,13000,2002,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar150dtsi-S10984/
10985,"Hero Glamour Drum Brake",Bangalore,62000,red,Petrol,35000,2007,First,http://www.bikewale.com/used/bikes-in-bangalore/hero-glamour-S10985/
10988,"Hero Glamour Drum Brake",Delhi,35000,red,Petrol,50000,2006,First,http://www.bikewale.com/used/bikes-in-newdelhi/hero-glamour-S10988/
10996,"Honda Activa Deluxe",Bangalore,15500,grey,Petrol,48000,2012,First,http://www.bikewale.com/used/bikes-in-bangalore/honda-activa-S10996/
10997,"TVS Victor Standard",Bangalore,70000,blue,Petrol,23000,2004,Second,http://www.bikewale.com/used/bikes-in-bangalore/tvs-victor-S10997/
10999,"Bajaj Pulsar NS200 Standard",Delhi,889,black,Petrol,85000,2013,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar200ns-S10999/
11002,"Bajaj Pulsar 180 DTS- i Standard",Delhi,30000,colour,Petrol,55000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-pulsar180dtsi-S11002/
11007,"Hero Maestro Deluxe",Delhi,1800,white,Petrol,48000,2013,First,http://www.bikewale.com/used/bikes-in-newdelhi/hero-maestro-S11007/
11008,"Honda CB1000R Standard",Mumbai,5000,green,Petrol,940000,2010,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-cb1000r-S11008/
11012,"Honda Activa Standard",Bangalore,37000,red,Petrol,22000,2004,Second,http://www.bikewale.com/used/bikes-in-bangalore/honda-activa-S11012/
11015,"Honda Activa Standard",Mumbai,6269,white,Petrol,40000,2014,First,http://www.bikewale.com/used/bikes-in-mumbai/honda-activa-S11015/
11027,"Bajaj Xcd 125 cc",Delhi,27000,black,Petrol,20000,2007,First,http://www.bikewale.com/used/bikes-in-newdelhi/bajaj-xcd-S11027/
11034,"Yamaha YZF R15 V 2.0",Delhi,16000,black,Petrol,85000,2011,First,http://www.bikewale.com/used/bikes-in-newdelhi/yamaha-yzfr15-S11034/
