id,title,authors,venue,paper year
r359,Integration of Data Mining with Database Technology,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",Very Large Data Bases,2000
r360,Fast algorithms for projected clustering,"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu, Cecilia Procopiuc, Jong Soo Park",International Conference on Management of Data,1998
r361,XPath processing in a nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record,2003
r362,A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,"Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman",Very Large Data Bases,2001
r363,Models and languages for describing and discovering E-services,"Fabio Casati, Ming-Chien Shan",International Conference on Management of Data,2001
r364,Temporal statement modifiers,"Michael H. Böhlen, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS),2000
r365,Guest editorial,"Fabio Casati, Ming-Chien Shan, Dimitrios Georgakopoulos",The VLDB Journal — The International Journal on Very Large Data Bases,2001
r366,Changing the rules: transformations for rule-based optimizers,"Mitch Cherniack, Stan Zdonik",International Conference on Management of Data,1998
r367,Selectivity estimation for spatio-temporal queries to moving objects,"Yong-Jin Choi, Chin-Wan Chung",International Conference on Management of Data,2002
r368,Why and how to benchmark XML databases,"Albrecht Schmidt, Florian Waas, Martin Kersten, Daniela Florescu, Michael J. Carey, Ioana Manolescu, Ralph Busse",ACM SIGMOD Record,2001
r369,Efficiently instantiating view-objects from remote relational databases,"Byung Suk Lee, Gio Wiederhold",The VLDB Journal — The International Journal on Very Large Data Bases,1994
r370,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,"Piotr Indyk, Nick Koudas, S. Muthukrishnan",Very Large Data Bases,2000
r371,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1995
r372,Database patchwork on the Internet,"Reinhard Braumandl, Alfons Kemper, Donald Kossmann",International Conference on Management of Data,1998
r373,Building and Customizing Data-Intensive Web Sites Using Weave,"Khaled Yagoub, Daniela Florescu, Valérie Issarny, Patrick Valduriez",Very Large Data Bases,2000
r374,An early look at XQuery,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,2002
r375,What can Hierarchies do for Data Warehouses?,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",Very Large Data Bases,1998
r376,Data Mining with optimized two-dimensional association rules,"Takeshi Fukuda, Yasuhiko Morimoto, Shimichi Morishita, Takeshi Tokuyama",ACM Transactions on Database Systems (TODS),2001
r377,SQL/CLI-a new binding style for SQL,"Murali Venkatrao, Michael Pizzo",ACM SIGMOD Record,1995
r378,Report on first international workshop on real-time database systems,"Azer Bestavros, Kwei-Jay Lin, Sang Son",ACM SIGMOD Record,1996
r379,"Ordering Information, Conference Organizers, Program Committees, Additional Reviewers, Additional Demonstrations Reviewers, Sponsors, VLDB Endowment, Preface, Foreword",,Very Large Data Bases,2000
r380,PREDATOR: an OR-DBMS with enhanced data types,"Praveen Seshadri, Mark Paskin",International Conference on Management of Data,1997
r381,Towards data mining benchmarking: a test bed for performance study of frequent pattern mining,"Jian Pei, Runying Mao, Kan Hu, Hua Zhu",International Conference on Management of Data,2000
r382,The IMPRESS DDT: a database design toolbox based on a formal specification language,"Jan Flokstra, Maurice van Keulen, Jacek Skowronek",International Conference on Management of Data,1994
r383,A Raster Approximation For Processing of Spatial Joins,"Geraldo Zimbrao, Jano Moreira de Souza",Very Large Data Bases,1998
r384,Min-max compression methods for medical image databases,"Kosmas Karadimitriou, John M. Tyler",ACM SIGMOD Record,1997
r385,A super scalar sort algorithm for RISC processors,Ramesh C. Agarwal,International Conference on Management of Data,1996
r386,ODMG-93: a standard for object-oriented DBMSs,R. G. G. Cattell,International Conference on Management of Data,1994
r387,DOMINO: databases fOr MovINg Objects tracking,"Ouri Wolfson, Prasad Sistla, Bo Xu, Jutai Zhou, Sam Chamberlain",International Conference on Management of Data,1999
r388,Incomplete path expressions and their disambiguation,"Yannis E. Ioannidis, Yezdi Lashkari",International Conference on Management of Data,1994
r389,SQL/MED: a status report,"Jim Melton, Jan Eike Michels, Vanja Josifovski, Krishna Kulkarni, Peter Schwarz",ACM SIGMOD Record,2002
r390,On the academic interview circuit: an end-to-end discussion,Uğur Çetintemel,ACM SIGMOD Record,2001
r391,Career-enhancing services at SIGMOD online,"Alexandros Labrinidis, Alberto O. Mendelzon",ACM SIGMOD Record,2001
r392,An experimental object-based sharing system for networked databases,"Doug Fang, Shahram Ghandeharizadeh, Dennis McLeod",The VLDB Journal — The International Journal on Very Large Data Bases,1996
r393,Massive Stochastic Testing of SQL,Donald R. Slutz,Very Large Data Bases,1998
r394,Effective Memory Use in a Media Server,"Edward Y. Chang, Hector Garcia-Molina",Very Large Data Bases,1997
r395,Proxy-server architectures for OLAP,"Panos Kalnis, Dimitris Papadias",International Conference on Management of Data,2001
r396,The database group at National Technical University of Athens (NTUA),CORPORATE National Technical Univ. of Athens,ACM SIGMOD Record,1995
r397,"Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues","Stefan Deßloch, Theo Härder, Nelson Mattos, Bernhard Mitschang, Joachim Thomas",The VLDB Journal — The International Journal on Very Large Data Bases,1998
r398,Integrating Triggers and Declarative Constraints in SQL Database Sytems,"Roberta Cochrane, Hamid Pirahesh, Nelson Mendonça Mattos",Very Large Data Bases,1996
r399,Combinatorial pattern discovery for scientific data: some preliminary results,"Jason Tsong-Li Wang, Gung-Wei Chirn, Thomas G. Marr, Bruce Shapiro, Dennis Shasha, Kaizhong Zhang",International Conference on Management of Data,1994
r400,Comprehension syntax,"Peter Buneman, Leonid Libkin, Dan Suciu, Val Tannen, Limsoon Wong",ACM SIGMOD Record,1995
r401,Checking the temporal integrity of interactive multimedia documents,"I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis",The VLDB Journal — The International Journal on Very Large Data Bases,2000
r402,On-line reorganization of sparsely-populated B+-trees,"Chendong Zou, Betty Salzberg",International Conference on Management of Data,1996
r403,EMC information sharing: direct access to MVS data from UNIX and NT,Walt Kohler,International Conference on Management of Data,1999
r404,An anonymous electronic commerce scheme with an off-line authority and untrusted agents,"Josep Domingo-Ferrer, Jordi Herrera-Joancomartí",ACM SIGMOD Record,1998
r405,BeSS object storage manager: architecture overview,"Alexandros Biliris, Euthimios Panagos",ACM SIGMOD Record,1996
r406,Flexible Relations - Operational Support of Variant Relational Structures,"Christian Kalus, Peter Dadam",Very Large Data Bases,1994
r407,Extracting Large-Scale Knowledge Bases from the Web,"Ravi Kumar, Prabhakar Raghavan, Sridhar Rajagopalan, Andrew Tomkins",Very Large Data Bases,1999
r408,Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails,"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",Very Large Data Bases,2000
r409,New standard for stored procedures in SQL,Andrew Eisenberg,ACM SIGMOD Record,1996
r410,Design and implementation of RMP: a virtual electronic market place,"Susanne Boll, Wolfgang Klas, Bernard Battaglin",ACM SIGMOD Record,1998
r411,Towards on-line analytical mining in large databases,Jiawei Han,ACM SIGMOD Record,1998
r412,Report on the ACM fourth international workshop on data warehousing and OLAP (DOLAP 2001),Joachim Hammer,ACM SIGMOD Record,2002
r413,A consensus glossary of temporal database concepts,"Curtis Dyreson, Fabio Grandi, Wolfgang Käfer, Nick Kline, Nikos Lorentzos, Yannis Mitsopoulos, Angelo Montanari, Daniel Nonen, Elisa Peressi, Barbara Pernici, John F. Roddick, Nandlal L. Sarda, Maria Rita Scalas, Arie Segev, Richard Thomas Snodgrass, Mike D. Soo, Abdullah Tansel, Paolo Tiberio, Gio Wiederhold",ACM SIGMOD Record,1994
r414,From ternary relationship to relational tables: a case against common beliefs,Rafael Camps Paré,ACM SIGMOD Record,2002
r415,"TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer","Clara Nippl, Bernhard Mitschang",Very Large Data Bases,1998
r416,Record-boundary discovery in Web documents,"D. W. Embley, Y. Jiang, Y.-K. Ng",International Conference on Management of Data,1999
r417,Archiving scientific data,"Peter Buneman, Sanjeev Khanna, Keishi Tajima, Wang-Chiew Tan",International Conference on Management of Data,2002
r418,"Data management in eCommerce (tutorial session): the good, the bad, and the ugly",Avigdor Gal,International Conference on Management of Data,2000
r419,Safe and efficient sharing of persistent objects in Thor,"B. Liskov, A. Adya, M. Castro, S. Ghemawat, R. Gruber, U. Maheshwari, A. C. Myers, M. Day, L. Shrira",International Conference on Management of Data,1996
r420,Dwarf: shrinking the PetaCube,"Yannis Sismanis, Antonios Deligiannakis, Nick Roussopoulos, Yannis Kotidis",International Conference on Management of Data,2001
r421,Informix online XPS,Bob Gerber,International Conference on Management of Data,1995
r422,Multiple-View Self-Maintenance in Data Warehousing Environments,Nam Huyn,Very Large Data Bases,1996
r423,"Database tuning: principles, experiments, and troubleshooting techniques (part II)","Dennis Shasha, Philippe Bonnet",International Conference on Management of Data,2002
r424,Paradise: a database system for GIS applications,CORPORATE The Paradise Team,International Conference on Management of Data,1995
r425,A framework for semantic gossiping,"Karl Aberer, Philippe Cudré-Mauroux, Manfred Hauswirth",ACM SIGMOD Record,2002
r426,On computing correlated aggregates over continual data streams,"Johannes Gehrke, Flip Korn, Divesh Srivastava",International Conference on Management of Data,2001
r427,An Approach for Building Secure Database Federations,"Dirk Jonscher, Klaus R. Dittrich",Very Large Data Bases,1994
r428,DBMSs on a Modern Processor: Where Does Time Go?,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, David A. Wood",Very Large Data Bases,1999
r429,Incremental computation and maintenance of temporal aggregates,"Jun Yang, Jennifer Widom",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r430,Aurora: a new model and architecture for data stream management,"Daniel J. Abadi, Don Carney, Ugur Çetintemel, Mitch Cherniack, Christian Convey, Sangdon Lee, Michael Stonebraker, Nesime Tatbul, Stan Zdonik",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r431,Implementing deletion in B+-trees,Jan Jannink,ACM SIGMOD Record,1995
r432,Index structures for selective dissemination of information under the Boolean model,"Tak W. Yan, Héctor García-Molina",ACM Transactions on Database Systems (TODS),1994
r433,Object-oriented features of DB2 client/server,Hamid Pirahesh,International Conference on Management of Data,1994
r434,Generating Call-Level Interfaces for Advanced Database Application Programming,"Udo Nink, Theo Härder, Norbert Ritter",Very Large Data Bases,1999
r435,"PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance","Antony L. Hosking, Jiawan Chen",Very Large Data Bases,1999
r436,Panel: Is Generic Metadata Management Feasible?,"Philip A. Bernstein, Laura M. Haas, Matthias Jarke, Erhard Rahm, Gio Wiederhold",Very Large Data Bases,2001
r437,Self-tuning histograms: building histograms without looking at data,"Ashraf Aboulnaga, Surajit Chaudhuri",International Conference on Management of Data,1999
r438,Accessing relational databases from the World Wide Web,"Tam Nguyen, V. Srinivasan",International Conference on Management of Data,1995
r439,Contracting in the days of eBusiness,"W. Hümmer, W. Lehner, H. Wedekind",ACM SIGMOD Record,2002
r440,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"Alberto Belussi, Christos Faloutsos",Very Large Data Bases,1995
r441,"The glue-nail deductive database system: design, implementation, and evaluation","Marcia A. Derr, Shinichi Morishita, Geoffrey Phipps",The VLDB Journal — The International Journal on Very Large Data Bases,1995
r442,Effective page refresh policies for Web crawlers,"Junghoo Cho, Hector Garcia-Molina",ACM Transactions on Database Systems (TODS),2003
r443,Efficient support for interactive service in multi-resolution VOD systems,"Kelvin K. W. Law, John C. S. Lui, Leana Golubchik",The VLDB Journal — The International Journal on Very Large Data Bases,1999
r444,Italian Electronic Identity Card - principle and architecture,Mario Gentili,Very Large Data Bases,2001
r445,A theory of redo recovery,"David Lomet, Mark Tuttle",International Conference on Management of Data,2003
r446,Evolution and change in data management - issues and directions,"John F. Roddick, Lina Al-Jadir, Leopoldo Bertossi, Marlon Dumas, Florida Estrella, Heidi Gregersen, Kathleen Hornsby, Jens Lufter, Federica Mandreoli, Tomi Männistö, Enric Mayol, Lex Wedemeijer",ACM SIGMOD Record,2000
r447,OdeFS: A File System Interface to an Object-Oriented Database,"Narain H. Gehani, H. V. Jagadish, William D. Roome",Very Large Data Bases,1994
r448,IBM's DB2 Universal Database demonstrations at VLDB'98,"K. Bernhard Schiefer, Jim Kleewein, Karen Brannon, Guy M. Lohman, Gene Fuh",Very Large Data Bases,1998
r449,Continuously adaptive continuous queries over streams,"Samuel Madden, Mehul Shah, Joseph M. Hellerstein, Vijayshankar Raman",International Conference on Management of Data,2002
r450,Mining system audit data: opportunities and challenges,"Wenke Lee, Wei Fan",ACM SIGMOD Record,2001
r451,Report on the VLDB workshop on technologies for e-services (TES),"Fabio Casati, Umesh Dayal, Ming-Chien Shan",ACM SIGMOD Record,2001
r452,"Transactional information systems: theory, algorithms, and the practice of concurrency control and recovery",Marc H. Scholl,ACM SIGMOD Record,2001
r453,The new middleware,Rich Finkelstein,ACM SIGMOD Record,1995
r454,The prototype of the DARE system,"Tiziana Catarci, Giuseppe Santucci",International Conference on Management of Data,2001
r455,Designing wrapper components for e-services in integrating heterogeneous systems,"Massimo Mecella, Barbara Pernici",The VLDB Journal — The International Journal on Very Large Data Bases,2001
r456,Investigating XQuery for querying across database object types,Nancy Wiegand,ACM SIGMOD Record,2002
r457,A Fast Index for Semistructured Data,"Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon",Very Large Data Bases,2001
r458,Analysis of locking behavior in three real database systems,"Vigyan Singhal, Alan Jay Smith",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r459,Guest editorial,Malcolm P. Atkinson,The VLDB Journal — The International Journal on Very Large Data Bases,2000
r460,"Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis","Felipe Cariño, William O'Connell, John Burgess, Joel H. Saltz",Very Large Data Bases,1999
r461,MIL primitives for querying a fragmented world,"Peter A. Boncz, Martin L. Kersten",The VLDB Journal — The International Journal on Very Large Data Bases,1999
r462,Mining fuzzy association rules in databases,"Chan Man Kuok, Ada Fu, Man Hon Wong",ACM SIGMOD Record,1998
r463,An overview of DB2 parallel edition,"Chaitanya Baru, Gilles Fecteau",International Conference on Management of Data,1995
r464,User Interfaces; Who Cares?,Stefano Spaccapietra,Very Large Data Bases,1994
r465,Binding Propagation in Disjunctive Databases,Sergio Greco,Very Large Data Bases,1998
r466,Interaction of query evaluation and buffer management for information retrieval,"Björn T. Jónsson, Michael J. Franklin, Divesh Srivastava",International Conference on Management of Data,1998
r467,Retrieval of Composite Multimedia Objects,"Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi",Very Large Data Bases,1995
r468,Emergent semantics and the multimedia semantic web,"W. I. Grosky, D. V. Sreenath, F. Fotouhi",ACM SIGMOD Record,2002
r469,The Ecobase project: database and web technologies for environmental information systems,"Luc Bouganim, Maria Claudia Cavalcanti, Françoise Fabret, Maria Luiza Campos, François Llirbat, Marta Mattoso, Rubens Melo, Ana Maria Moura, Esther Pacitti, Fabio Porto, Margareth Simoes, Eric Simon, Asterio Tanaka, Patrick Valduriez",ACM SIGMOD Record,2001
r470,Efficient retrieval of similar shapes,"Davood Rafiei, Alberto O. Mendelzon",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r471,Databases for networks,H. V. Jagadish,International Conference on Management of Data,1994
r472,Work and Information Practices in the Sciences of Biodiversity,Geoffrey C. Bowker,Very Large Data Bases,2000
r473,Join Index Hierarchies for Supporting Efficient Navigations in Object-Oriented Databases,"Zhaohui Xie, Jiawei Han",Very Large Data Bases,1994
r474,A Data Transformation System for Biological Data Sources,"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",Very Large Data Bases,1995
r475,"Integrating temporal, real-time, an active databases","Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",ACM SIGMOD Record,1996
r476,Data streams: fresh current or stagnant backwater? (panel),"Joseph M. Hellerstein, Jennifer Widom",International Conference on Management of Data,2002
r477,Multimedia streaming in large-scale sensor networks with mobile swarms,"Mario Gerla, Kaixin Xu",ACM SIGMOD Record,2003
r478,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record,1999
r479,Sequoia 2000 metadata schema for satellite images,"Jean T. Anderson, Michael Stonebraker",ACM SIGMOD Record,1994
r480,The TriGS active object-oriented database system- an overview,"G. Kappel, W. Retschitzegger",ACM SIGMOD Record,1998
r481,FlowBack: providing backward recovery for workflow management systems,"Bartek Kiepuszewski, Ralf Muhlberger, Maria E. Orlowska",International Conference on Management of Data,1998
r482,Concurrency and recovery in generalized search trees,"Marcel Kornacker, C. Mohan, Joseph M. Hellerstein",International Conference on Management of Data,1997
r483,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,"Yufei Tao, Dimitris Papadias",Very Large Data Bases,2001
r484,DB2 Spatial Extender - Spatial data within the RDBMS,David W. Adler,Very Large Data Bases,2001
r485,A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record,1998
r486,Approximating Aggregate Queries about Web Pages via Random Walks,"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",Very Large Data Bases,2000
r487,Guest editorial,"Amr El Abbadi, Gunter Schlageter, Kyu-Young Whang",The VLDB Journal — The International Journal on Very Large Data Bases,2001
r488,Hyper-Programming in Java,"Evangelos Zirintsis, Graham N. C. Kirby, Ronald Morrison",Very Large Data Bases,1999
r489,A case for fractured mirrors,"Ravishankar Ramamurthy, David J. DeWitt, Qi Su",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r490,Upsizing form file server to client server architectures,CORPORATE The Access Team Microsoft,International Conference on Management of Data,1995
r491,Type Classification of Semi-Structured Documents,"Markus Tresch, Neal Palmer, Allen Luniewski",Very Large Data Bases,1995
r492,A Foundation for Multi-dimensional Databases,"Marc Gyssens, Laks V. S. Lakshmanan",Very Large Data Bases,1997
r493,Maintaining database consistency in presence of value dependencies in multidatabase systems,"Claire Morpain, Michéle Cart, Jean Ferrié, Jean-François Pons",International Conference on Management of Data,1996
r494,Anatomy of a real E-commerce system,Anant Jhingran,International Conference on Management of Data,2001
r495,Evaluating probabilistic queries over imprecise data,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",International Conference on Management of Data,2003
r496,Performing joins without decompression in a compressed database system,"S. J. O'Connell, N. Winterbottom",ACM SIGMOD Record,2003
r497,ProbView: a flexible probabilistic database system,"Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS),1997
r498,Dynamic information visualization,Yannis E. Ioannidis,ACM SIGMOD Record,1996
r499,Applying the golden rule of sampling for query estimation,"Yi-Leh Wu, Divyakant Agrawal, Amr El Abbadi",International Conference on Management of Data,2001
r500,Real business processing meets the Web,James Chong,International Conference on Management of Data,1998
r501,Parallelizing OODBMS traversals: a performance evaluation,"David J. De Witt, Jeffrey F. Naughton, John C. Shafer, Shivakumar Venkataraman",The VLDB Journal — The International Journal on Very Large Data Bases,1996
r502,Epsilon grid order: an algorithm for the similarity join on massive high-dimensional data,"Christian Böhm, Bernhard Braunmüller, Florian Krebs, Hans-Peter Kriegel",International Conference on Management of Data,2001
r503,Location-based spatial queries,"Jun Zhang, Manli Zhu, Dimitris Papadias, Yufei Tao, Dik Lun Lee",International Conference on Management of Data,2003
r504,An alternative storage organization for ROLAP aggregate views based on cubetrees,"Yannis Kotidis, Nick Roussopoulos",International Conference on Management of Data,1998
r505,TIP: a temporal extension to Informix,"Jun Yang, Huacheng C. Ying, Jennifer Widom",International Conference on Management of Data,2000
r506,Peer-to-peer: harnessing the power of disruptive technologies,Mario A. Nascimento,ACM SIGMOD Record,2003
r507,"World Wide Database-integrating the Web, CORBA and databases","Athman Bouguettaya, Boualem Benatallah, Lily Hendra, James Beard, Kevin Smith, Mourad Quzzani",International Conference on Management of Data,1999
r508,Shrinking the warehouse update Window,"Wilburt Juan Labio, Ramana Yerneni, Hector Garcia-Molina",International Conference on Management of Data,1999
r509,DIRECTV and Oracle Rdb: the challenge of VLDB transaction processing,William L. Gettys,International Conference on Management of Data,1995
r510,Contextualizing the information space in federated digital libraries,"M. P. Papazoglou, J. Hoppenbrouwers",ACM SIGMOD Record,1999
r511,XPath processing in a nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record,2003
r512,QXtract: a building block for efficient information extraction from text databases,"Eugene Agichtein, Luis Gravano",International Conference on Management of Data,2003
r513,Real world requirements for decision support-implications for RDBMS,Sanju K. Bansal,International Conference on Management of Data,1995
r514,Florida International University High Performance Database Research Center,"Naphtali Rishe, Wei Sun, David Barton, Yi Deng, Cyril Orji, Michael Alexopoulos, Leonardo Loureiro, Carlos Ordonez, Mario Sanchez, Artyom Shaposhnikov",ACM SIGMOD Record,1995
r515,Providing Dynamic Security Control in a Federated Database,"N. B. Idris, W. A. Gray, R. F. Churchhouse",Very Large Data Bases,1994
r516,Capturing both types and constraints in data integration,"Michael Benedikt, Chee-Yong Chan, Wenfei Fan, Juliana Freire, Rajeev Rastogi",International Conference on Management of Data,2003
r517,Exploiting statistics on query expressions for optimization,"Nicolas Bruno, Surajit Chaudhuri",International Conference on Management of Data,2002
r518,Approximate similarity retrieval with M-trees,"Pavel Zezula, Pasquale Savino, Giuseppe Amato, Fausto Rabitti",The VLDB Journal — The International Journal on Very Large Data Bases,1998
r519,Graphical interaction with heterogeneous databases,"T. Catarci, G. Santucci, J. Cardiff",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r520,Data extraction and transformation for the data warehouse,Case Squire,International Conference on Management of Data,1995
r521,Bank of America Case Study: The Information Currency Advantage,"Felipe Cariño, Mark Jahnke",Very Large Data Bases,1998
r522,Microsoft.com: a high-scale data management and transaction processing solution,Sherri Kennamer,International Conference on Management of Data,1997
r523,SQL standardization: the next steps,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,2000
r524,A protein patent query system powered by Kleisli,"Jing Chen, Limsoon Wong, Louxin Zhang",International Conference on Management of Data,1999
r525,Business-to-business interactions: issues and enabling technologies,"B. Medjahed, B. Benatallah, A. Bouguettaya, A. H. H. Ngu, A. K. Elmagarmid",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r526,Learning response time for WebSources using query feedback and application in query optimization,"Jean-Robert Gruser, Louiqa Raschid, Vladimir Zadorozhny, Tao Zhan",The VLDB Journal — The International Journal on Very Large Data Bases,2001
r527,"Information translation, mediation, and mosaic-based browsing in the TSIMMIS system","Joachim Hammer, Héctor García-Molina, Kelly Ireland, Yannis Papakonstantinou, Jeffrey Ullman, Jennifer Widom",International Conference on Management of Data,1995
r528,An environmental sensor network to determine drinking water quality and security,"Anastassia Ailamaki, Christos Faloutos, Paul S. Fischbeck, Mitchell J. Small, Jeanne VanBriesen",ACM SIGMOD Record,2003
r529,Using schematically heterogeneous structures,Reée J. Miller,International Conference on Management of Data,1998
r530,Semantic caching of Web queries,"Boris Chidlovskii, Uwe M. Borghoff",The VLDB Journal — The International Journal on Very Large Data Bases,2000
r531,A foundation for representing and querying moving objects,"Ralf Hartmut Güting, Michael H. Böhlen, Martin Erwig, Christian S. Jensen, Nikos A. Lorentzos, Markus Schneider, Michalis Vazirgiannis",ACM Transactions on Database Systems (TODS),2000
r532,STARTS: Stanford proposal for Internet meta-searching,"Luis Gravano, Chen-Chuan K. Chang, Héctor García-Molina, Andreas Paepcke",International Conference on Management of Data,1997
r533,Informix-Online XPS: A Dynamically Scalable RDBMS for Open Parallel Platforms,Hannes Spintzik,Very Large Data Bases,1995
r534,Java and relational databases (tutorial): SQLJ,"Gray Clossman, Phil Shaw, Mark Hapner, Johannes Klein, Richard Pledereder, Brian Becker",International Conference on Management of Data,1998
r535,LH*RS: a high-availability scalable distributed data structure using Reed Solomon Codes,"Witold Litwin, Thomas Schwarz",International Conference on Management of Data,2000
r536,Managing large systems with DB2 UDB,Chris Eaton,International Conference on Management of Data,1998
r537,Finding replicated Web collections,"Junghoo Cho, Narayanan Shivakumar, Hector Garcia-Molina",International Conference on Management of Data,2000
r538,Interviewing during a tight job market,"Zachary G. Ives, Qiong Luo",ACM SIGMOD Record,2002
r539,Your mediators need data conversion!,"Sophie Cluet, Claude Delobel, Jérǒme Siméon, Katarzyna Smaga",International Conference on Management of Data,1998
r540,Efficient similarity search for market basket data,"Alexandros Nanopoulos, Yannis Manolopoulos",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r541,Weaving Relations for Cache Performance,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, Marios Skounakis",Very Large Data Bases,2001
r542,Materialized View Selection for Multidimensional Datasets,"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton",Very Large Data Bases,1998
r543,Distributed file organization with scalable cost/performance,"Radek Vingralek, Yuri Breitbart, Gerhard Weikum",International Conference on Management of Data,1994
r544,Infomaster: an information integration system,"Michael R. Genesereth, Arthur M. Keller, Oliver M. Duschka",International Conference on Management of Data,1997
r545,Scientific Databases - State of the Art and Future Directions,"Maria Zemankova, Yannis E. Ioannidis",Very Large Data Bases,1994
r546,Data Manager for Evolvable Real-time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",Very Large Data Bases,1997
r547,Mapping extended entity relationship model to object modeling technique,Joseph Fong,ACM SIGMOD Record,1995
r548,Provision of market services for eCo compliant electronic marketplaces,"Sena Arpinar, Asuman Dogac",ACM SIGMOD Record,2000
r549,Extended wavelets for multiple measures,"Antonios Deligiannakis, Nick Roussopoulos",International Conference on Management of Data,2003
r550,Shoring up persistent applications,"Michael J. Carey, David J. DeWitt, Michael J. Franklin, Nancy E. Hall, Mark L. McAuliffe, Jeffrey F. Naughton, Daniel T. Schuh, Marvin H. Solomon, C. K. Tan, Odysseas G. Tsatalos, Seth J. White, Michael J. Zwilling",International Conference on Management of Data,1994
r551,CURE: an efficient clustering algorithm for large databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,1998
r552,Transparent mid-tier database caching in SQL server,"Per-Åke Larson, Jonathan Goldstein, Jingren Zhou",International Conference on Management of Data,2003
r553,Business data management for business-to-business electronic commerce,"Christoph Quix, Mareike Schoop, Manfred Jeusfeld",ACM SIGMOD Record,2002
r554,A Product Specification Database for Visual Prototyping,"Kazutoshi Sumiya, Kouichi Yasutake, Hirohiko Tanaka, Norio Sanada, Yoshihiko Imai",Very Large Data Bases,1995
r555,Advances in real-time database systems research,Azer Bestavros,ACM SIGMOD Record,1996
r556,Outerjoins as disjunctions,César A. Galindo-Legaria,International Conference on Management of Data,1994
r557,The role of B2B engines in B2B integration architectures,Christoph Bussler,ACM SIGMOD Record,2002
r558,Qualified Answers That Reflect User Needs and Preferences,"Terry Gaasterland, Jorge Lobo",Very Large Data Bases,1995
r559,Aqua: A Fast Decision Support Systems Using Approximate Query Answers,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",Very Large Data Bases,1999
r560,Integrating contents and structure in text retrieval,"Ricardo Baeza-Yates, Gonzalo Navarro",ACM SIGMOD Record,1996
r561,Containment join size estimation: models and methods,"Wei Wang, Haifeng Jiang, Hongjun Lu, Jeffrey Xu Yu",International Conference on Management of Data,2003
r562,BIRCH: an efficient data clustering method for very large databases,"Tian Zhang, Raghu Ramakrishnan, Miron Livny",International Conference on Management of Data,1996
