ID,Title,Episodes,Producers,Genres,Type,Year,Rating
799,Tanoshii Muumin Ikka,78,"['Starchild Records', 'Shochiku']","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Slice of Life']", TV,1990,7.91
800,R.O.D OVA,3,"['Aniplex', 'Studio Deen', 'SME Visual Works', 'Aniplex of America']","['Action', 'Adventure', 'Historical', 'Magic', 'Mystery', 'Sci-Fi']", OVA,2001,7.81
801,Minami-ke Tadaima,13,"['Feel', 'FUNimation Entertainment']","['Comedy', 'Slice of Life']", TV,2013,7.81
802,Hourou Musuko,11,"['Aniplex', 'AIC', 'Dentsu', 'Fuji TV', 'Magic Capsule', 'Enterbrain']","['Drama', 'School', 'Slice of Life']", TV,2011,7.81
803,Tantei Gakuen Q,45,"['Studio Pierrot', 'Group TAC', 'Kodansha']","['Comedy', 'Drama', 'Mystery', 'Police', 'Shounen']", TV,2003,7.91
804,Momo e no Tegami,1,"['Production I.G', 'GKids']",['Drama'], Movie,2011,7.81
805,Nurarihyon no Mago,24,"['Studio Deen', 'Yomiuri Telecasting Corporation', 'Viz Media', 'Yomiko Advertising', 'Pony Canyon', 'Toho Company']","['Action', 'Demons', 'Shounen', 'Supernatural']", TV,2010,7.81
806,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,1,"['Sunrise', 'Bandai Visual', 'Mainichi Broadcasting', 'Bandai Entertainment']","['Action', 'Mecha', 'Military', 'School', 'Super Power']", OVA,2008,7.8
807,Bokura wa Minna Kawaisou: Hajimete no,1,"['Brains Base', 'Sentai Filmworks']","['Comedy', 'Romance', 'School', 'Slice of Life']", Special,2015,7.8
808,Toaru Hikuushi e no Tsuioku,1,"['Madhouse', 'TV Tokyo', 'TMS Entertainment', 'Movic', 'NIS America, Inc.', 'Cyclone Graphics inc']","['Adventure', 'Military', 'Romance']", Movie,2011,7.81
809,Dragon Ball Z Movie 15: Fukkatsu no F,1,"['Toei Animation', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']", Movie,2015,7.8
810,Shakugan no Shana,24,"['J.C.Staff', 'Geneon Universal Entertainment', 'FUNimation Entertainment', 'Toshiba Entertainment', 'Cosmic Ray', 'Showgate']","['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural']", TV,2005,7.81
811,Digimon Adventure: Bokura no War Game!,1,['Toei Animation'],"['Adventure', 'Comedy', 'Kids', 'Sci-Fi']", Movie,2000,7.8
812,Tenchi Muyou! Ryo-Ohki 2,6,"['AIC', 'Pioneer LDC']","['Action', 'Comedy', 'Harem', 'Sci-Fi', 'Shounen', 'Space']", OVA,1994,7.81
813,SpaceDandy,13,"['Bones', 'Bandai Visual', 'FUNimation Entertainment', 'flying DOG', 'Bandai Namco Games']","['Comedy', 'Sci-Fi', 'Space']", TV,2014,7.81
814,Kuroko no Basket: Baka ja Katenai no yo!,1,['Production I.G'],"['Comedy', 'School', 'Shounen', 'Sports']", OVA,2013,7.8
815,Kara no Kyoukai Remix: Gate of Seventh Heaven,1,"['Aniplex', 'ufotable', 'Kodansha', 'Aniplex of America']","['Action', 'Mystery', 'Romance', 'Super Power', 'Thriller']", Movie,2009,7.8
816,Kyoukai no Kanata: Shinonome,1,"['Kyoto Animation', 'Sentai Filmworks']","['Fantasy', 'Slice of Life', 'Supernatural']", Special,2014,7.8
817,Gakkougurashi!,12,"['Sentai Filmworks', 'Lerche', 'Nitroplus', 'NBCUniversal Entertainment']","['Horror', 'Mystery', 'Psychological', 'School', 'Slice of Life']", TV,2015,7.8
818,Kara no Kyoukai 6: Boukyaku Rokuon,1,"['ufotable', 'Aniplex of America', 'Notes']","['Action', 'Magic', 'Mystery', 'Romance', 'Supernatural', 'Thriller']", Movie,2008,7.8
819,Mahouka Koukou no Rettousei,26,"['Madhouse', 'Aniplex', 'Movic', 'Aniplex of America', 'ASCII Media Works']","['Magic', 'Romance', 'School', 'Sci-Fi', 'Supernatural']", TV,2014,7.8
820,Higashi no Eden Movie I: The King of Eden,1,"['Production I.G', 'Sony Pictures Entertainment', 'FUNimation Entertainment', 'Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment']","['Comedy', 'Drama', 'Mystery', 'Romance', 'Slice of Life']", Movie,2009,7.8
821,Jungle wa Itsumo Hare nochi Guu Final,7,"['Bandai Visual', 'Shin-Ei Animation']","['Comedy', 'Slice of Life']", OVA,2003,7.8
822,Ranma  Special,2,"['Gainax', 'Studio Deen', 'Viz Media', 'Pony Canyon', 'Fuji TV']","['Adventure', 'Comedy', 'Romance', 'Shounen']", OVA,1994,7.8
823,Shoukoujo Sara,46,['Nippon Animation'],"['Drama', 'Historical', 'Shoujo', 'Slice of Life']", TV,1985,7.8
824,Mobile Police Patlabor 2: The Movie,1,"['Production I.G', 'Bandai Visual', 'VAP', 'Touhouku Shinsha', 'Shochiku', 'Production Reed', 'Maiden Japan']","['Drama', 'Mecha', 'Mystery', 'Police', 'Sci-Fi']", Movie,1993,7.8
825,Majin Tantei Nougami Neuro,25,"['Madhouse', 'VAP']","['Comedy', 'Demons', 'Mystery', 'Shounen', 'Supernatural']", TV,2007,7.8
826,Poyopoyo Kansatsu Nikki,52,"['Studio Deen', 'DAX Production', 'Dream Creation', 'Mbius Tone']","['Comedy', 'Seinen', 'Slice of Life']", TV,2012,7.8
827,Ranma  Super,3,"['Sunrise', 'Viz Media']","['Adventure', 'Comedy', 'Romance', 'Shounen']", OVA,1995,7.8
828,Saenai Heroine no Sodatekata,12,"['Aniplex', 'A-1 Pictures', 'Fuji TV', 'Half H.P Studio', 'Aniplex of America', 'Cospa', 'Fuji Pacific Music Publishing', 'Good Smile Company']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']", TV,2015,7.8
829,Shigatsu wa Kimi no Uso: Moments,1,['A-1 Pictures'],"['Music', 'Shounen']", OVA,2015,7.8
830,UN-GO: Inga-ron,1,"['Bones', 'Sentai Filmworks']","['Mystery', 'Supernatural']", Movie,2011,7.8
831,Tenchi Muyou! Ryo-Ohki,6,"['AIC', 'FUNimation Entertainment', 'Pioneer LDC']","['Action', 'Comedy', 'Sci-Fi', 'Shounen', 'Space']", OVA,1992,7.8
832,Towa no Quon 6: Towa no Quon,1,"['Bones', 'Sentai Filmworks']",['Supernatural'], Movie,2011,7.8
833,Ao Haru Ride OVA,2,"['Production I.G', 'TOHO animation']","['Romance', 'School', 'Shoujo', 'Slice of Life']", OVA,2014,7.79
834,Texhnolyze,22,"['Madhouse', 'Group TAC', 'FUNimation Entertainment', 'Rondo Robe', 'Fuji TV', 'Pioneer LDC']","['Action', 'Drama', 'Psychological', 'Sci-Fi']", TV,2003,7.8
835,The iDOLM@STER,25,"['Aniplex', 'A-1 Pictures', 'TBS', 'Nippon Columbia', 'Bandai Namco Games']","['Comedy', 'Drama', 'Music']", TV,2011,7.8
836,Soredemo Sekai wa Utsukushii,12,"['Studio Pierrot', 'VAP', 'Hakusensha', 'Sentai Filmworks', 'Nippon Television Network Corporation']","['Adventure', 'Fantasy', 'Romance', 'Shoujo']", TV,2014,7.8
837,The Disappearance of Conan Edogawa: The Worst Two Days in History,1,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", Special,2014,7.78
838,Ginga Tetsudou 999 (Movie),1,"['Toei Animation', 'Discotek']","['Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Space']", Movie,1979,7.79
839,Doraemon (1979),1787,"['TV Asahi', 'Asatsu DK', 'Shin-Ei Animation']","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']", TV,1979,7.79
840,Genshiken,12,"['Arms', 'Genco', 'Lantis', 'Kids Station', 'Media Blasters', 'Palm Studio', 'Toshiba Entertainment']","['Comedy', 'Parody', 'Slice of Life']", TV,2004,7.79
841,Katekyo Hitman Reborn! Special,1,['Artland'],"['Comedy', 'Shounen']", ONA,2010,7.79
842,Hungry Heart: Wild Striker,52,['Nippon Animation'],"['Comedy', 'Shounen', 'Slice of Life', 'Sports']", TV,2002,7.79
843,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,1,"['Toei Animation', 'FUNimation Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']", Special,1990,7.79
844,Hal,1,"['Production I.G', 'FUNimation Entertainment', 'Shochiku', 'Pony Canyon', 'Wit Studio']","['Romance', 'Sci-Fi', 'Shoujo']", Movie,2013,7.79
845,Inazuma Eleven,127,"['TV Tokyo', 'Oriental Light and Magic', 'Dentsu', 'Half H.P Studio']","['Shounen', 'Sports', 'Super Power']", TV,2008,7.8
846,Detective Conan Movie 09: Promo Special,1,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", Special,2005,7.73
847,One Piece: Dead End no Bouken,1,"['Toei Animation', 'Fuji Pacific Music Publishing']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']", Movie,2003,7.79
848,Master Keaton,24,"['Madhouse', 'Geneon Universal Entertainment']","['Adventure', 'Mystery']", TV,1998,7.79
849,Kyoukaisenjou no Horizon II,13,"['Sunrise', 'Lantis', 'Sentai Filmworks', 'ASCII Media Works']","['Action', 'Fantasy', 'Sci-Fi']", TV,2012,7.79
850,Kino no Tabi: The Beautiful World - Tou no Kuni,1,"['Genco', 'A.C.G.T.']","['Adventure', 'Fantasy', 'Psychological']", Special,2005,7.79
851,Gensoumaden Saiyuuki,50,"['Studio Pierrot', 'TV Tokyo', 'Dentsu', 'Group TAC', 'ADV Films']","['Adventure', 'Comedy', 'Drama', 'Shounen', 'Supernatural']", TV,2000,7.73
852,Evangelion: 3.0 You Can (Not) Redo,1,"['Gainax', 'Studio Khara', 'FUNimation Entertainment', 'The Klock Worx']","['Action', 'Mecha', 'Sci-Fi']", Movie,2012,7.73
853,Naruto,220,"['Studio Pierrot', 'TV Tokyo', 'Aniplex', 'Viz Media']","['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']", TV,2002,7.79
854,Initial D Battle Stage 2,1,['OB Planning'],"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']", OVA,2007,7.73
855,Jewelpet Twinkle,52,"['TV Tokyo', 'Studio Comet', 'Studio Jack']","['Fantasy', 'Magic', 'School', 'Shoujo']", TV,2010,7.73
856,K,13,"['Starchild Records', 'Viz Media', 'Mainichi Broadcasting', 'GoHands', 'The Klock Worx']","['Action', 'Super Power', 'Supernatural']", TV,2012,7.73
857,Kimagure OrangeRoad,48,"['Studio Pierrot', 'Toho Company', 'Animeigo']","['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'School', 'Shounen', 'Slice of Life']", TV,1987,7.73
858,Lady Lady!!,21,['Toei Animation'],"['Drama', 'Historical']", TV,1987,7.73
859,Macross Zero,5,"['Bandai Visual', 'Satelight']","['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']", OVA,2002,7.73
860,Mainichi Kaasan,142,['NAS'],"['Comedy', 'Slice of Life']", TV,2009,7.73
861,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,1,['Actas'],"['Military', 'School']", OVA,2014,7.73
862,Nodame Cantabile OVA 2,1,['J.C.Staff'],"['Comedy', 'Josei', 'Romance']", OVA,2010,7.73
863,Toradora! OVA,1,['J.C.Staff'],"['Comedy', 'Romance', 'School', 'Slice of Life']", OVA,2009,7.73
864,Muumindani no Suisei,1,['Telescreen BV'],"['Adventure', 'Comedy', 'Fantasy', 'Kids']", Movie,1992,7.73
865,Moyashimon,11,"['Dentsu', 'Telecom Animation Film', 'Kodansha', 'Fuji TV', 'Shirogumi', 'Sony Music Entertainment', 'Fuji Pacific Music Publishing']","['Comedy', 'School', 'Supernatural']", TV,2007,7.73
866,Tsubasa Chronicle 2nd Season,26,"['Bee Train', 'FUNimation Entertainment', 'NHK', 'NHK Enterprises']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Shounen', 'Supernatural']", TV,2006,7.73
867,Tales of Symphonia The Animation: Sekai Tougou-hen,3,['ufotable'],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Shounen']", OVA,2011,7.73
868,Persona 4 The Animation,25,"['Aniplex', 'AIC A.S.T.A.', 'Mainichi Broadcasting', 'Sentai Filmworks', 'ASCII Media Works', 'Index']","['Adventure', 'Mystery', 'School', 'Sci-Fi', 'Super Power', 'Supernatural']", TV,2011,7.73
869,Pokemon XY: Mega Evolution,4,"['TV Tokyo', 'Oriental Light and Magic', 'The Pokemon Company International']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']", Special,2014,7.73
870,Initial D: Project D to the Next Stage - Project D e Mukete,1,"['OB Planning', 'Fuji TV']","['Action', 'Cars', 'Drama', 'Seinen', 'Sports']", Special,2007,7.72
871,Wakakusa Monogatari: Nan to Jo-sensei,40,['Nippon Animation'],"['Drama', 'Historical', 'School', 'Slice of Life']", TV,1993,7.73
872,Hoozuki no Reitetsu OVA,3,"['Starchild Records', 'Wit Studio']","['Comedy', 'Fantasy', 'Supernatural']", OVA,2015,7.72
873,"Yondemasu yo, Azazel-san.",4,['Production I.G'],"['Comedy', 'Demons', 'Supernatural']", OVA,2010,7.73
874,Detective Conan Movie 19: The Hellfire Sunflowers,1,['TMS Entertainment'],"['Action', 'Mystery', 'Police', 'Shounen']", Movie,2015,7.72
875,Aa! Megami-sama!: Sorezore no Tsubasa,22,"['AIC', 'ADV Films', 'FUNimation Entertainment', 'TBS', 'Kodansha', 'NYAV Post']","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']", TV,2006,7.72
876,Aa! Megami-sama!: Tatakau Tsubasa,2,['AIC'],"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']", Special,2007,7.72
877,High School DxD BorN,12,"['Genco', 'FUNimation Entertainment', 'Lantis', 'TNK']","['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']", TV,2015,7.72
878,Kuroshitsuji Special,1,"['A-1 Pictures', 'FUNimation Entertainment']","['Comedy', 'Demons', 'Parody']", Special,2009,7.72
879,Plawres Sanshirou,37,"['Asatsu DK', 'Kaname Productions']","['Adventure', 'Mecha', 'School', 'Sci-Fi', 'Shounen', 'Sports']", TV,1983,7.72
880,Nisekoi OVA,3,['Shaft'],"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']", OVA,2014,7.72
881,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,1,['Toei Animation'],"['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life', 'Sports']", Movie,1995,7.72
882,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,3,['Shaft'],"['Adventure', 'Comedy', 'Ecchi', 'Harem', 'Magic', 'Romance', 'Shounen', 'Supernatural', 'Vampire']", OVA,2008,7.72
883,Ranma : Akumu! Shunmin Kou,1,"['Sunrise', 'Studio Deen', 'Atelier Musa']","['Action', 'Adventure', 'Comedy', 'Martial Arts', 'Shounen', 'Supernatural']", OVA,2008,7.72
884,Lupin the IIIrd: Jigen Daisuke no Bohyou,1,"['TMS Entertainment', 'Discotek']","['Action', 'Adventure', 'Comedy', 'Drama', 'Seinen']", Movie,2014,7.72
885,Taiyou no Ko Esteban,39,"['Studio Pierrot', 'DiC Entertainment']","['Adventure', 'Historical', 'Sci-Fi']", TV,1982,7.72
886,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,1,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", OVA,2008,7.71
887,Future GPX Cyber Formula Zero,8,['Sunrise'],"['Drama', 'Sci-Fi', 'Shounen', 'Sports']", OVA,1994,7.71
888,Fantastic Children,26,"['Nippon Animation', 'Bandai Entertainment']","['Adventure', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']", TV,2004,7.71
889,Accel World,24,"['Sunrise', 'Genco', 'Viz Media', 'Rakuonsha', 'Warner Bros.', 'flying DOG', 'ASCII Media Works']","['Action', 'Game', 'Romance', 'School', 'Sci-Fi', 'Shounen']", TV,2012,7.71
890,Bungaku Shoujo,1,"['Production I.G', 'Kadokawa Contents Gate']","['Drama', 'Mystery', 'Romance', 'School']", Movie,2010,7.71
891,Basilisk: Kouga Ninpou Chou,24,"['Gonzo', 'GDH', 'FUNimation Entertainment', 'Kodansha']","['Action', 'Adventure', 'Fantasy', 'Historical', 'Romance', 'Samurai', 'Supernatural']", TV,2005,7.71
892,Gugure! Kokkuri-san,12,"['TV Tokyo', 'Frontier Works', 'TMS Entertainment', 'Media Factory', 'NAS', 'Sentai Filmworks', 'Sony Music Communications']","['Comedy', 'Shounen', 'Supernatural']", TV,2014,7.71
893,Haiyore! Nyaruko-san F,1,"['Xebec', 'Studio Mausu', 'DIVE II Entertainment']","['Comedy', 'Parody', 'Sci-Fi']", OVA,2015,7.71
894,Majokko Shimai no Yoyo to Nene,1,"['Aniplex', 'ufotable', 'Starchild Records', 'Tokuma Shoten']","['Fantasy', 'Magic']", Movie,2013,7.71
895,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,1,"['Aniplex', 'A-1 Pictures', 'TBS', 'Rakuonsha', 'Nippon Columbia', 'Bandai Namco Games']","['Comedy', 'Drama', 'Music']", Movie,2014,7.71
896,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,1,"['Toei Animation', 'FUNimation Entertainment', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Super Power']", Special,2015,7.71
897,Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijo,4,['Sunrise'],"['Comedy', 'Parody']", Special,2007,7.71
898,Ike! Ina-chuu Takkyuubu,26,"['Trans Arts', 'Kitty Films', 'Studio Hibari', 'TBS', 'Central Park Media', 'Grouper Productions', 'Studio Jack']","['Comedy', 'Ecchi', 'School', 'Sports']", TV,1995,7.71
899,Strike Witches Movie,1,"['AIC', 'FUNimation Entertainment', 'NTT Docomo', '501st JOINT FIGHTER WING']","['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']", Movie,2012,7.71
900,Psycho-Pass 2,11,"['Production I.G', 'Dentsu', 'FUNimation Entertainment', 'Tatsunoko Productions', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation']","['Action', 'Police', 'Psychological', 'Sci-Fi']", TV,2014,7.71
901,Kaleido Star: Arata Naru Tsubasa Extra Stage,1,"['Gonzo', 'Hal Film Maker', 'FUNimation Entertainment']","['Adventure', 'Comedy', 'Drama', 'Shoujo']", OVA,2004,7.71
902,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,1,"['Toei Animation', 'FUNimation Entertainment']","['Action', 'Comedy', 'Fantasy', 'Shounen']", Special,2011,7.7
903,UFO Robo Grendizer,74,"['Fuji TV', 'Dynamic Planning']","['Mecha', 'Sci-Fi', 'Shounen']", TV,1975,7.71
904,Aura: Maryuuinkouga Saigo no Tatakai,1,"['Sotsu Agency', 'AIC A.S.T.A.', 'Lantis', 'Pony Canyon', 'Movic', 'Sentai Filmworks', 'Delphi Sound', 'Marvelous AQL']","['Comedy', 'Drama', 'Romance', 'School', 'Supernatural']", Movie,2013,7.7
905,Hourou Musuko Specials,2,"['Aniplex', 'AIC']","['Drama', 'School']", Special,2011,7.7
906,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,1,"['Shogakukan Productions', 'Tokyo Movie Shinsha']","['Comedy', 'Mystery', 'Police', 'Shounen']", OVA,2010,7.7
907,Bishoujo Senshi Sailor Moon,46,"['Toei Animation', 'TV Asahi', 'ADV Films', 'Viz Media', 'DiC Entertainment']","['Demons', 'Magic', 'Romance', 'Shoujo']", TV,1992,7.7
908,Ghost in the Shell: Arise - Border:1 Ghost Pain,1,"['Production I.G', 'Bandai Visual', 'FUNimation Entertainment']","['Mecha', 'Police', 'Psychological', 'Sci-Fi']", Movie,2013,7.7
909,Waga Seishun no Arcadia,1,"['Toei Animation', 'Animeigo']","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space']", Movie,1982,7.71
910,Kore wa Zombie Desu ka? of the Dead OVA,1,"['Studio Deen', 'FUNimation Entertainment', 'Kadokawa Shoten', 'AT-X', 'Kadokawa Pictures Japan', 'The Klock Worx', 'flying DOG']","['Action', 'Comedy', 'Ecchi', 'Harem', 'Magic', 'Supernatural']", OVA,2012,7.7
911,Mitsudomoe Special,1,"['Lantis', 'Bridge']","['Comedy', 'School', 'Slice of Life']", Special,2011,7.7
912,Mujin Wakusei Survive,52,"['Madhouse', 'Telecom Animation Film']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Slice of Life']", TV,2003,7.7
913,New Prince of Tennis,13,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'NAS', 'M.S.C', 'TV Tokyo Music', 'Marvelous AQL']","['Action', 'Comedy', 'Shounen', 'Sports']", TV,2012,7.7
914,Sekirei: Pure Engagement,13,"['Aniplex', 'Seven Arcs', 'FUNimation Entertainment']","['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']", TV,2010,7.7
915,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,12,"['J.C.Staff', 'Genco', 'Starchild Records', 'FUNimation Entertainment']","['Comedy', 'Ecchi', 'School']", TV,2015,7.7
916,Shion no Ou,22,"['Studio Deen', 'Yomiko Advertising', 'Pony Canyon', 'Fuji TV', 'DAX Production']","['Drama', 'Game', 'Mystery', 'Thriller']", TV,2007,7.7
917,Kareshi Kanojo no Jijou,26,"['Gainax', 'J.C.Staff', 'TV Tokyo', 'Right Stuf', 'GANSIS']","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']", TV,1998,7.7
918,Tatakae! Chou Robot Seimeitai Transformers,98,"['Toei Animation', 'Hasbro', 'AKOM']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1985,7.7
919,Sora no Otoshimono OVA,1,"['AIC A.S.T.A.', 'FUNimation Entertainment', 'NTT Docomo']","['Comedy', 'Ecchi', 'Harem', 'Sci-Fi', 'Shounen', 'Supernatural']", OVA,2010,7.7
920,Tsubasa Chronicle,26,"['Bee Train', 'FUNimation Entertainment', 'NHK', 'Kodansha', 'NHK Enterprises']","['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Supernatural']", TV,2005,7.7
921,Trapp Ikka Monogatari,40,"['Nippon Animation', 'Fuji TV']","['Drama', 'Historical', 'Music', 'Romance']", TV,1991,7.7
922,Bleach: Fade to Black - Kimi no Na wo Yobu,1,"['Studio Pierrot', 'Viz Media']","['Action', 'Comedy', 'Shounen', 'Super Power', 'Supernatural']", Movie,2008,7.69
923,Tonari no Seki-kun,21,"['Starchild Records', 'Media Factory', 'Shin-Ei Animation']","['Comedy', 'School', 'Seinen']", TV,2014,7.7
924,Acchi Kocchi (TV),12,"['AIC', 'Pony Canyon', 'TBS', 'DAX Production', 'Sentai Filmworks', 'Acchi Kocchi Production Committee', 'BS-TBS', 'Jumondo', 'Houbunsha']","['Comedy', 'Romance', 'School', 'Seinen', 'Slice of Life']", TV,2012,7.69
925,Suisei no Gargantia,13,"['Production I.G', 'Bandai Visual', 'Yomiuri Telecasting Corporation', 'Lantis', 'Viz Media', 'Nitroplus', 'Bushiroad Inc.', 'Good Smile Company']","['Action', 'Adventure', 'Mecha', 'Sci-Fi']", TV,2013,7.7
926,Heroic Age,26,"['Xebec', 'Starchild Records', 'FUNimation Entertainment']","['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']", TV,2007,7.69
927,Motto To LOVE-Ru,12,"['Xebec', 'Geneon Universal Entertainment', 'TBS', 'Magic Capsule', 'Sentai Filmworks', 'PRA']","['Comedy', 'Ecchi', 'Harem', 'School', 'Sci-Fi', 'Shounen']", TV,2010,7.69
928,Detective Conan OVA 04: Conan and Kid and Crystal Mother,1,['TMS Entertainment'],"['Adventure', 'Mystery', 'Police', 'Shounen']", OVA,2004,7.69
929,Mobile Suit Gundam Wing: Operation Meteor,4,['Sunrise'],"['Action', 'Adventure', 'Drama', 'Mecha', 'Military', 'Psychological', 'Sci-Fi', 'Shounen', 'Space']", OVA,1996,7.69
930,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,12,"['Lantis', 'DAX Production', 'TROYCA']",['Mystery'], TV,2015,7.69
931,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,1,['Shaft'],"['Comedy', 'Parody', 'School']", Special,2009,7.69
932,Mutsu Enmei Ryuu Gaiden: Shura no Toki,26,"['Studio Comet', 'Media Blasters', 'NYAV Post']","['Action', 'Historical', 'Martial Arts', 'Samurai', 'Shounen']", TV,2004,7.69
933,Chuuka Ichiban!,52,['Nippon Animation'],"['Action', 'Comedy', 'Drama', 'Shounen']", TV,1997,7.69
934,Ashita no Nadja,50,['Toei Animation'],"['Adventure', 'Drama', 'Historical', 'Romance', 'Shoujo']", TV,2003,7.67
935,CLAMP in Wonderland 2,1,['Madhouse'],"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Music', 'Romance']", Music,2007,7.68
936,Yuru Yuri,12,"['TV Tokyo', 'Daume', 'Doga Kobo', 'Pony Canyon', 'DAX Production', 'NIS America, Inc.', 'Studio Gram', 'PRA', 'Jumondo']","['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']", TV,2011,7.69
937,City Hunter: Goodbye My Sweetheart,1,['add some'],"['Adventure', 'Comedy', 'Shounen']", Special,1997,7.68
938,Darker than Black: Kuro no Keiyakusha Special,1,"['Bones', 'Aniplex', 'Square Enix', 'FUNimation Entertainment']","['Comedy', 'Parody', 'Sci-Fi']", Special,2008,7.68
939,Zero no Tsukaima,13,"['J.C.Staff', 'Genco', 'FUNimation Entertainment', 'Media Factory', 'Shochiku', 'Sentai Filmworks', 'Bushiroad Inc.', 'Happinet Pictures']","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School']", TV,2006,7.69
940,Utawarerumono: Itsuwari no Kamen,25,"['White Fox', 'Sentai Filmworks']","['Action', 'Drama', 'Fantasy']", TV,2015,7.69
941,Sweat Punch,5,['Studio 4C'],"['Action', 'Fantasy', 'Historical', 'Mecha']", OVA,2002,7.69
942,Darker than Black: Ryuusei no Gemini,12,"['Bones', 'Aniplex', 'Square Enix', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Movic', 'Sakura Create']","['Action', 'Mystery', 'Sci-Fi', 'Super Power']", TV,2009,7.68
943,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",1,"['Toei Animation', 'FUNimation Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']", Movie,1993,7.68
944,InuYasha: Toki wo Koeru Omoi,1,"['Kyoto Animation', 'Sunrise', 'Viz Media']","['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Shounen', 'Super Power']", Movie,2001,7.68
945,Jigoku Sensei Nube,49,['Toei Animation'],"['Adventure', 'Comedy', 'Horror', 'Romance', 'School', 'Shounen', 'Supernatural']", TV,1996,7.68
946,Kappa no Coo to Natsuyasumi,1,"['Aniplex', 'Shin-Ei Animation', 'Sony Music Entertainment']","['Adventure', 'Shounen']", Movie,2007,7.68
947,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen,1,"['Kyoto Animation', 'Shochiku']","['Action', 'Fantasy', 'Supernatural']", Movie,2015,7.68
