id,title,author,numAuthors,binding,publisher,isbn,pubYear,pubMonth,pubDay,editionNum,pages,volume,lang,editionDescr,series,upc
9780029323151,Japanese Woman : Traditional Image and Changing Reality,"Iwao, Sumiko",1,Trade Cloth,Free Press,9780029323151,1992,1,02,,250,,ENG,,,
9780029324004,Balance of Power in Society,"Tannenbaum, Frank",1,Trade Cloth,Free Press,9780029324004,1969,2,01,,384,,ENG,,,
9780029356708,Self-Made Man in America,"Wyllie, Irvin G.",1,Trade Cloth,Free Press,9780029356708,1966,5,,,,,ENG,,,
9780029404409,"Collier's Encyclopedia, 1983",,0,Trade Cloth,Cengage Gale,9780029404409,1983,4,,,,14,ENG,,,
9780029422601,"Collier Encyclopedia, 1981",,0,Trade Cloth,Cengage Gale,9780029422601,1981,6,,,,21,ENG,,,
9780029432013,Merit Students Ency 1987 e Vol,Merit,1,Trade Cloth,Cengage Gale,9780029432013,1987,5,,,,1,ENG,,,
9780029433300,"Collier Encyclopedia, 1985",,0,Trade Cloth,Cengage Gale,9780029433300,1985,4,,,,16,ENG,,,
9780029437414,Merit Students Encyclopedia 1991,"Merit, A.",1,Trade Cloth,Cengage Gale,9780029437414,1991,3,,,,11,ENG,,,
9780029437452,Merits Students Encyclop V15 H,Merit,1,Trade Cloth,Cengage Gale,9780029437452,1991,3,,,,15,ENG,,,
9780029458402,Student Encyclopedia 1982,Merit,1,Trade Cloth,Cengage Gale,9780029458402,1982,4,,,,18,ENG,,,
9780029852606,Hotel Personnel and Restaurant Employees,"Svatko, J.",1,Audio Cassette,Free Press,9780029852606,1984,1,,,,,ENG,,Career English Ser.,
9780030001338,Royal Review,"Graham, Tim",1,Paperback,"Holt & Company, Henry",9780030001338,1985,4,,,,,ENG,,,
9780030008580,Management : Preliminary,Daft,1,Paperback,Harcourt College Publishers,9780030008580,1994,1,,3,,,ENG,,,
9780030009860,Speaking and Understanding Spanish,"Berumen, Alfredo Thompson, John Archie",2,Trade Cloth,Holt McDougal,9780030009860,1973,,,4,"xii, 392",,"SPA,ENG",,,
9780030013089,Chemistry and Chemical Reactivity,"Kotz, Mary L.",1,Paperback,Harcourt College Publishers,9780030013089,1996,1,,3,,,ENG,Student Edition of Textbook,,
9780030015823,Writer's Handbook,"McKernan, John",1,Paperback,Harcourt College Publishers,9780030015823,1988,1,,,800,,ENG,,,
9780030015847,Writer's Workbook,"McKernan, John",1,Paperback,Harcourt College Publishers,9780030015847,1988,1,,,320,,ENG,,,
9780030016028,Adams Think/Read/React,"Adams, W. Royce",1,Paperback,Cengage Heinle,9780030016028,1986,1,,4,,,ENG,,,
9780030017636,MacWrite Made Easy,"Wolenik, Robert I.",1,Paperback,Harcourt College Publishers,9780030017636,1985,1,,,210,,ENG,,,
9780030023149,"Hear, Say, See, Write",Evertts,1,Paperback,Harcourt School Publishers,9780030023149,1986,1,,86,,,ENG,,,
9780030026614,Tch Resource Gd Av Kit DAH PT1,"Kownslar, A.",1,Paperback,Harcourt School Publishers,9780030026614,1972,4,,72,,,ENG,,,
9780030026751,English Can Be Easy,"Shehan, L.",1,Paperback,Holt McDougal,9780030026751,2001,1,,,,,ENG,Teacher's Edition of Textbook,,
9780030028861,Slice of Life : Readings in General Anthropology,"Brown, Lionel A.",1,Trade Cloth,Holt McDougal,9780030028861,1974,,,,"ix, 285",,ENG,,,
9780030031199,Vibrations,"Tongue, Benson H.",1,Trade Cloth,Harcourt College Publishers,9780030031199,1996,1,,,,,ENG,,,
9780030036828,Gravedigger : A Dave Brandstetter Mystery,"Hansen, Joseph",1,Paperback,"Holt & Company, Henry",9780030036828,1985,3,,,,,ENG,,,
9780030037092,Multiplan Managerial Accountng,"Dascher, Paul E.",1,Paperback,Harcourt College Publishers,9780030037092,1993,1,,,,,ENG,,,
9780030038624,Austin and Mabel : The Amherst Affair and Love Letters of Austin Dickinson and Mabel Loomis Todd,"Longsworth, Polly",1,Paperback,"Holt & Company, Henry",9780030038624,1985,6,,,,,ENG,,,
9780030040511,Jesus Way,"Foster, Richard J.",1,Trade Cloth,HarperCollins Publishers,9780030040511,1972,,,,,,ENG,,Infinity Ser.,
9780030044045,Abnormal Psychology,"Nowicki, Steve, Jr. Duke, Marshall",2,Trade Cloth,Harcourt College Publishers,9780030044045,1986,1,,,624,,ENG,,,
9780030045493,Boober Fraggle's Ghosts,"Gikow, Louise",1,Trade Cloth,"Holt & Company, Henry",9780030045493,1985,9,,,48,,ENG,,,
9780030045592,Mokey's Birthday Present,"Weiss, Ellen",1,Trade Cloth,"Holt & Company, Henry",9780030045592,1985,9,,,32,,ENG,,,
9780030050923,Calculators and Graphing Calculators,"Ellis, Steve",1,Paperback,Harcourt College Publishers,9780030050923,1994,1,,5,,,ENG,,,
9780030054860,TE Unit 1 3-1 Rdr Level 11,"Evertts, E.",1,Paperback,Harcourt School Publishers,9780030054860,1973,3,,73,,,ENG,,,
9780030055379,Romania : 40 Years (1944-1984),"Georgescu, Vlad",1,Trade Cloth,"Greenwood Publishing Group, Incorporated",9780030055379,1985,,,,"xi, 92",,ENG,,Washington Papers,
9780030055850,Introduction to Descriptive Linguistics,"Gleason, Henry Allan",1,Paperback,Harcourt Trade Publishers,9780030055850,1961,1,,,,,ENG,,,
9780030056871,Essentials of General Organic Biochemistry,"Arnold, Melvin T.",1,Paperback,Saunders College Publishing,9780030056871,,,,,100,,ENG,,,
9780030062476,Contemporary Economics : A Unifying Approach,"Rich, David Z.",1,Trade Cloth,"Greenwood Publishing Group, Incorporated",9780030062476,1986,,,,"vii, 201",,ENG,,,
9780030069420,College Algebra,"Vancil, Chris",1,Trade Cloth,Harcourt College Publishers,9780030069420,1999,2,,,,,ENG,,,
9780030071836,Strategic Management for Business : Concepts and Cases,"Bartlett, Hale C.",1,Trade Cloth,Dryden Press,9780030071836,1988,1,,,786,,ENG,,Dryden Press Series in Management,
9780030071935,Sherlock Holmes : My Life and Crimes,"Hardwick, Michael",1,Paperback,"Holt & Company, Henry",9780030071935,1986,5,,,208,,ENG,,,
9780030077470,Experiencing Electricity and Electronics Convential Flow Version,"Hazen, Mark E.",1,Trade Cloth,Saunders College Publishing,9780030077470,1989,1,,,977,,ENG,,,
9780030077869,Statistics for Modern Business,"Lapin, Lawrence L.",1,Trade Cloth,Dryden Press,9780030077869,1995,1,,,704,,ENG,,,
9780030079054,Ten Plays : An Introduction to Drama,"Bloomfield, Morton W.",1,Trade Cloth,Harcourt College Publishers,9780030079054,1973,4,,1,,,ENG,,,
9780030079542,Electric Circuits Fundamentals : Text and PSpice Manual,"Kang, James S. Franco, Sergio",2,Trade Cloth,"Oxford University Press, Incorporated",9780030079542,1995,6,08,,1240,,ENG,,,
9780030081620,Vietnam Veteran,Greenwood Publishing Staff,1,Paperback,"Greenwood Publishing Group, Incorporated",9780030081620,1987,5,,,,,ENG,,,
9780030085727,Lifespan Development,"Turner, Jeffrey S.",1,Paperback,Harcourt College Publishers,9780030085727,1987,5,,3,,,ENG,Teacher's Edition of Textbook,,
9780030085932,Principles of Accounting,"Kochanek, Richard F. Reynolds, Isaac N. Hillman, A. Douglas",3,Trade Cloth,Dryden Press,9780030085932,1987,,,4,"xxx, 1009",,ENG,,,
9780030091193,Intermediate Algebra,Barker,1,Paperback,Harcourt College Publishers,9780030091193,1995,6,,4,,,ENG,,,
9780030091278,"Mitlesen-Mitteilen : Literary Texts for Reading, Speaking, and Writing","Wells, Larry D.",1,Paperback,Harcourt College Publishers,9780030091278,1988,1,,,244,,German,,,
9780030091735,@Prac/WkBk Mate Sin Lim G3 88,Fennell,1,Paperback,Harcourt School Publishers,9780030091735,1988,1,,88,,,ENG,,,
9780030091773,@Prac/WkBk Mate Sin Lim G5 88,Fennell,1,Paperback,Harcourt School Publishers,9780030091773,1988,1,,88,,,ENG,,,
9780030091834," : Unlimited Challenges for Problem Solvers",Fennell,1,Paperback,Harcourt School Publishers,9780030091834,1987,1,,87,,,ENG,,,
9780030099908,Psychology Of Perception,"Dember, W.",1,Trade Cloth,Harcourt College Publishers,9780030099908,1960,3,,1,,,ENG,,,
9780030103216,Cat and Mouse : A Book of Rhymes,"Pepp�, Rodney",1,Library Binding,Holt McDougal,9780030103216,1973,,,,46,,ENG,,,
9780030106293,Sales Management,"Futrell, Charles M.",1,Trade Cloth,Dryden Press,9780030106293,1997,6,,5,704,,ENG,,,
9780030106330,Organic Polymer Chemistry,Boone,1,Paperback,Harcourt College Publishers,9780030106330,1994,9,28,1,,,ENG,Supplement,,
9780030107634,Pocket Guide to College Physics,"Serway, Raymond A.",1,Paperback,Harcourt College Publishers,9780030107634,1994,7,,4,,,ENG,,,
9780030108136,Spreadsheets with Lotus 1-2-3 Release 4.0-5 Windows Productivity Software Guide,"Martin, Edward Kee, Charles",2,Paperback,Dryden Press,9780030108136,1995,1,,95,128,,ENG,,Productivity Software Guide Ser.,
9780030109102,Paragraphs for Practice,"Coyle, W.",1,Paperback,Harcourt College Publishers,9780030109102,1994,5,,,,,ENG,,,
9780030112188,Saunders General,Sauncobio,1,Trade Cloth,Harcourt College Publishers,9780030112188,1995,9,,4,,,ENG,,,
9780030112737,Physiological Basis of Physical Education and Athletics,"Bowers, Richard W. Foss, Merle L. Fox, Edward L.",3,Trade Cloth,Saunders College Publishing,9780030112737,1988,,,4,"xvii, 734",,ENG,,,
9780030117824,Microcomputer Experimentation with the Motorola MC6800ECB,"Leventhal, Lance A.",1,Paperback,"Oxford University Press, Incorporated",9780030117824,1995,6,08,,496,,ENG,,Oxford Series in Electrical and Computer Engineering Ser.,
9780030122989,Basic Marketing Research,"Churchill, Gilbert A., Jr.",1,Paperback,Dryden Press,9780030122989,1988,1,,3,784,,ENG,Student Edition of Textbook,,
9780030124266,Practical Logic,"Barry, Vincent E.",1,Trade Cloth,Holt McDougal,9780030124266,1976,,,,"xv, 384",,ENG,,,
9780030125393,Financial Management : Theory and Practice,"Brigham, Eugene F. Gapenski, Louis C.",2,Paperback,Dryden Press,9780030125393,1988,1,,5,992,,ENG,Revised,,
9780030126017,Robert Frost : A Pictorial Chronicle,"Morrison, Kathleen",1,Trade Cloth,Holt McDougal,9780030126017,1974,,,,"viii, 133",,ENG,,,
9780030128523,"Managerial Economics : Analytical Business Calculator, Version 1.012","Dunn, Roger",1,Trade Cloth,Harcourt College Publishers,9780030128523,1995,5,,2,,,ENG,Student Edition of Textbook,,
9780030129810,Introduction to Psycholinguistics,"Taylor, Insup",1,Trade Cloth,Holt McDougal,9780030129810,1976,,,,"xiii, 434",,ENG,,,
9780030132308,Modern Rhetoric and Usage,Kallsen,1,Paperback,Harcourt College Publishers,9780030132308,1994,8,,,,,ENG,,,
9780030136610,"War Against the Jews, 1933-1945","Dawidowicz, Lucy S.",1,Trade Cloth,"Holt & Company, Henry",9780030136610,1975,5,,,480,,ENG,,,
9780030140310,New Era Car Book and Auto Survival Guide,"Fendell, Bob",1,Trade Cloth,"Holt & Company, Henry",9780030140310,1976,1,,,320,,ENG,,,
9780030144325," : Gr. 2",Fennell,1,Paperback,Harcourt School Publishers,9780030144325,1988,1,,88,,,ENG,,,
9780030146589,"English : Writing and Skills, Fifth Course","Murray, Patricia Y. Winterowd, W. Ross Holt, Rinehart, and Winston, Inc. Staff",3,Trade Cloth,"Holt, Rinehart & Winston",9780030146589,1988,1,,,,,ENG,,,
9780030146626,English Writing and Skills : Testbool,Holt and Company Staff,1,Trade Cloth,Holt McDougal,9780030146626,1988,1,,,,5,ENG,,,
9780030146732,"English Writing and Skills, Grade 12",Borengasse,1,Trade Cloth,Holt McDougal,9780030146732,1988,1,,,,,ENG,Workbook,,
9780030146749,English Writing and Skills,Scholin,1,Trade Cloth,Holt McDougal,9780030146749,1988,1,,,,2,ENG,Workbook,,
9780030147074,TRB W/Scarolina Res G3 Hlt Sci,Abruscato,1,Paperback,Harcourt School Publishers,9780030147074,1987,7,,86,,,ENG,,,
9780030150333,Health Style,Pruitt,1,Paperback,Harcourt College Publishers,9780030150333,1994,9,,1,,,ENG,,,
9780030153068,Cara a Cara,"Lett, John Pardo, Aristobulo Ratliff, William F. Knorre, Martha Boylan, Patricia",5,Paperback,"Holt, Rinehart & Winston, Incorporated",9780030153068,1977,,,,"ix, 197",,SPA,,,
9780030166761,Jewish Presence,"Dawidowicz, Lucy S.",1,Trade Cloth,"Holt & Company, Henry",9780030166761,1977,6,,,,,ENG,,,
9780030166969,Confidence in Communication : A Guide to Assertive and Social Skills,"Adler, Ronald B.",1,Paperback,Harcourt College Publishers,9780030166969,1977,3,,,334,,ENG,,,
9780030168338,Biology,Arms,1,Trade Cloth,Harcourt Trade Publishers,9780030168338,1995,9,,4,,,ENG,Student Edition of Textbook,,
9780030169779,"Calculus from Graphical, Numerical and Symbolic Points of View","Zorn, Paul Ostebee, Arnold",2,Trade Cloth,Harcourt College Publishers,9780030169779,1996,0,,1,"xvi, 341",2,ENG,,"Calculus from Graphs, Numbers, and Symbols Ser.",
9780030176463,Joy Beginning,,0,Trade Cloth,HarperCollins Publishers,9780030176463,1985,2,,,,,ENG,,Joy Ser.,
9780030181047,"Calculus from Graphical, Numerical and Symbolic Points of View","Ostebee, Arnold",1,Trade Cloth,Harcourt Trade Publishers,9780030181047,1996,8,,,,1,ENG,,,
9780030182464,"Sticks, Stones","Llerena, Carlos A.",1,Trade Cloth,"Holt & Company, Henry",9780030182464,1977,4,,,,,ENG,,,
9780030184260,You Shall Be As Gods : A Radical Interpretation of the Old Testament and Its Tradition,"Fromm, Erich",1,Paperback,"Holt & Company, Henry",9780030184260,1976,9,,,,,ENG,,,
9780030187469,Foundations of Marketing,"Kurtz, David L. Boone, Louis E.",2,Trade Cloth,Dryden Press,9780030187469,1977,3,,,,,ENG,,,
9780030187773,Physics for Science and English,"Serway, Raymond A.",1,Trade Cloth,Harcourt Trade Publishers,9780030187773,1995,1,,4,,,ENG,Student Edition of Textbook,,
9780030195877,"Calculus from Graphs, Numbers, and Symbols","Ostebee, Arnold",1,Trade Cloth,Harcourt College Publishers,9780030195877,1997,8,,,,12,ENG,Lab Manual,,
9780030201776,Introduction to Microeconomics,"Mankiw, N. Gregory",1,Paperback,Harcourt College Publishers,9780030201776,1997,7,,,,,ENG,Teacher's Edition of Textbook,,
9780030206566,Ringworld : A Novel,"Niven, Larry",1,Trade Cloth,"Holt & Company, Henry",9780030206566,1977,8,,,342,,ENG,,,
9780030206634,Principles of Physics,"Serway, Raymond A.",1,Paperback,Saunders College Publishing,9780030206634,1997,6,,2,312,,ENG,Student Edition of Textbook,,
9780030211263,McClane's Secrets of Successful Fishing,"McClane, A. J.",1,Paperback,"Holt & Company, Henry",9780030211263,1980,2,,,,,ENG,,,
9780030211348,Essentials of Managerial Finance,Weston,1,Paperback,Harcourt College Publishers,9780030211348,1996,1,,11,,,ENG,,,
9780030218392,Introduction to Microeconomics,Stockman,1,Paperback,Harcourt College Publishers,9780030218392,1998,2,30,2,,,ENG,Student Edition of Textbook,,
9780030219740,Auditing,"Alderman, C. Wayne Winters, Alan J. Guy, Dan M.",3,Trade Cloth,Harcourt College Publishers,9780030219740,1998,2,,5,896,,ENG,,,
9780030222641,Ciao!,"Federici, Carla Riga, Carla",2,Trade Cloth,Harcourt College Publishers,9780030222641,1999,,,4,,,Italian,Teacher's Edition of Textbook,,
9780030223716,Energy and Economic Development in India,"Pachauri, R. K.",1,Trade Cloth,"Greenwood Publishing Group, Incorporated",9780030223716,1977,0,,,208,,ENG,,Praeger Special Studies,
9780030225017,Lev Test to See Pk 15 Lv 16 77,"Evertts, E.",1,Paperback,Harcourt School Publishers,9780030225017,1977,2,,77,,,ENG,,,
9780030226632,Fundamentals of Mathematics,"Van Dyke, Rogers A.",1,Trade Cloth,Saunders College Publishing,9780030226632,1999,2,,7,184,,ENG,,,
9780030235672,Glossary of Internet Terms,Fuller,1,Paperback,Harcourt College Publishers,9780030235672,1997,7,,,,,ENG,,Dryden Press Web Ser.,
9780030241666,Portes Ouvertes : An Interactive Multimedia Approach to First-Year French,"Frommer, Judith Jones, Christopher M. Haggstrom, Margaret A. Bunting, Marie-France Pattenotte, Laurent",5,Compact Disc,Harcourt College Publishers,9780030241666,1998,,,,,,FRE,Teacher's Edition of Textbook,,
9780030242311,Fundamentals of Financial Management,Brigham,1,Trade Cloth,Harcourt College Publishers,9780030242311,1997,8,,8,,,ENG,Student Edition of Textbook,,
9780030244292,Interactive Cases,O'Donnell,1,Paperback,Harcourt Trade Publishers,9780030244292,1998,3,,,,,ENG,Workbook,,
9780030264146,Situations et Contextes,"Siskin, H. Jay Recker, Jo A.",2,Paperback,Harcourt College Publishers,9780030264146,1990,2,,,576,,FRE,,,
9780030266379,Data Communications,"Driscoll, Frederick F.",1,Trade Cloth,Saunders College Publishing,9780030266379,1992,1,,,450,,ENG,,Saunders College Publishing Series in Electronics Technology Ser.,
9780030267246,Finance : An Introduction,"Mayo, Herbert B.",1,Paperback,Harcourt College Publishers,9780030267246,1989,1,,3,,,ENG,Student Edition of Textbook,,
9780030272882,"Saunders Student Laboratory Research Notebook (Long Version, Top Bound)",Saundersco SAUNDERSCO,2,Paperback,CENGAGE Learning,9780030272882,2000,9,06,,100,,ENG,,,
9780030292682,Saludos,Ozete,1,Trade Cloth,Harcourt College Publishers,9780030292682,2001,,,,,,SPA,,,
9780030301469,Physical Science Assessment,"Holt, Rinehart and Winston Staff",1,Paperback,Holt McDougal,9780030301469,2004,4,,5,,,SPA,,Holt Science and Technology Ser.,
9780030301582,Holt Science and Technology : Life Science Study Guide,"Holt, Rinehart and Winston Staff",1,Paperback,Holt McDougal,9780030301582,2004,1,,5,,,ENG,Student Edition of Textbook,Holt Science and Technology Ser.,
9780030302329,Understand Comp Info Proc,Callahan,1,Trade Cloth,Holt McDougal,9780030302329,1987,,,3,,,ENG,,,
9780030303296,%Calif Act Bk Rainbows/RTT89 K,Beck,1,Trade Cloth,Harcourt School Publishers,9780030303296,1989,1,,89,,,ENG,,,
9780030305511,Holt Science and Technology : Guided Reading Audio CD Program - Short Course,"Holt, Rinehart and Winston Staff",1,Compact Disc,Holt McDougal,9780030305511,2004,7,,5,,,ENG,,,
9780030305665,Holt Science and Technology : Guided Reading Audio CD Program - Short Course,"Holt, Rinehart and Winston Staff",1,Compact Disc,Holt McDougal,9780030305665,2004,7,,5,,,ENG,,,
9780030306198,Holt Science and Technology : Guided Reading Audio CD Program,"Holt, Rinehart and Winston Staff",1,Compact Disc,Holt McDougal,9780030306198,2004,8,,5,,,SPA,,,
9780030307546,Scottish Crofters : A Historical Ethnography of a Celtic Village,"Parman, Susan",1,Paperback,Harcourt College Publishers,9780030307546,1990,1,,,160,,ENG,,George and Louise Spindler Series in Anthropology,
9780030310492,Business Law : Text and Cases,"Howell, Rate A. Allison, John R. Prentice, Robert A.",3,Trade Cloth,Dryden Press,9780030310492,1991,1,,5,1344,,ENG,Revised,,
9780030312670,Applied Calculus,"Berkey, Dennis D.",1,Trade Cloth,Saunders College Publishing,9780030312670,1990,1,,2,632,,ENG,,,
9780030313585,Physics for Scientists and Engineers : Standard Version,"Serway, Raymond A.",1,Trade Cloth,Saunders College Publishing,9780030313585,1990,1,,3,626,1122,ENG,,,
9780030315978,Brief Calculus with Applications,"Coughlin, Raymond F. Zitarelli, David E.",2,Trade Cloth,Saunders College Publishing,9780030315978,1990,1,,,496,,ENG,,,
9780030318429,Asi Es : Instructor/TA/Adjunct Tool Box,"Levy-Konesky, Nancy Daggett, Karen",2,Trade Cloth,Harcourt College Publishers,9780030318429,2000,,,3,,,SPA,Teacher's Edition of Textbook,,
9780030343964,Fundamentals of Algebraic Modeling : An Introduction to Mathematical Modeling with Algebra and Statistics,"Timmons, Daniel L. McCook, Sonya M. Johnson, Catherine W.",3,Paperback,Brooks/Cole,9780030343964,2001,2,06,3,384,,ENG,,,
9780030355516,"Tennessee Edition Correlation of !Ven Conmigo!, Allez, Viens!, and Komm Mit! : With the Tennessee Foreign Languages Curriculum Framework",,0,Paperback,Holt McDougal,9780030355516,2003,1,01,,33,,ENG,,,
9780030360190,"Holt Science and Technology : Custom C, E, H, I Student Edition","Holt, Rinehart and Winston Staff",1,Trade Cloth,Holt McDougal,9780030360190,2003,4,,2,,,ENG,,,
9780030365638,North Carolina Holt Science and Technology Chapter 20 Resource File: Protists and Fungi,,0,Paperback,Holt McDougal,9780030365638,2005,1,01,,106,,ENG,,,
9780030373770,Earth Science : Lab Videos,"Holt, Rinehart and Winston Staff",1,DVD,Holt McDougal,9780030373770,2005,1,,5,,,ENG,,Holt Science and Technology Ser.,
9780030374968,Sociology : The Study of Human Relations,"Thomas, Kenneth W.",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780030374968,2005,1,01,5,576,,ENG,Student Edition of Textbook,Holt Sociology: the Study of Human Relationships Ser.,
9780030377075,Holt American Anthem Test Preparation Workbook,,0,Paperback,Houghton Mifflin Harcourt Publishing Company,9780030377075,2007,1,01,,72,,ENG,,Holt American Anthem Ser.,
9780030383779,Call to Freedom : Beginning-1877: Chapter 9 Resources,"Holt, Rinehart and Winston Staff",1,Paperback,Holt McDougal,9780030383779,2005,1,,5,,,ENG,,,
9780030384646,"People, Places and Change : Audio CD Summaries","Holt, Rinehart and Winston Staff",1,Compact Disc,Holt McDougal,9780030384646,2005,1,,5,,,SPA,,,
9780030385285,"North Carolina Standardized Test Preparation Workbook: Holt Science and Technology, Grade 8",,0,Paperback,Holt McDougal,9780030385285,2005,1,01,,56,,ENG,,,
9780030388880,Sociology : Block Scheduling Handbook,"Holt, Rinehart and Winston Staff",1,Paperback,Holt McDougal,9780030388880,2005,1,,5,,,ENG,Teacher's Edition of Textbook,,
9780030388965,Mass Media : Systems and Effects,"Yu, Frederick T. Davison, W. Phillips Boylan, James",3,Paperback,"Greenwood Publishing Group, Incorporated",9780030388965,1976,,,,245,,ENG,,,
9780030390012,Indiana Holt Science and Technology Chapter 10 Resource File: the Properties of Matter : Grade 6,,0,Paperback,Holt McDougal,9780030390012,2005,1,01,,122,,ENG,,,
9780030392726,"Virginia Language Arts Standardized Test Prep Workbook, Second Course : Accompanies Elements of Literature and Elements of Language, Help for Standards of Learning Assessments",,0,Paperback,Holt McDougal,9780030392726,2005,1,01,,57,,ENG,,,
9780030397998,Expresate,Humbach,1,"""CD Extra, Audio""",Houghton Mifflin Harcourt Publishing Company,9780030397998,2006,1,01,6,,3,"SPA,ENG",Student Edition of Textbook,Holt ?Expr?sate! Ser.,
9780030398568,Piaget with Feeling : His Cognitive Theory with Applications to Emotional-Social Development and Education,"Cowan, Philip A.",1,Paperback,Holt McDougal,9780030398568,1978,,,,288,,ENG,,,
9780030401589,Life Science Network License,"Holt, Rinehart and Winston Staff",1,Other,Holt McDougal,9780030401589,2005,1,,5,,,ENG,,Holt Science and Technology Ser.,
9780030401923,"People, Places and Change : Main Idea Activities","Holt, Rinehart and Winston Staff",1,Paperback,Holt McDougal,9780030401923,2005,1,,5,,,SPA,Activity Book,,
9780030402432,Allez Viens,d'Amado,1,CD/Spoken Word,Holt McDougal,9780030402432,2005,2,,6,,2,FRE,Student Edition of Textbook,,
9780030404696,Minitab Man Introd Statistics,"Salvia, Anthony A.",1,Paperback,Harcourt College Publishers,9780030404696,1989,2,,1,,,ENG,Teacher's Edition of Textbook,,
9780030407017,Scandal of '51 : How the Gamblers Almost Killed College Basketball,"Rosen, Charles",1,Trade Cloth,"Holt & Company, Henry",9780030407017,1978,9,,,,,ENG,,,
9780030407710,Social Change,"Vago, Steven",1,Trade Cloth,Harcourt College Publishers,9780030407710,1980,1,,,"xiii, 434",,ENG,,,
9780030413087,Chemistry : Lesson Plan Booklet,"Holt, Rinehart and Winston Staff",1,Paperback,Harcourt School Publishers,9780030413087,2006,1,,6,,,ENG,,,
9780030414374,Chemistry : Chapter Resource File,"Holt, Rinehart and Winston Staff",1,Paperback,Harcourt School Publishers,9780030414374,2006,1,,6,,4,ENG,,,
9780030414480,Chemistry : Chapter Resource File,"Holt, Rinehart and Winston Staff",1,Paperback,Harcourt School Publishers,9780030414480,2006,1,,6,,11,ENG,,,
9780030418013,"Science, Technology and Economic Development : A Historical and Comparative Study",,0,Trade Cloth,"Greenwood Publishing Group, Incorporated",9780030418013,1978,2,,,367,,ENG,,,
9780030419270,Holt United States History : Political Cartoons Activity Grades 6-9,,0,Paperback,Houghton Mifflin Harcourt Publishing Company,9780030419270,2006,1,01,,56,,ENG,,Holt United States History Ser.,
9780030419287,Holt United States History : Pre-Ap Activities Guide with Answers Grades 6-9,,0,Paperback,Houghton Mifflin Harcourt Publishing Company,9780030419287,2007,1,01,,64,,ENG,,Holt United States History Ser.,
9780030428913,"Kites : How to Fly Them, How to Build Them","Lloyd, Ambrose",1,Paperback,"Holt & Company, Henry",9780030428913,1978,5,,,,,ENG,,,
9780030436765,Readings in Contemporary Business,"Boone, L. Kurtz, D.",2,Trade Cloth,Dryden Press,9780030436765,1979,1,,2,,,ENG,,,
9780030440519,World Population Policies,"Singh, Jyoti Shankar",1,Trade Cloth,Saunders College Publishing,9780030440519,1979,,,,"xv, 231",,ENG,,,
9780030466809,Moscow 5000,"Thomas, Craig",1,Trade Cloth,"Holt & Company, Henry",9780030466809,1979,0,,,408,,ENG,,,
9780030469831,University Physics,"Hudson, Alvin Nelson, Rex",2,Trade Cloth,Saunders College Publishing,9780030469831,1990,1,,2,540,22445,ENG,,,
9780030471742,Physics,BUSH,1,Trade Cloth,Brooks/Cole,9780030471742,2012,7,15,,,,ENG,,,
9780030474163,Philosophy : An Introduction to the Art of Wondering,"Christian, James L.",1,Trade Cloth,Wadsworth,9780030474163,1981,2,,3,"xx, 597",,ENG,,,
9780030475962,Consumer Food Selection and Nutrition Information,"Rudell, Fredrica",1,Trade Cloth,"Greenwood Publishing Group, Incorporated",9780030475962,1979,,,,"xvi, 167",,ENG,,,
9780030476044,%Revised T/M Art Works 89 Grad,Holt,1,Paperback,Harcourt School Publishers,9780030476044,1990,1,,89,,,ENG,,,
9780030477768,Pets and People Level 5 80,"Evertts, E.",1,Trade Cloth,Harcourt School Publishers,9780030477768,1980,1,,80,,,ENG,,,
9780030487613,Curriculum Planning for Better Teaching and Learning,"Alexander, William M. Lewis, Arthur J. Saylor, J. Galen",3,Trade Cloth,Harcourt College Publishers,9780030487613,1981,2,,4,416,,ENG,,,
9780030495564,Modern Sex Education,"Julian, C.",1,Paperback,Holt McDougal,9780030495564,1980,1,,,,,ENG,,,
9780030500268,Ape or Monkey Lev 11 80,"Hunt, L.",1,Paperback,Harcourt School Publishers,9780030500268,1981,6,,80,,,ENG,,,
9780030507649,American Civics Skills Worksheets with Answer Key,"Holt, Rinehart and Winston Staff",1,Paperback,Holt McDougal,9780030507649,1998,1,,,,,ENG,,,
9780030509162,Managerial Experience,"Coltrin, Sally A. Glueck, William G. Jauch, Lawrence R.",3,Trade Cloth,Dryden Press,9780030509162,1981,,,2,704,,ENG,,,
9780030510144,Introduction to Finacial Management,Campsey,1,Paperback,Harcourt College Publishers,9780030510144,1991,2,,3,,,ENG,,,
9780030512940,Algebra 1 Course 2 : Teaching Masters: Interactions,"Holt, Rinehart and Winston Staff",1,Paperback,Holt McDougal,9780030512940,1998,1,,,,,ENG,,,
9780030512988,Algebra Course 2 : Lab Activities and Long-Term Projects,"Holt, Rinehart and Winston Staff",1,Paperback,Holt McDougal,9780030512988,1998,1,,,,,ENG,,,
9780030513374,Practical Math : Skills and Concepts,Fredrick,1,Trade Cloth,Holt McDougal,9780030513374,1998,1,,3,,,ENG,,,
9780030513916,Contemporary Marketing,"Kurtz, David L. Boone, Louis E.",2,Trade Cloth,Dryden Press,9780030513916,1980,,,3,640,,ENG,,,
