pairId:INTEGER,DBLP.id:TEXT,ACM.id:TEXT
5408,conf/sigmod/TheodoulidisAACKS94,280360
5409,conf/vldb/WuYCT95,280360
5410,conf/sigmod/FernandezFKLS98,280360
5411,conf/vldb/ZengBNN01,280360
5412,journals/sigmod/RafanelliBT96,280360
5413,conf/vldb/Mohan96,280360
5414,journals/vldb/FiebigHKMNSW02,280360
5415,journals/vldb/OzsuPSILM95,280360
5416,conf/vldb/NarayananS01,280360
5417,conf/vldb/AnandBH94,280360
5418,conf/sigmod/FernandezFKLS97,280360
5419,conf/sigmod/MeccaAMMS98,280360
5420,conf/sigmod/KotidisR99,280360
5421,conf/vldb/BrownS95,280360
5422,conf/sigmod/ZhouLP99,280360
5423,journals/tods/RaschidL96,280360
5424,conf/sigmod/LiVCAHMWBCHIKSS99,280360
5425,journals/sigmod/RiekertMW97,280360
5426,conf/sigmod/HungYK96,280360
5427,journals/sigmod/ACT-NET96,280360
5428,journals/sigmod/FrewD97,280360
5429,conf/sigmod/DreyerDS95,280360
5430,conf/sigmod/GillmannWSWW00,280360
5431,journals/sigmod/WenLMZ03,280360
5432,conf/sigmod/VossenW99,280360
5433,journals/sigmod/McHughAGQW97,280360
5434,journals/sigmod/Sidell96,280360
5435,conf/vldb/BaumannFRW97,280360
5436,conf/sigmod/Sheth95,280361
5437,journals/sigmod/BargaL02,280361
5438,conf/sigmod/RundensteinerKRCJM96,280361
5439,journals/sigmod/PuSW01,280361
5440,conf/sigmod/BohmA96,280361
5441,journals/sigmod/DAndreaJ96,280358
5442,conf/sigmod/Rodriguez-Martinez00,280358
5443,conf/sigmod/BaumannDFRW98,280358
5444,conf/sigmod/TheodoulidisAACKS94,280358
5445,conf/vldb/WuYCT95,280358
5446,journals/sigmod/Zhang95,280358
5447,journals/sigmod/Bohlen95,280358
5448,conf/sigmod/DogacHKOONDMAKE96,280358
5449,journals/vldb/VaghaniRKSSLH94,280358
5450,conf/sigmod/Team95a,280358
5451,conf/sigmod/MumickP94,280358
5452,conf/vldb/SeshadriLR96,280358
5453,conf/vldb/HelalL00,280358
5454,conf/sigmod/CruzALRZ97,280358
5455,conf/vldb/BaulierBKS98,280358
5456,conf/vldb/AnandBH94,280358
5457,conf/vldb/CabreraRH95,280358
5458,journals/vldb/DerrMP94,280358
5459,conf/vldb/GardarinST96,280358
5460,conf/sigmod/OriaOILY00,280358
5461,journals/vldb/SofferS98,280358
5462,conf/sigmod/AdelbergGK95,280358
5463,conf/sigmod/BrodskySCE99,280358
5464,conf/sigmod/KemperKM98,280358
5465,conf/sigmod/MissikoffT94,280358
5466,conf/sigmod/CeriFPP95,280358
5467,conf/sigmod/TatarinovVBSSZ02,280358
5468,conf/sigmod/JonkerS95,280358
5469,journals/tods/RaschidL96,280358
5470,conf/vldb/YanA94,280358
5471,conf/vldb/Sacks-Davis96,280358
5472,conf/vldb/LakshmananSS99,280358
5473,conf/vldb/KoschBBHHLRT01,280358
5474,conf/sigmod/RodriguezR00,280358
5475,journals/tods/LakshmananLRS97,280358
5476,journals/sigmod/ACT-NET96,280358
5477,conf/vldb/ChaudhuriW00,280358
5478,journals/vldb/StonebrakerALPSSSY96,280358
5479,conf/vldb/HsuLOMTX02,280358
5480,conf/sigmod/ReveszCKLLW00,280358
5481,conf/vldb/FerrandinaMZFM95,280358
5482,conf/vldb/FerrandinaMZ94,280358
5483,conf/vldb/ZhouLZLZJT01,280358
5484,journals/vldb/HansonCDERTX98,280358
5485,conf/vldb/Vingralek02,280358
5486,journals/sigmod/WenLMZ03,280358
5487,conf/sigmod/RadekeBBEKKN95,280358
5488,conf/vldb/GotoK02,280358
5489,conf/vldb/ColletCS94,280358
5490,journals/sigmod/DadamK97,280358
5491,journals/sigmod/ShethM02,280358
5492,journals/sigmod/OConnellW03,280358
5493,journals/sigmod/KappelR98,280358
5494,conf/vldb/GehaniJR94,280358
5495,journals/sigmod/McHughAGQW97,280358
5496,journals/sigmod/Sidell96,280358
5497,conf/vldb/LiuLBHTS03,280358
5498,journals/sigmod/AndlerHEMBE96,280358
5499,conf/sigmod/Kim94,280358
5500,conf/vldb/RamsakMFZEB00,280358
5501,journals/sigmod/AilamakiH03,280358
5502,journals/sigmod/ShanmugasundaramSKKVNT01,280358
5503,journals/sigmod/DogacDKOONEHAKKM95,280358
5504,conf/sigmod/HanKK97,280359
5505,conf/vldb/AgrawalS94,280359
5506,conf/sigmod/BrinMS97,280359
5507,conf/vldb/MeoPC96,280359
5508,journals/vldb/FengYLH02,280359
5509,conf/sigmod/ParkCY95,280359
5510,conf/vldb/SavasereON95,280359
5511,conf/sigmod/SrikantA96,280359
5512,conf/sigmod/SchusterW01,280359
5513,conf/vldb/Toivonen96,280359
5514,conf/vldb/RamaswamyMS98,280359
5515,conf/vldb/MorimotoFMTY98,280359
5516,conf/sigmod/FukudaMMT96a,280359
5517,journals/sigmod/SayginVC01,280359
5518,conf/sigmod/NgLHP98,280359
5519,conf/vldb/FukudaMMT96,280359
5520,conf/sigmod/FukudaMMT96,280359
5521,conf/vldb/SrikantA95,280359
5522,conf/sigmod/YangM97,280359
5523,journals/sigmod/KuokFW98,280359
5524,conf/sigmod/ShintaniK98,280359
5525,journals/tods/FukudaMMT01,280359
5526,conf/vldb/HanF95,280359
5527,conf/sigmod/Bernstein96,280348
5528,conf/sigmod/Stonebraker03,280349
5529,conf/sigmod/Keim96,280349
5530,conf/sigmod/CareyFZ94,278249
5531,conf/vldb/LuTD95,278249
5532,journals/tods/ZaharioudakisCF97,278249
5533,journals/sigmod/Hammer02,280347
5534,conf/vldb/LabioG96,280347
5535,journals/sigmod/ChaudhuriD97,280347
5536,conf/vldb/EsterKSWX98,280347
5537,journals/sigmod/VetterliVS00,280347
5538,conf/sigmod/Dietterich94,280347
5539,conf/sigmod/FernandezS96,280347
5540,journals/sigmod/Goethals02,280347
5541,conf/vldb/BonifatiCDS01,280347
5542,conf/vldb/YangKL97,280347
5543,conf/vldb/BunkerCCMMW01,280347
5544,conf/sigmod/TrisoliniLN99,280347
5545,conf/vldb/Huyn97,280347
5546,conf/vldb/Kotidis01,280347
5547,conf/vldb/JagadishNSSK97,280347
5548,conf/vldb/Moerkotte98,280347
5549,conf/vldb/GuptaHQ95,280347
5550,conf/sigmod/CarinoKKB01,280347
5551,conf/vldb/GuptaM96,280347
5552,conf/vldb/Dayal99,280347
5553,conf/vldb/JarkeKL00,280347
5554,journals/tods/CuiWW00,280347
5555,conf/sigmod/ChaudhuriD97,280347
5556,conf/sigmod/PiatkoYLS96,280352
5557,conf/sigmod/Adelberg98,280352
5558,conf/vldb/Norvag99,280353
5559,journals/vldb/RoySSSA98,280353
5560,conf/sigmod/Al-KhalifaYJ03,280353
5561,conf/sigmod/ZhouR02,280353
5562,conf/sigmod/RundensteinerKRCJM96,280353
5563,conf/vldb/ConradGJM02,280353
5564,journals/tods/FormicaGM98,280353
5565,journals/sigmod/GuptaHR97,280353
5566,conf/vldb/RezendeS98,280353
5567,journals/sigmod/DoanPK95,280353
5568,conf/vldb/BarjaPFWD94,280353
5569,conf/vldb/DarEGP98,280353
5570,conf/vldb/CabreraRH95,280353
5571,conf/vldb/ShethKMWDLPLS96,280353
5572,conf/vldb/GardarinST96,280353
5573,journals/sigmod/BiancheriPP01,280353
5574,journals/vldb/SofferS98,280353
5575,conf/sigmod/BrodskySCE99,280353
5576,conf/sigmod/MissikoffT94,280353
5577,conf/sigmod/CeriFPP95,280353
5578,journals/sigmod/WeikumSR03,280353
5579,journals/sigmod/PhatakSSS96,280353
5580,conf/sigmod/TatarinovVBSSZ02,280353
5581,conf/vldb/YanA94,280353
5582,journals/sigmod/GroskyFS94,280353
5583,conf/vldb/Sacks-Davis96,280353
5584,conf/vldb/OrensteinK95,280353
5585,conf/sigmod/Team95,280353
5586,conf/sigmod/ChristophidesACS94,280353
5587,journals/vldb/KieslingSSD94,280353
5588,journals/sigmod/RashidS00,280353
5589,conf/vldb/Schoning03,280353
5590,conf/vldb/NetzCBF00,280353
5591,conf/sigmod/WoelkBJOTU95,280353
5592,journals/tods/BeneventanoBS03,280353
5593,conf/vldb/GotoK02,280353
5594,conf/vldb/RezendeH98,280353
5595,conf/vldb/ColletCS94,280353
5596,journals/sigmod/KappelR98,280353
5597,journals/vldb/KabraD99,280353
5598,conf/vldb/GehaniJR94,280353
5599,conf/vldb/WeikumMHZ02,280353
5600,conf/sigmod/BohmA96,280353
5601,conf/sigmod/Kim94,280353
5602,journals/sigmod/ShanmugasundaramSKKVNT01,280353
5603,conf/vldb/ZemankovaI94,280350
5604,conf/sigmod/Sheth95,280350
5605,conf/vldb/DayalHL01,280350
5606,conf/sigmod/Mohan96,280350
5607,conf/vldb/ZengBNN01,280350
5608,journals/sigmod/CruzKLSWY02,280350
5609,journals/vldb/GrefenVA01,280350
5610,journals/tods/CasatiCPP99,280350
5611,conf/sigmod/WodtkeWWDM97,280350
5612,journals/sigmod/KoksalAD98,280350
5613,conf/sigmod/Edelstein95,280350
5614,journals/sigmod/RosenthalSMBTL95,280350
5615,journals/sigmod/UrbanDG96,280350
5616,journals/sigmod/DreyerDS94,280350
5617,journals/vldb/ShegalovGW01,280350
5618,journals/sigmod/BarbaraBFLS94,280350
5619,conf/sigmod/GillmannWW02,280350
5620,journals/sigmod/McClatcheyV97,280350
5621,conf/sigmod/GillmannWSWW00,280350
5622,conf/sigmod/VossenW99,280350
5623,conf/vldb/ReuterCGSW95,280350
5624,conf/vldb/ShaferAM96,280351
5625,conf/sigmod/LiS98,280351
5626,conf/vldb/ShaferA97,280351
5627,conf/vldb/LernerS03,280351
5628,conf/sigmod/HanKK97,280351
5629,journals/sigmod/Geller02,280351
5630,conf/vldb/EsterKSWX98,280351
5631,conf/vldb/NieKH03,280351
5632,journals/sigmod/GunopulosK01,280351
5633,conf/vldb/Faloutsos02,280351
5634,conf/sigmod/ZaianeHLCC98,280351
5635,conf/vldb/Amer-YahiaCD98,280351
5636,journals/sigmod/Huyn01,280351
5637,conf/sigmod/BunemanDHS96,280351
5638,conf/sigmod/Chakrabarti99,280351
5639,conf/vldb/MiningGroup96,280351
5640,journals/vldb/DesslochHMMT98,280351
5641,conf/sigmod/PalmerF00,280351
5642,conf/vldb/SadriZZA01,280351
5643,conf/vldb/HinneburgLH03,280351
5644,journals/sigmod/Barbara01,280351
5645,conf/vldb/LuSL95,280351
5646,conf/vldb/SilversteinBMU98,280351
5647,conf/vldb/KornLKF98,280351
5648,journals/vldb/KornLKF00,280351
5649,conf/sigmod/NgLK98,280351
5650,conf/vldb/George98,280351
5651,conf/vldb/Chakrabarti02,280351
5652,conf/vldb/Tsur00,280351
5653,conf/vldb/RizviH02,280351
5654,conf/sigmod/RamaswamyRS00,280351
5655,conf/vldb/DongHLPW01,280351
5656,conf/sigmod/GarofalakisGR02,280351
5657,conf/vldb/WangZL03,280351
5658,conf/sigmod/Han96,280351
5659,conf/sigmod/RiedelFGN00,280351
5660,journals/sigmod/LeeF01,280351
5661,conf/sigmod/AgrawalGGR98,280351
5662,conf/sigmod/PeiMHZ00,280351
5663,conf/vldb/TengCY03,280351
5664,conf/vldb/NgH94,280351
5665,conf/sigmod/HanKS97,280351
5666,conf/vldb/GarofalakisG02,280351
5667,conf/vldb/NetzCBF00,280351
5668,conf/vldb/ChoenniV00,280351
5669,conf/sigmod/DasuJMS02,280351
5670,conf/vldb/MargaritisFT01,280351
5671,conf/vldb/KietzRS97,280351
5672,conf/vldb/RiedelGF98,280351
5673,journals/sigmod/BerzalM02,280351
5674,conf/sigmod/FukudaMMT96,280351
5675,conf/sigmod/AgrawalS00,280351
5676,conf/vldb/ViverosNR96,280351
5677,conf/sigmod/NazeriBO01,280351
5678,conf/vldb/WangYM97,280351
5679,journals/tods/FukudaMMT01,280351
5680,conf/vldb/LakshmananJN00,280351
5681,journals/sigmod/BarbaraCJW01,280351
5682,journals/vldb/Amer-YahiaCLS02,375730
5683,conf/sigmod/GaoW02,375730
5684,conf/vldb/FlescaFM03,375730
5685,conf/sigmod/Ramanan02,375730
5686,conf/sigmod/LazaridisM01,375730
5687,conf/sigmod/Amer-YahiaCLS01,375730
5688,conf/vldb/Koch03,375730
5689,conf/vldb/ChanFFGR02,375730
5690,conf/sigmod/YanMHF01,375729
5691,conf/sigmod/HanKK97,375728
5692,conf/vldb/AgrawalS94,375728
5693,conf/sigmod/BrinMS97,375728
5694,conf/vldb/MeoPC96,375728
5695,journals/vldb/FengYLH02,375728
5696,conf/sigmod/ParkCY95,375728
5697,conf/vldb/SavasereON95,375728
5698,conf/vldb/KornLKF98,375728
5699,conf/sigmod/SrikantA96,375728
5700,conf/sigmod/SchusterW01,375728
5701,journals/vldb/KornLKF00,375728
5702,conf/sigmod/Hidber99,375728
5703,conf/vldb/RizviH02,375728
5704,conf/vldb/Toivonen96,375728
5705,conf/vldb/RamaswamyMS98,375728
5706,conf/vldb/MorimotoFMTY98,375728
5707,conf/vldb/TamuraK99,375728
5708,journals/sigmod/SayginVC01,375728
5709,conf/sigmod/NgLHP98,375728
5710,conf/vldb/FukudaMMT96,375728
5711,conf/sigmod/FukudaMMT96,375728
5712,conf/vldb/SrikantA95,375728
5713,conf/sigmod/YangM97,375728
5714,journals/sigmod/KuokFW98,375728
5715,conf/sigmod/ShintaniK98,375728
5716,journals/tods/FukudaMMT01,375728
5717,conf/vldb/HanF95,375728
5718,conf/vldb/JagadishKNS99,375727
5719,conf/vldb/BelussiF95,375727
5720,conf/sigmod/Aggarwal02,375727
5721,conf/vldb/FlorescuKLP97,375727
5722,conf/vldb/LakshmiZ98,375727
5723,conf/sigmod/GetoorTK01,375727
5724,journals/tods/ChrysanthisR94,375727
5725,conf/sigmod/FaloutsosSTT00,375727
5726,conf/sigmod/ChoiC02,375727
5727,conf/sigmod/WuAA01,375727
5728,conf/sigmod/LeeKC99,375727
5729,conf/sigmod/PoosalaIHS96,375727
5730,journals/vldb/WhangKW94,375727
5731,conf/sigmod/MatiasVW98,375727
5732,conf/sigmod/WangJLY03,375727
5733,conf/vldb/LimWPVP02,375727
5734,journals/vldb/JagadishKNS00,375727
5735,conf/sigmod/ChenR94,375727
5736,conf/sigmod/AcharyaPR99,375727
5737,conf/vldb/PoosalaI97,375727
5738,conf/sigmod/Aggarwal02,375724
5739,conf/sigmod/WaasG00,375724
5740,conf/sigmod/DewanSHH94,375724
5741,conf/sigmod/WuAA01,375724
5742,conf/vldb/KonigW99,375724
5743,conf/sigmod/ChenR94,375724
5744,conf/sigmod/GangulyGMS96,375724
5745,conf/vldb/Jermaine03,375724
5746,conf/sigmod/IoannidisP95,375724
5747,conf/sigmod/Larson01,375723
5748,journals/sigmod/PapianiWDN99,375723
5749,conf/sigmod/Suciu99,375723
5750,journals/tods/FernandezKSMT02,375723
5751,conf/vldb/PopaVMHF02,375723
5752,conf/vldb/CareyKSSS00,375723
5753,conf/sigmod/MinPC03,375723
5754,conf/vldb/ArionBCDMP03,375723
5755,conf/sigmod/TheobaldW02,375723
5756,journals/sigmod/GalianoM03,375723
5757,journals/sigmod/HanBP01,375723
5758,conf/vldb/LiPHCAAT03,375723
5759,conf/vldb/TorloneA03,375723
5760,conf/sigmod/ChungMS02,375723
5761,conf/vldb/DeckerK03,375723
5762,conf/sigmod/BarbosaMKL02,375723
5763,journals/sigmod/BiancheriPP01,375723
5764,conf/vldb/LifantsevC02,375723
5765,journals/sigmod/LiefkeS00,375723
5766,conf/vldb/CarneyCCCLSSTZ02,375723
5767,conf/sigmod/NguyenACP01,375723
5768,conf/vldb/ShanmugasundaramKSFF01,375723
5769,conf/vldb/NiermanJ02,375723
5770,conf/sigmod/CrescenziMM02,375723
5771,conf/vldb/BrightR02,375723
5772,conf/vldb/ManolescuFK01,375723
5773,conf/vldb/May01,375723
5774,journals/sigmod/ButtlerCCFHLPRX02,375723
5775,journals/vldb/IvesHW02,375723
5776,journals/sigmod/Aberer01,375723
5777,journals/sigmod/BunemanFSW01,375723
5778,conf/vldb/SchmidtWKCMB02,375723
5779,conf/vldb/AbiteboulBMMW02,375723
5780,journals/sigmod/LaenderRST02,375723
5781,conf/sigmod/ArasuG03,375723
5782,conf/vldb/KornMZ03,375723
5783,conf/vldb/MeccaCM01,375723
5784,journals/sigmod/Vianu03,375723
5785,conf/vldb/Koch03,375723
5786,conf/sigmod/LiefkeS00,375723
5787,journals/sigmod/AtzeniMM97,375723
5788,conf/sigmod/MiloAABN03,375723
5789,conf/vldb/LamKR02,375723
5790,conf/vldb/ChanFFGR02,375723
5791,conf/vldb/ZhuS02,375723
5792,conf/sigmod/WangPFY03,375723
5793,conf/vldb/LabrinidisR03,375723
5794,conf/vldb/LabrinidisR01,375723
5795,conf/vldb/ShanmugasundaramSBCLPR00,375723
5796,conf/vldb/BouganimCDDGS99,375723
5797,conf/vldb/BergerBSW03,375723
5798,conf/vldb/FegarasE01,375723
5799,journals/vldb/ShanmugasundaramSBCLPR01,375723
5800,conf/sigmod/Meseck01,375723
5801,conf/vldb/ChaudhuriS01,375723
5802,conf/vldb/PolyzotisG02,375723
5803,conf/vldb/LiM01,375723
5804,journals/sigmod/DAndreaJ96,375722
5805,conf/vldb/BertinoBFS96,375722
5806,conf/vldb/Bernstein94,375722
5807,conf/sigmod/Larson01,375722
5808,conf/sigmod/TheodoulidisAACKS94,375722
5809,conf/vldb/WuYCT95,375722
5810,conf/vldb/Norvag99,375722
5811,conf/sigmod/GuptaHR97,375722
5812,journals/tods/Alagic99,375722
5813,journals/vldb/RamamohanaraoH94,375722
5814,journals/vldb/TurkerG01,375722
5815,journals/sigmod/SalgadoE03,375722
5816,journals/sigmod/GeppertD94,375722
5817,conf/sigmod/BhattacharyaMBNHS02,375722
5818,conf/sigmod/MumickP94,375722
5819,conf/sigmod/Whelan98,375722
5820,conf/vldb/BouganimFV96,375722
5821,conf/sigmod/JagatheesanR03,375722
5822,journals/sigmod/CruzKLSWY02,375722
5823,conf/vldb/GoyalHSS95,375722
5824,journals/vldb/GrefenVA01,375722
5825,journals/tods/CasatiCPP99,375722
5826,conf/vldb/ChatziantoniouR97,375722
5827,journals/vldb/MehtaD97,375722
5828,journals/sigmod/BrunieK96,375722
5829,conf/sigmod/Ahn94,375722
5830,conf/sigmod/LeeKOTM00,375722
5831,conf/vldb/AnandBH94,375722
5832,journals/vldb/C94c,375722
5833,conf/sigmod/MorpainCFP96,375722
5834,conf/sigmod/ZhangNDLL01,375722
5835,journals/sigmod/ConradEHRSSSV97,375722
5836,journals/tods/IoannidisR95,375722
5837,conf/sigmod/ChangH02,375722
5838,conf/vldb/LakshmananSS96,375722
5839,journals/sigmod/Widom94,375722
5840,journals/sigmod/Kosch02,375722
5841,conf/sigmod/Gray95,375722
5842,conf/vldb/GeorgeH98,375722
5843,journals/sigmod/CareyS99,375722
5844,journals/sigmod/SilberschatzZ97,375722
5845,journals/sigmod/SonDT96,375722
5846,journals/vldb/Barbara-MillaG94,375722
5847,conf/vldb/ManegoldBK02,375722
5848,conf/sigmod/CareyMN97,375722
5849,journals/sigmod/TanakaV01,375722
5850,conf/vldb/BlottK02,375722
5851,conf/sigmod/Blakeley94,375722
5852,journals/sigmod/DreyerDS94,375722
5853,journals/sigmod/WeikumSR03,375722
5854,conf/sigmod/TatarinovVBSSZ02,375722
5855,journals/sigmod/BerndtssonH96,375722
5856,journals/tods/RaschidL96,375722
5857,journals/sigmod/Ulusoy95,375722
5858,conf/sigmod/Mylopoulos98,375722
5859,conf/sigmod/Atkinson95,375722
5860,conf/vldb/RahmM95,375722
5861,conf/vldb/KumaranH03,375722
5862,conf/vldb/AmsalegFG95,375722
5863,conf/vldb/OrensteinK95,375722
5864,journals/sigmod/ACT-NET96,375722
5865,conf/sigmod/AtzeniT97,375722
5866,journals/sigmod/Kim99,375722
5867,journals/sigmod/FrankGGJKLMNPSSSTW99,375722
5868,journals/sigmod/AbelTK97,375722
5869,journals/sigmod/BestavrosLS96,375722
5870,conf/sigmod/KornJF97,375722
5871,conf/vldb/BrinkhoffK94,375722
5872,journals/tods/Chomicki03,375722
5873,journals/sigmod/BerraNT95,375722
5874,conf/sigmod/ZaharioudakisC97,375722
5875,conf/vldb/Bayer95,375722
5876,conf/vldb/Malaika96,375722
5877,conf/sigmod/GeorgeH97,375722
5878,conf/vldb/Jacobs97,375722
5879,conf/vldb/JagatheesanMPW03,375722
5880,journals/sigmod/BoulosO99,375722
5881,journals/vldb/Han98,375722
5882,journals/vldb/MylopoulosCPST96,375722
5883,conf/sigmod/BryanMCLG94,375722
5884,conf/vldb/CarinoOBS99,375722
5885,journals/vldb/KrivokapicKG99,375722
5886,conf/sigmod/Carey94,375722
5887,journals/vldb/Guting94,375722
5888,conf/vldb/WangZ00,375722
5889,conf/vldb/IlyasAE03,375722
5890,conf/sigmod/ChenGK01,375722
5891,conf/vldb/NatsevCSLV01,375722
5892,conf/vldb/FlorescuLS98,375722
5893,conf/vldb/BassiliadesV95,375722
5894,journals/vldb/LiCHH01,375722
5895,journals/sigmod/WenLMZ03,375722
5896,conf/vldb/Baru96,375722
5897,journals/tods/BeneventanoBS03,375722
5898,conf/sigmod/BerchtoldK97,375722
5899,conf/vldb/MehtaD95,375722
5900,conf/sigmod/WynblattN01,375722
5901,conf/vldb/SeegerBBKSDS01,375722
5902,journals/sigmod/Colliat96,375722
5903,conf/vldb/SimonD95,375722
5904,journals/vldb/GeorgeH00,375722
5905,conf/vldb/Kiessling02,375722
5906,journals/sigmod/Bestavros96,375722
5907,conf/vldb/BaralisW94,375722
5908,conf/vldb/HellersteinNP95,375722
5909,journals/sigmod/McHughAGQW97,375722
5910,journals/sigmod/FifeG03,375722
5911,journals/tods/BrunoCG02,375722
5912,conf/sigmod/SarawagiTA98,375722
5913,journals/sigmod/Sidell96,375722
5914,conf/sigmod/MoleskyR95,375722
5915,journals/sigmod/OoiST03,375722
5916,conf/sigmod/SistlaW95,375722
5917,conf/sigmod/Doherty98,375722
5918,conf/sigmod/Kim94,375722
5919,journals/sigmod/NascimentoM99,375722
5920,journals/sigmod/BurtonM98,375722
5921,journals/sigmod/ShanmugasundaramSKKVNT01,375722
5922,journals/vldb/SinghalS97,375722
5923,conf/vldb/SchindlerAG03,375722
5924,journals/tods/GuoSW96,375722
5925,conf/sigmod/TatarinovIHW01,375720
5926,conf/sigmod/DraperHW01,375744
5927,conf/vldb/ShaferAM96,375743
5928,conf/sigmod/LiS98,375743
5929,conf/vldb/ShaferA97,375743
5930,conf/sigmod/HanKK97,375743
5931,journals/sigmod/Geller02,375743
5932,conf/vldb/EsterKSWX98,375743
5933,conf/vldb/NieKH03,375743
5934,journals/sigmod/GunopulosK01,375743
5935,conf/vldb/Faloutsos02,375743
5936,conf/sigmod/ZaianeHLCC98,375743
5937,journals/sigmod/Huyn01,375743
5938,conf/sigmod/Chakrabarti99,375743
5939,conf/vldb/MiningGroup96,375743
5940,conf/sigmod/PalmerF00,375743
5941,conf/vldb/SadriZZA01,375743
5942,conf/vldb/HinneburgLH03,375743
5943,journals/sigmod/Barbara01,375743
5944,conf/vldb/LuSL95,375743
5945,conf/vldb/KornLKF98,375743
5946,journals/vldb/KornLKF00,375743
5947,conf/sigmod/NgLK98,375743
5948,conf/vldb/George98,375743
5949,conf/vldb/Chakrabarti02,375743
5950,conf/vldb/Tsur00,375743
5951,conf/vldb/RizviH02,375743
5952,conf/sigmod/RamaswamyRS00,375743
5953,conf/vldb/DongHLPW01,375743
5954,conf/sigmod/GarofalakisGR02,375743
5955,conf/vldb/WangZL03,375743
5956,conf/sigmod/Han96,375743
5957,conf/sigmod/RiedelFGN00,375743
5958,journals/sigmod/LeeF01,375743
5959,conf/sigmod/AgrawalGGR98,375743
5960,conf/sigmod/PeiMHZ00,375743
5961,conf/vldb/TengCY03,375743
5962,conf/vldb/NgH94,375743
5963,conf/sigmod/HanKS97,375743
5964,conf/vldb/GarofalakisG02,375743
5965,conf/vldb/NetzCBF00,375743
5966,conf/vldb/ChoenniV00,375743
5967,conf/sigmod/DasuJMS02,375743
5968,journals/sigmod/Chaudhri98,375743
5969,conf/vldb/MargaritisFT01,375743
5970,conf/vldb/KietzRS97,375743
5971,conf/vldb/RiedelGF98,375743
5972,journals/sigmod/BerzalM02,375743
5973,conf/sigmod/FukudaMMT96,375743
5974,conf/sigmod/AgrawalS00,375743
5975,conf/vldb/ViverosNR96,375743
5976,conf/sigmod/NazeriBO01,375743
5977,conf/vldb/Dayal99,375743
5978,conf/vldb/WangYM97,375743
5979,journals/tods/FukudaMMT01,375743
5980,conf/vldb/LakshmananJN00,375743
5981,journals/sigmod/BarbaraCJW01,375743
5982,journals/sigmod/Badia02,375742
5983,journals/tods/SistlaWYS98,375742
5984,conf/sigmod/Ozsu99,375742
5985,journals/sigmod/QuixSJ02,375742
5986,conf/sigmod/Maguire01,375742
5987,conf/sigmod/StonebrakerH01,375739
5988,journals/sigmod/DAndreaJ96,375737
5989,conf/sigmod/AbadiCCCCEGHMRSSTXYZ03,375737
5990,conf/vldb/Bernstein94,375737
5991,conf/sigmod/Larson01,375737
5992,conf/sigmod/TheodoulidisAACKS94,375737
5993,conf/vldb/MoserKK95,375737
5994,conf/vldb/WuYCT95,375737
5995,journals/sigmod/PapianiWDN99,375737
5996,conf/vldb/Norvag99,375737
5997,journals/sigmod/MeltonMJKSZ01,375737
5998,conf/sigmod/GuptaHR97,375737
5999,journals/vldb/RamamohanaraoH94,375737
6000,conf/sigmod/FungSG02,375737
6001,journals/vldb/TurkerG01,375737
6002,journals/sigmod/SalgadoE03,375737
6003,conf/sigmod/Rosenthal01,375737
6004,journals/tods/KossmannFDA00,375737
6005,journals/sigmod/GeppertD94,375737
6006,conf/vldb/PardonA00,375737
6007,conf/vldb/BratsbergH01,375737
6008,conf/sigmod/BhattacharyaMBNHS02,375737
6009,conf/sigmod/Whelan98,375737
6010,conf/vldb/BouganimFV96,375737
6011,conf/sigmod/JagatheesanR03,375737
6012,conf/vldb/HelalL00,375737
6013,journals/sigmod/RafanelliBT96,375737
6014,conf/vldb/Mohan96,375737
6015,conf/vldb/IpeirotisG02,375737
6016,conf/vldb/BernsteinHJRW00,375737
6017,journals/sigmod/CruzKLSWY02,375737
6018,journals/vldb/Baumann94,375737
6019,conf/sigmod/2003,375737
6020,conf/vldb/GoyalHSS95,375737
6021,conf/sigmod/BabcockBDM03,375737
6022,journals/vldb/GrefenVA01,375737
6023,journals/tods/CasatiCPP99,375737
6024,conf/vldb/FlorescuLSY99,375737
6025,conf/vldb/CarusoCGLM00,375737
6026,conf/sigmod/LiuPBHPT00,375737
6027,journals/vldb/MehtaD97,375737
6028,journals/sigmod/Hellerstein03,375737
6029,conf/sigmod/Ahn94,375737
6030,conf/sigmod/LeeKOTM00,375737
6031,conf/sigmod/BornhovdAKMPR03,375737
6032,conf/vldb/AnandBH94,375737
6033,journals/vldb/C94c,375737
6034,conf/sigmod/MorpainCFP96,375737
6035,conf/sigmod/ZhangNDLL01,375737
6036,journals/sigmod/ConradEHRSSSV97,375737
6037,journals/sigmod/DunhamH95,375737
6038,journals/sigmod/ChrysanthisSZ03,375737
6039,journals/sigmod/Widom94,375737
6040,conf/vldb/AlonsoHST97,375737
6041,journals/sigmod/Kosch02,375737
6042,conf/sigmod/KotidisR99,375737
6043,conf/vldb/HinneburgLH03,375737
6044,conf/sigmod/Gray95,375737
6045,conf/vldb/GeorgeH98,375737
6046,conf/sigmod/AcharyaAFZ95,375737
6047,journals/sigmod/CareyS99,375737
6048,conf/sigmod/GoyalHKMS96,375737
6049,conf/sigmod/Colliat03,375737
6050,journals/sigmod/SilberschatzZ97,375737
6051,journals/sigmod/GatziuJSV99,375737
6052,conf/sigmod/OriaOILY00,375737
6053,journals/sigmod/SonDT96,375737
