_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,gold
99,conf/sigmod/PapadopoulosM98,276325,Similarity Query Processing Using Disk Arrays,"Apostolos Papadopoulos, Yannis Manolopoulos",1998,Similarity query processing using disk arrays,"Apostolos N. Papadopoulos, Yannis Manolopoulos",1998,1
100,conf/sigmod/PaparizosACJLNPSWWY03,764201,TIMBER: A Native System for Querying XML,"Laks V. S. Lakshmanan, Stelios Paparizos, Nuwee Wiwatwattana, Cong Yu, Jignesh M. Patel, H. V. Jagadish, Andrew Nierman, Divesh Srivastava, Adriane Chapman, Yuqing Wu, Shurug Al-Khalifa",2003,TIMBER: A native XML database,"H. V. Jagadish, S. Al-Khalifa, A. Chapman, L. V. S. Lakshmanan, A. Nierman, S. Paparizos, J. M. Patel, D. Srivastava, N. Wiwatwattana, Y. Wu, C. Yu",2002,0
101,conf/sigmod/PatelYKTNBHRLEKGDN97,672979,"Building a Scaleable Geo-Spatial DBMS: Technology, Implementation, and Evaluation","Curt Ellmann, Roger Lueder, Jignesh M. Patel, Jie-Bing Yu, Nancy E. Hall, Josef Burger, David J. DeWitt, Navin Kabra, Karthikeyan Ramasamy, Shelly Guo, Jeffrey F. Naughton, Biswadeep Nag, Jim Kupsch, Kristin Tufte",1997,Bulk Loading into an OODB: A Performance Study,"Janet L. Wiener, Jeffrey F. Naughton",1994,0
102,conf/sigmod/RamaswamyRS00,276312,Efficient Algorithms for Mining Outliers from Large Data Sets,"Kyuseok Shim, Sridhar Ramaswamy, Rajeev Rastogi",2000,CURE: an efficient clustering algorithm for large databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",1998,0
103,conf/sigmod/RaoR00,671362,Making B+-Trees Cache Conscious in Main Memory,"Kenneth A. Ross, Jun Rao",2000,Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",1999,0
104,conf/sigmod/RaoR98,276309,Reusing Invariants: A New Strategy for Correlated Queries,"Jun Rao, Kenneth A. Ross",1998,Reusing invariants: a new strategy for correlated queries,"Jun Rao, Kenneth A. Ross",1998,1
105,conf/sigmod/RaoZML02,564757,Automating physical database design in a parallel database,"Chun Zhang, Guy M. Lohman, Jun Rao, Nimrod Megiddo",2002,Automating physical database design in a parallel database,"Jun Rao, Chun Zhang, Nimrod Megiddo, Guy Lohman",2002,1
106,conf/sigmod/ReinwaldP98,276356,SQL Open Heterogeneous Data Access,"Berthold Reinwald, Hamid Pirahesh",1998,SQL open heterogeneous data access,"Berthold Reinwald, Hamid Pirahesh",1998,1
107,conf/sigmod/RinfretOO01,672027,Bit-Sliced Index Arithmetic,"Elizabeth J. O'Neil, Denis Rinfret, Patrick E. O'Neil",2001,Transaction Timestamping in (Temporal) Databases,"Christian S. Jensen, David B. Lomet",2001,0
108,conf/sigmod/Rodriguez-Martinez00,381881,MOCHA: A Database Middleware System Featuring Automatic Deployment of Application-Specific Functionality,"Manuel Rodriguez-Martinez, Joseph JJ, John M. McGann, Nick Roussopoulos, Zhexuan Song, Stephen Kelley, Vadim Katz",2000,DeeDS towards a distributed and active real-time database system,"S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",1996,0
109,conf/sigmod/RoussopoulosKR97,344825,Cubetree: Organization of and Bulk Updates on the Data Cube,"Nick Roussopoulos, Mema Roussopoulos, Yannis Kotidis",1997,Design and management of data warehouses report on the DMDW'99 workshop,"Stella Gatziu, Manfred Jeusfeld, Martin Staudt, Yannis Vassiliou",1999,0
110,conf/sigmod/RundensteinerCLCZNJLW99,672966,SERF: ODMG-Based Generic Re-structuring Facility,"Stacia De Lima, Li Chen, Ming Li, S. Weiner, Chandrakant Natarajan, Elke A. Rundensteiner, Xin Zhang, Kajal T. Claypool, Jing Jin",1999,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,"Sarabjot S. Anand, David A. Bell, John G. Hughes",1994,0
111,conf/sigmod/RundensteinerKZWLLN99,304574,Evolvable View Environment (EVE): Non-Equivalent View Maintenance under Schema Changes,"Andreas Koeller, Amy J. Lee, Xin Zhang, Anisoara Nica, Elke A. Rundensteiner, Amber van Wyk, Yong Li",1999,Evolvable view environment (EVE): non-equivalent view maintenance under schema changes,"E. A. Rundensteiner, A. Koeller, X. Zhang, A. J. Lee, A. Nica, A. Van Wyk, Y. Lee",1999,1
112,conf/sigmod/Sahuguet01,375757,Kweelt: More than just yet another framework to query XML!,Arnaud Sahuguet,2001,Kweelt: more than just yet another framework to query XML!,Arnaud Sahuguet,2001,1
113,conf/sigmod/SaltenisJLL00,304579,Indexing the Positions of Continuously Moving Objects,"Mario A. Lopez, Simonas Saltenis, Christian S. Jensen, Scott T. Leutenegger",2000,SERF: ODMG-based generic re-structuring facility,"E. A. Rundensteiner, K. Claypool, M. Li, L. Chen, Z. Zhang, C. Natarajan, J. Jin, S. De Lima, S. Weiner",1999,0
114,conf/sigmod/SchleimerWA03,671505,Winnowing: Local Algorithms for Document Fingerprinting,"Alexander Aiken, Daniel Shawcross Wilkerson, Saul Schleimer",2003,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,"Alexander Hinneburg, Daniel A. Keim",1999,0
115,conf/sigmod/SchleimerWA03,872770,Winnowing: Local Algorithms for Document Fingerprinting,"Alexander Aiken, Daniel Shawcross Wilkerson, Saul Schleimer",2003,Winnowing: local algorithms for document fingerprinting,"Saul Schleimer, Daniel S. Wilkerson, Alex Aiken",2003,1
116,conf/sigmod/SchusterW01,375728,Communication Efficient Distributed Mining of Association Rules,"Ran Wolff, Assaf Schuster",2001,Communication-efficient distributed mining of association rules,"Assaf Schuster, Ran Wolff",2001,1
117,conf/sigmod/SengarH03,872867,PLASTIC: Reducing Query Optimization Overheads through Plan Recycling,"Jayant R. Haritsa, Vibhuti S. Sengar",2003,PLASTIC: reducing query optimization overheads through plan recycling,"Vibhuti S. Sengar, Jayant R. Haritsa",2003,1
118,conf/sigmod/Seshadri99,304226,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)",Praveen Seshadri,1999,"Honey, I shrunk the database: footprint, mobility, and beyond",Praveen Seshadri,1999,1
119,conf/sigmod/Shasha97,253288,"Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution (Tutorial)",Dennis Shasha,1997,An array-based algorithm for simultaneous multidimensional aggregates,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton",1997,0
120,conf/sigmod/ShivakumarG97,253349,Wave-Indices: Indexing Evolving Databases,"Hector Garcia-Molina, Narayanan Shivakumar",1997,Wave-indices: indexing evolving databases,"Narayanan Shivakumar, Héctor García-Molina",1997,1
121,conf/sigmod/SimmenSM96,233320,Fundamental Techniques for Order Optimization,"Eugene J. Shekita, David E. Simmen, Timothy Malkemus",1996,Fundamental techniques for order optimization,"David Simmen, Eugene Shekita, Timothy Malkemus",1996,1
122,conf/sigmod/SionAP03,872845,Rights Protection for Relational Data,"Sunil Prabhakar, Radu Sion, Mikhail J. Atallah",2003,PeerDB: peering into personal databases,"Beng Chin Ooi, Kian-Lee Tan, Aoying Zhou, Chin Hong Goh, Yingguang Li, Chu Yee Liau, Bo Ling, Wee Siong Ng, Yanfeng Shu, Xiaoyu Wang, Ming Zhang",2003,0
123,conf/sigmod/Spiro98,276359,"Ubiquitous, Self-tuning, Scalable Servers",Peter M. Spiro,1998,"Ubiquitous, self-tuning, scalable servers",Peter Spiro,1998,1
124,conf/sigmod/StoltePAG03,671020,Scientific Data Repositories: Designing for a Moving Target,"Etzard Stolte, Thomas R. Gross, Gustavo Alonso, Christoph von Praun",2003,Distributed Processing over Stand-alone Systems and Applications,"Gustavo Alonso, Claus Hagen, Hans-Jörg Schek, Markus Tresch",1997,0
125,conf/sigmod/Stonebraker03,336577,Visionary: A Next Generation Visualization System for Databases,Michael Stonebraker,2003,A goal-driven auto-configuration tool for the distributed workflow management system mentorlite,"Michael Gillmann, Jeanine Weissenfels, German Shegalov, Wolfgang Wonner, Gerhard Weikum",2000,0
126,conf/sigmod/SubramanianV98,375705,Cost-Based Optimization of Decision Support Queries Using Transient Views,"Shivakumar Venkataraman, Subbu N. Subramanian",1998,Generating efficient plans for queries using views,"Foto N. Afrati, Chen Li, Jeffrey D. Ullman",2001,0
127,conf/sigmod/SwamiS94,191877,Estimating Page Fetches for Index Scans with Finite LRU Buffers,"Arun N. Swami, K. Bernhard Schiefer",1994,Estimating page fetches for index scans with finite LRU buffers,"Arun Swami, K. Bernhard Schiefer",1994,1
128,conf/sigmod/Team95,223843,"Object-Oriented, Rapid Application Development in a PC Database Environment",Fox Development Team,1995,Semantic assumptions and query evaluation in temporal databases,"Claudio Bettini, X. Sean Wang, Elisa Bertino, Sushil Jajodia",1995,0
129,conf/sigmod/ThomasDM95,223896,Design and Implementation of Advanced Knowledge Processing in the KDMS KRISYS (Demonstration Description),"Stefan Deloch, Joachim Thomas, Nelson Mendona Mattos",1995,"Information translation, mediation, and mosaic-based browsing in the TSIMMIS system","Joachim Hammer, Héctor García-Molina, Kelly Ireland, Yannis Papakonstantinou, Jeffrey Ullman, Jennifer Widom",1995,0
130,conf/sigmod/TomasicGS94,762474,Incremental Updates of Inverted Lists for Text Document Retrieval,"Hector Garcia-Molina, Anthony Tomasic, Kurt A. Shoens",1994,Adaptive algorithms for set containment joins,"Sergey Melnik, Hector Garcia-Molina",2003,0
131,conf/sigmod/WhiteCF98,276355,Enterprise Java Platform Data Access,"Seth J. White, R. G. G. Cattell, Sheldon J. Finkelstein",1998,Enterprise Java platform data access,"Seth White, Rick Cattell, Shel Finkelstein",1998,1
132,conf/sigmod/WhiteD95,223814,Implementing Crash Recovery in QuickStore: A Performance Study,"Seth J. White, David J. DeWitt",1995,Implementing crash recovery in QuickStore: a performance study,"Seth J. White, David J. DeWitt",1995,1
133,conf/sigmod/WilschutFA95,276329,Parallel Evaluation of Multi-Join Queries,"Jan Flokstra, Annita N. Wilschut, Peter M. G. Apers",1995,Simultaneous optimization and evaluation of multiple dimensional queries,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",1998,0
134,conf/sigmod/ZaharioudakisC97,375737,Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,"Michael J. Carey, Markos Zaharioudakis",1997,The network is the database: data management for highly distributed systems,"Julio C. Navas, Michael Wynblatt",2001,0
135,conf/sigmod/ZaharioudakisC97,765547,Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,"Michael J. Carey, Markos Zaharioudakis",1997,Data placement in shared-nothing parallel database systems,"Manish Mehta, David J. DeWitt",1997,0
136,conf/sigmod/ZhouLP99,375762,TAM: A System for Dynamic Transactional Activity Management,"Ling Liu, Calton Pu, Tong Zhou",1999,OminiSearch: a method for searching dynamic content on the Web,"David Buttler, Ling Liu, Calton Pu, Henrique Paques, Wei Han, Wei Tang",2001,0
137,conf/sigmod/ZhuS03,872780,Warping Indexes with Envelope Transforms for Query by Humming,"Dennis Shasha, Yunyue Zhu",2003,Warping indexes with envelope transforms for query by humming,"Yunyue Zhu, Dennis Shasha",2003,1
138,conf/sigmod/ZhuSZ03,872780,Query by Humming - in Action with its Technology Revealed,"Yunyue Zhu, Xiaojian Zhao, Dennis Shasha",2003,Warping indexes with envelope transforms for query by humming,"Yunyue Zhu, Dennis Shasha",2003,0
139,conf/sigmod/ZhugeGHW95,223848,View Maintenance in a Warehousing Environment,"Jennifer Widom, Hector Garcia-Molina, Yue Zhuge, Joachim Hammer",1995,View maintenance in a warehousing environment,"Yue Zhuge, Héctor García-Molina, Joachim Hammer, Jennifer Widom",1995,1
140,conf/vldb/AbiteboulAAACHHMMMMSTV99,671497,XML Repository and Active Views Demonstration,"Bruno Tessier, Amlie Marian, Brendan Hills, Sophie Cluet, Jean-Claude Mamou, Bernd Amann, Anne-Marie Vercoustre, Frdric Hubert, Vincent Aguilera, Laurent Mignet, Serge Abiteboul, Sbastien Ailleret, Tova Milo, Cassio Souza dos Santos",1999,XML Repository and Active Views Demonstration,"Serge Abiteboul, Vincent Aguilera, Sébastien Ailleret, Bernd Amann, Sophie Cluet, Brendan Hills, Frédéric Hubert, Jean-Claude Mamou, Amélie Marian, Laurent Mignet, Tova Milo, Cassio Souza dos Santos, Bruno Tessier, Anne-Marie Vercoustre",1999,1
141,conf/vldb/AbiteboulACEMM99,262770,Active Views for Electronic Commerce,"Laurent Mignet, Serge Abiteboul, Tova Milo, Adi Eyal, Bernd Amann, Sophie Cluet",1999,Lore: a database management system for semistructured data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",1997,0
142,conf/vldb/AbrolLMMMRTWZ01,767151,Navigating large-scale semi-structured data in business portals,"Michel Tourn, Man Abrol, John Wang, Grace Zhang, Jianchang Mao, Uma Mahadevan, Rajat Mukherjee, Prabhakar Raghavan, Neil Latarche",2001,Answering queries using views: A survey,Alon Y. Halevy,2001,0
143,conf/vldb/AgarwalADGNRS96,233324,On the Computation of Multidimensional Aggregates,"Sunita Sarawagi, Ashish Gupta, Rakesh Agrawal, Prasad Deshpande, Jeffrey F. Naughton, Sameet Agarwal, Raghu Ramakrishnan",1996,BIRCH: an efficient data clustering method for very large databases,"Tian Zhang, Raghu Ramakrishnan, Miron Livny",1996,0
144,conf/vldb/AggarwalHWY03,253364,A Framework for Clustering Evolving Data Streams,"Philip S. Yu, Charu C. Aggarwal, Jiawei Han, Jianyong Wang",2003,A unified framework for enforcing multiple access control policies,"Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino",1997,0
145,conf/vldb/AggarwalY02,564774,An Automated System for Web Portal Personalization,"Philip S. Yu, Charu C. Aggarwal",2002,"COMMIX: towards effective web information extraction, integration and query answering","Tengjiao Wang, Shiwei Tang, Dongqing Yang, Jun Gao, Yuqing Wu, Jian Pei",2002,0
146,conf/vldb/AgrawalLSS95,671701,"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases","King-Ip Lin, Harpreet S. Sawhney, Rakesh Agrawal, Kyuseok Shim",1995,Automated Selection of Materialized Views and Indexes in SQL Databases,"Sanjay Agrawal, Surajit Chaudhuri, Vivek R. Narasayya",2000,0
147,conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02,673642,OBK - An Online High Energy Physics' Meta-Data Repository,"L. Pedro, V. Kotov, I. Papadopoulos, L. Mapelli, A. Ribeiro, A. Amorim, R. Hart, M. Nassiakou, H. Wolters, N. Parrington, D. Liko, Yu. Ryabov, R. Jones, I. Alexandrov, L. Lucio, I. Soloviev, M. Caprini, E. Badescu, S. Kolos, M. Dobson, L. Moneta, D. Schweiger, M. Barczyk, A. Kazarov, D. Burckhart-Chromek, M. Mineev, J. Flammer",2002,Critical Database Technologies for High Energy Physics,"David M. Malon, Edward N. May",1997,0
148,conf/vldb/AmirKN01,672215,Analyzing Quantitative Databases: Image is Everything,"Reuven Kashi, Nathan S. Netanyahu, Amihood Amir",2001,Analyzing Quantitative Databases: Image is Everything,"Amihood Amir, Reuven Kashi, Nathan S. Netanyahu",2001,1
149,conf/vldb/AmmannJR95,673164,Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,"Paul Ammann, Indrakshi Ray, Sushil Jajodia",1995,Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",1995,1
150,conf/vldb/AnSVKIG01,672374,Analyzing energy behavior of spatial access methods for memory-resident data,"Anand Sivasubramaniam, Sudhanva Gurumurthi, Narayanan Vijaykrishnan, Ning An, Mary Jane Irwin, Mahmut T. Kandemir",2001,Analyzing energy behavior of spatial access methods for memory-resident data,"Ning An, Anand Sivasubramaniam, Narayanan Vijaykrishnan, Mahmut T. Kandemir, Mary Jane Irwin, Sudhanva Gurumurthi",2001,1
151,conf/vldb/AnciauxBP03,223791,Memory Requirements for Query Execution in Highly Constrained Devices,"Luc Bouganim, Nicolas Anciaux, Philippe Pucheral",2003,OFL: a functional execution model for object query languages,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",1995,0
152,conf/vldb/AnkerstBKS98,671198,Improving Adaptable Similarity Query Processing by Using Approximations,"Hans-Peter Kriegel, Bernhard Braunmller, Thomas Seidl, Mihael Ankerst",1998,Improving Adaptable Similarity Query Processing by Using Approximations,"Mihael Ankerst, Bernhard Braunmüller, Hans-Peter Kriegel, Thomas Seidl",1998,1
153,conf/vldb/Banerjee00,671683,A Database Platform for Bioinformatics,Sandeepan Banerjee,2000,A Database Platform for Bioinformatics,Sandeepan Banerjee,2000,1
154,conf/vldb/BaumgartnerFG01a,672189,Supervised Wrapper Generation with Lixto,"Sergio Flesca, Robert Baumgartner, Georg Gottlob",2001,Supervised Wrapper Generation with Lixto,"Robert Baumgartner, Sergio Flesca, Georg Gottlob",2001,1
155,conf/vldb/Bayer95,673133,Document Management as a Database Problem,Rudolf Bayer,1995,Document Management as a Database Problem,Rudolf Bayer,1995,1
156,conf/vldb/BliujuteJSS98,767093,R-Tree Based Indexing of Now-Relative Bitemporal Data,"Simonas Saltenis, Christian S. Jensen, Giedrius Slivinskas, Rasa Bliujute",1998,Indexing of now-relative spatio-bitemporal data,"Simonas Šaltenis, Christian S. Jensen",2002,0
157,conf/vldb/BlokWZPAKJ01,767153,Flexible and scalable digital library search,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",2001,Global transaction support for workflow management systems: from formal specification to practical implementation,"Paul Grefen, Jochem Vonk, Peter Apers",2001,0
158,conf/vldb/BohlenSS96,673474,Coalescing in Temporal Databases,"Michael D. Soo, Richard T. Snodgrass, Michael H. Bhlen",1996,Coalescing in Temporal Databases,"Michael H. Böhlen, Richard Thomas Snodgrass, Michael D. Soo",1996,1
159,conf/vldb/BrightR02,248611,Using Latency-Recency Profiles for Data Delivery on the Web,"Louiqa Raschid, Laura Bright",2002,"Mediator languages-a proposal for a standard: report of an I3/POB working group held at the University of Maryland, April 12 and 13, 1996","Peter Buneman, Louiqa Raschid, Jeffrey Ullman",1997,0
160,conf/vldb/BrownCC94,672985,Fast Incremental Indexing for Full-Text Information Retrieval,"W. Bruce Croft, James P. Callan, Eric W. Brown",1994,Fast Incremental Indexing for Full-Text Information Retrieval,"Eric W. Brown, James P. Callan, W. Bruce Croft",1994,1
161,conf/vldb/BunemanDHOW95,673160,A Data Transformation System for Biological Data Sources,"Susan B. Davidson, Limsoon Wong, Kyle Hart, Peter Buneman, G. Christian Overton",1995,A Data Transformation System for Biological Data Sources,"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",1995,1
162,conf/vldb/CareyD96,673465,Of Objects and Databases: A Decade of Turmoil,"David J. DeWitt, Michael J. Carey",1996,Of Objects and Databases: A Decade of Turmoil,"Michael J. Carey, David J. DeWitt",1996,1
163,conf/vldb/ChaudhuriW00,671696,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,"Surajit Chaudhuri, Gerhard Weikum",2000,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,"Surajit Chaudhuri, Gerhard Weikum",2000,1
164,conf/vldb/CherniackFZ01,672180,Data Management for Pervasive Computing,"Mitch Cherniack, Stanley B. Zdonik, Michael J. Franklin",2001,Data Management for Pervasive Computing,"Mitch Cherniack, Michael J. Franklin, Stanley B. Zdonik",2001,1
165,conf/vldb/ChristopheBPV00,758380,PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Luc Bouganim, Patrick Valduriez, Philippe Pucheral, Christophe Bobineau",2000,PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",2000,1
166,conf/vldb/CiacciaPZ97,582412,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,"Paolo Ciaccia, Pavel Zezula, Marco Patella",1997,Searching in metric spaces with user-defined and approximate distances,"Paolo Ciaccia, Marco Patella",2002,0
167,conf/vldb/Dasgupta96,756664,Large Databases for Remote Sensing and GIS,A. R. Dasgupta,1996,Large Databases for Remote Sensing and GIS,A. R. Dasgupta,1996,1
168,conf/vldb/DeutschPT99,756643,"Physical Data Independence, Constraints, and Optimization with Universal Plans","Lucian Popa, Alin Deutsch, Val Tannen",1999,"Physical Data Independence, Constraints, and Optimization with Universal Plans","Alin Deutsch, Lucian Popa, Val Tannen",1999,1
169,conf/vldb/DittrichSTW02,564721,Progressive Merge Join: A Generic and Non-blocking Sort-based Join Algorithm,"Jens-Peter Dittrich, Peter Widmayer, David Scot Taylor, Bernhard Seeger",2002,A scalable hash ripple join algorithm,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",2002,0
170,conf/vldb/DongHLPW01,672176,Mining Multi-Dimensional Constrained Gradients in Data Cubes,"Jiawei Han, Ke Wang, Joyce M. W. Lam, Guozhu Dong, Jian Pei",2001,Mining Multi-Dimensional Constrained Gradients in Data Cubes,"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",2001,1
171,conf/vldb/DonjerkovicR99,671510,Probabilistic Optimization of Top N Queries,"Donko Donjerkovic, Raghu Ramakrishnan",1999,Probabilistic Optimization of Top N Queries,"Donko Donjerkovic, Raghu Ramakrishnan",1999,1
172,conf/vldb/EsterKSWX98,253344,Incremental Clustering for Mining in a Data Warehousing Environment,"Xiaowei Xu, Michael Wimmer, Jrg Sander, Martin Ester, Hans-Peter Kriegel",1998,A toolkit for negotiation support interfaces to multi-dimensional data,"Michael Gebhardt, Matthias Jarke, Stephan Jacobs",1997,0
173,conf/vldb/FegarasE01,672209,Query Engines for Web-Accessible XML Data,"Ramez Elmasri, Leonidas Fegaras",2001,Query Engines for Web-Accessible XML Data,"Leonidas Fegaras, Ramez Elmasri",2001,1
174,conf/vldb/FuhDCMTLDRM99,671520,Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,"Nelson Mendona Mattos, Serge Rielau, Bruce G. Lindsay, Stefan Deloch, You-Chin Fuh, Brian T. Tran, Danko Mannhaupt, Linda DeMichel, Weidong Chen",1999,Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,"You-Chin Fuh, Stefan Deßloch, Weidong Chen, Nelson Mendonça Mattos, Brian T. Tran, Bruce G. Lindsay, Linda DeMichel, Serge Rielau, Danko Mannhaupt",1999,1
175,conf/vldb/FukudaMMT96,383893,Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,"Takeshi Fukuda, Yasuhiko Morimoto, Takeshi Tokuyama, Shinichi Morishita",1996,Data Mining with optimized two-dimensional association rules,"Takeshi Fukuda, Yasuhiko Morimoto, Shimichi Morishita, Takeshi Tokuyama",2001,0
176,conf/vldb/Gentili01,672184,Italian Electronic Identity Card - principle and architecture,Mario Gentili,2001,Italian Electronic Identity Card - principle and architecture,Mario Gentili,2001,1
177,conf/vldb/GeorgeH98,673147,Secure Buffering in Firm Real-Time Database Systems,"Binto George, Jayant R. Haritsa",1998,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",1995,0
178,conf/vldb/GhoshPSH02,764215,Plan Selection Based on Query Clustering,"Antara Ghosh, Vibhuti S. Sengar, Jayant R. Haritsa, Jignashu Parikh",2002,Secure buffering in firm real-time database systems,"Binto George, Jayant R. Haritsa",2000,0
179,conf/vldb/GinisHKMT97,673468,Data Manager for Evolvable Real-time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",1997,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",1996,0
180,conf/vldb/GoldmanSVG98,671346,Proximity Search in Databases,"Narayanan Shivakumar, Hector Garcia-Molina, Roy Goldman, Suresh Venkatasubramanian",1998,Proximity Search in Databases,"Roy Goldman, Narayanan Shivakumar, Suresh Venkatasubramanian, Hector Garcia-Molina",1998,1
181,conf/vldb/GoyalHSS95,673147,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, S. Seshadri, V. Srinivasan, Jayant R. Haritsa",1995,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",1995,1
182,conf/vldb/GravanoG97,673153,Merging Ranks from Heterogeneous Internet Sources,"Hector Garcia-Molina, Luis Gravano",1997,Duplicate Removal in Information System Dissemination,"Tak W. Yan, Hector Garcia-Molina",1995,0
183,conf/vldb/GravanoIJKMS01,673490,Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",2001,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",1996,0
184,conf/vldb/GyssensL97,671161,A Foundation for Multi-dimensional Databases,"Laks V. S. Lakshmanan, Marc Gyssens",1997,nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,"Frédéric Gingras, Laks V. S. Lakshmanan",1998,0
185,conf/vldb/HageJPST03,672182,Integrated Data Management for Mobile Services in the Real World,"Igor Timko, Torben Bach Pedersen, Christian Hage, Christian S. Jensen, Laurynas Speicys",2003,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",2001,0
186,conf/vldb/HasanM95,671338,Coloring Away Communication in Parallel Query Optimization,"Rajeev Motwani, Waqar Hasan",1995,Computing Iceberg Queries Efficiently,"Min Fang, Narayanan Shivakumar, Hector Garcia-Molina, Rajeev Motwani, Jeffrey D. Ullman",1998,0
187,conf/vldb/HinneburgAK00,335383,What Is the Nearest Neighbor in High Dimensional Spaces?,"Charu C. Aggarwal, Alexander Hinneburg, Daniel A. Keim",2000,Finding generalized projected clusters in high dimensional spaces,"Charu C. Aggarwal, Philip S. Yu",2000,0
188,conf/vldb/HoelS95,673135,Benchmarking Spatial Join Operations with Spatial Output,"Erik G. Hoel, Hanan Samet",1995,Benchmarking Spatial Join Operations with Spatial Output,"Erik G. Hoel, Hanan Samet",1995,1
189,conf/vldb/JagadishKMPSS98,671666,Optimal Histograms with Quality Guarantees,"S. Muthukrishnan, H. V. Jagadish, Kenneth C. Sevcik, Torsten Suel, Nick Koudas, Viswanath Poosala",1998,What can Hierarchies do for Data Warehouses?,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",1999,0
190,conf/vldb/JagadishMN99,671667,Semantic Compression and Pattern Extraction with Fascicles,"J. Madar, Raymond T. Ng, H. V. Jagadish",1999,Semantic Compression and Pattern Extraction with Fascicles,"H. V. Jagadish, J. Madar, Raymond T. Ng",1999,1
191,conf/vldb/KeimH99,671505,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,"Daniel A. Keim, Alexander Hinneburg",1999,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,"Alexander Hinneburg, Daniel A. Keim",1999,1
192,conf/vldb/Kiessling02,565131,Foundations of Preferences in Database Systems,Werner Kieling,2002,"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",Aris Ouksel,2002,0
