id,name,addr,city,type
404-237-2941,pricci, 500 pharr rd., atlanta, italian
404-875-7775,r.j.'s uptown kitchen & wine bar, 870 n. highland ave., atlanta, american
404-233-7644,rib ranch, 25 irby ave., atlanta, barbecue
404-325-5285,sa tsu ki, 3043 buford hwy., atlanta, asian
770-449-0033,sato sushi and thai, 6050 peachtree pkwy.  norcross, atlanta, asian
404-873-7358,south city kitchen, 1144 crescent ave., atlanta, southern
404-325-6963,south of france, 2345 cheshire bridge rd., atlanta, french
770-458-7145,stringer's fish camp and oyster bar, 3384 shallowford rd.  chamblee, atlanta, southern
404-321-1118,sundown cafe, 2165 cheshire bridge rd., atlanta, american
404-874-5535,taste of new orleans, 889 w. peachtree st., atlanta, southern
404-264-1163,tomtom, 3393 peachtree rd., atlanta, continental
702-252-7737,antonio's, 3700 w. flamingo, las vegas, italian
702-739-4111,bally's big kitchen, 3645 las vegas blvd. s, las vegas, buffets
702-871-3262,bamboo garden, 4850 flamingo rd., las vegas, asian
702-732-1424,battista's hole in the wall, 4041 audrie st. at flamingo rd., las vegas, italian
702-735-4663,bertolini's, 3570 las vegas blvd. s, las vegas, italian
702-382-1600,binion's coffee shop, 128 fremont st., las vegas, coffee shops/diners
702-791-7111,bistro, 3400 las vegas blvd. s, las vegas, continental
702-432-7777,broiler, 4111 boulder hwy., las vegas, american
702-733-3111,bugsy's diner, 3555 las vegas blvd. s, las vegas, coffee shops/diners
702-735-8686,cafe michelle, 1350 e. flamingo rd., las vegas, american
702-731-7547,cafe roma, 3570 las vegas blvd. s, las vegas, coffee shops/diners
702-731-5311,capozzoli's, 3333 s. maryland pkwy., las vegas, italian
702-252-7777,carnival world, 3700 w. flamingo rd., las vegas, buffets
702-386-2512,center stage plaza hotel, 1 main st., las vegas, american
702-734-0410,circus circus, 2880 las vegas blvd. s, las vegas, buffets
702-731-7888,empress court, 3570 las vegas blvd. s, las vegas, asian
702-367-2411,feast, 2411 w. sahara ave., las vegas, buffets
702-385-7111,golden nugget hotel, 129 e. fremont st., las vegas, buffets
702-384-4470,golden steer, 308 w. sahara ave., las vegas, steak houses
702-385-7111,lillie langtry's, 129 e. fremont st., las vegas, asian
702-737-1234,mandarin court, 1510 e. flamingo rd., las vegas, asian
702-794-8200,margarita's mexican cantina, 3120 las vegas blvd. s, las vegas, mexican
702-454-8073,mary's diner, 5111 w. boulder hwy., las vegas, coffee shops/diners
702-791-7111,mikado, 3400 las vegas blvd. s, las vegas, asian
702-733-2066,pamplemousse, 400 e. sahara ave., las vegas, continental
702-732-6330,ralph's diner, 3000 las vegas blvd. s, las vegas, coffee shops/diners
702-731-7525,the bacchanal, 3570 las vegas blvd. s, las vegas, only in las vegas
702-876-4190,venetian, 3713 w. sahara ave., las vegas, italian
702-871-8826,viva mercado's, 6182 w. flamingo rd., las vegas, mexican
702-794-0700,yolie's, 3900 paradise rd., las vegas, steak houses
415-431-0692,2223, 2223 market st., san francisco, american
415-567-5432,acquarello, 1722 sacramento st., san francisco, italian
415-982-0243,bardelli's, 243 o'farrell st., san francisco, old san francisco
415-929-8855,betelnut, 2030 union st., san francisco, asian
415-495-6500,bistro roti, 155 steuart st., san francisco, french
415-433-6300,bix, 56 gold st., san francisco, american
415-543-2222,bizou, 598 fourth st., san francisco, french
415-776-7766,buca giovanni, 800 greenwich st., san francisco, italian
415-474-4180,cafe adriano, 3347 fillmore st., san francisco, italian
415-776-1506,cafe marimba, 2317 chestnut st., san francisco, mexican/latin american/spanish
415-771-3500,california culinary academy, 625 polk st., san francisco, french
415-989-2589,capp's corner, 1600 powell st., san francisco, italian
415-863-3516,carta, 1772 market st., san francisco, american
415-543-8060,chevys, 4th and howard sts., san francisco, mexican/latin american/spanish
415-296-8555,cypress club, 500 jackson st., san francisco, american
415-788-9900,des alpes, 732 broadway, san francisco, french
415-362-0404,faz, 161 sutter st., san francisco, greek and middle eastern
415-982-2000,fog city diner, 1300 battery st., san francisco, american
415-546-5011,garden court, market and new montgomery sts., san francisco, old san francisco
415-771-8822,gaylord's, ghirardelli sq., san francisco, asian
415-292-0101,grand cafe hotel monaco, 501 geary st., san francisco, american
415-771-6222,greens, bldg. a fort mason, san francisco, vegetarian
415-781-8833,harbor village, 4 embarcadero center, san francisco, asian
415-673-1888,harris', 2100 van ness ave., san francisco, steak houses
415-882-1333,harry denton's, 161 steuart st., san francisco, american
415-863-5545,hayes street grill, 320 hayes st., san francisco, seafood
415-362-0641,helmand, 430 broadway, san francisco, greek and middle eastern
415-668-8998,hong kong flower lounge, 5322 geary blvd., san francisco, asian
415-752-8833,hong kong villa, 2332 clement st., san francisco, asian
415-441-7778,hyde street bistro, 1521 hyde st., san francisco, italian
415-986-0100,il fornaio levi's plaza, 1265 battery st., san francisco, italian
415-563-0487,izzy's steak & chop house, 3345 steiner st., san francisco, steak houses
415-986-9854,jack's, 615 sacramento st., san francisco, old san francisco
415-752-5652,kabuto sushi, 5116 geary blvd., san francisco, asian
415-668-9292,katia's, 600 5th ave., san francisco, 
415-397-7720,kuleto's, 221 powell st., san francisco, italian
415-546-5000,kyo-ya. sheraton palace hotel, 2 new montgomery st.  at market st., san francisco, asian
415-982-1124,l'osteria del forno, 519 columbus ave., san francisco, italian
415-391-2233,le central, 453 bush st., san francisco, french
415-668-4848,le soleil, 133 clement st., san francisco, asian
415-398-5700,macarthur park, 607 front st., san francisco, american
415-861-6224,manora, 3226 mission st., san francisco, asian
415-362-8286,maykadeh, 470 green st., san francisco, greek and middle eastern
415-929-1730,mccormick & kuleto's, ghirardelli sq., san francisco, seafood
415-487-9800,millennium, 246 mcallister st., san francisco, vegetarian
415-989-7800,moose's, 1652 stockton st., san francisco, mediterranean
415-931-1556,north india, 3131 webster st., san francisco, asian
415-777-5577,one market, 1 market st., san francisco, american
415-346-1333,oritalia, 1915 fillmore st., san francisco, italian
415-929-2087,pacific pan pacific hotel, 500 post st., san francisco, french
415-395-9800,palio d'asti, 640 sacramento st., san francisco, italian
415-346-2111,pane e vino, 3011 steiner st., san francisco, italian
415-391-2555,pastis, 1015 battery st., san francisco, french
415-922-9022,perry's, 1944 union st., san francisco, american
415-982-7877,r&g lounge, 631 b kearny st., san francisco, or 415/982-3811 asian
415-434-4100,rubicon, 558 sacramento st., san francisco, american
415-421-2300,rumpus, 1 tillman pl., san francisco, american
415-346-3486,sanppo, 1702 post st., san francisco, asian
415-395-8555,scala's bistro, 432 powell st., san francisco, italian
415-495-7275,south park cafe, 108 south park, san francisco, french
415-986-3222,splendido embarcadero,4, san francisco, mediterranean
415-861-7827,stars, 150 redwood alley, san francisco, american
415-861-4344,stars cafe, 500 van ness ave., san francisco, american
415-664-3664,stoyanof's cafe, 1240 9th ave., san francisco, greek and middle eastern
415-668-1783,straits cafe, 3300 geary blvd., san francisco, asian
415-252-9289,suppenkuche, 601 hayes st., san francisco, russian/german
415-391-2373,tadich grill, 240 california st., san francisco, seafood
415-474-8890,the heights, 3235 sacramento st., san francisco, french
415-863-9335,thepin, 298 gough st., san francisco, asian
415-752-4440,ton kiang, 3148 geary blvd., san francisco, asian
415-433-7250,vertigo, 600 montgomery st., san francisco, mediterranean
415-346-4430,vivande porta via, 2125 fillmore st., san francisco, italian
415-673-9245,vivande ristorante, 670 golden gate ave., san francisco, italian
415-563-9727,world wrapps, 2257 chestnut st., san francisco, american
415-957-9300,wu kong, 101 spear st., san francisco, asian
415-541-4949,yank sing, 427 battery st., san francisco, asian
415-566-6966,yaya cuisine, 1220 9th ave., san francisco, greek and middle eastern
415-922-7788,yoyo tsumami bistro, 1611 post st., san francisco, french
415-346-0800,zarzuela, 2000 hyde st., san francisco, mexican/latin american/spanish
415-552-2522,zuni cafe & grill, 1658 market st., san francisco, mediterranean
