int_id,ext_id,title,SKU,price,is_discounted,category,company_struct,company_free,brand,weight,length,width,height,fabrics,colors,materials
2382,1043897223,TravelPro National Geographic 16-Inch Rolling Panda Luggage in Blue,43897223,69.99,False,Gear & Travel / Baby Carriers / Luggage,,TravelPro,,,"10""","12""","16""",,,plastic
2383,3262537,Trunki Toy Box,43393916,29.99,False,Gear & Travel / Baby Carriers / Luggage,Trunki Inc,,,,"15-1/2""","11-3/4""","11-1/2""",,,plastic
2384,1018944278,O3 Kids Backpack and Luggage Set in Wings,18944278,94.99,False,Gear & Travel / Baby Carriers / Luggage,O3 Kids,,,,"14.5""","10""","5.5""",,,
2385,1044637484,Travelpro Jurassic World 16-Inch Kids Hardside Multicolor Rolling Luggage in Yellow/Black,44637484,69.99,False,Gear & Travel / Baby Carriers / Luggage,,Travelpro,,4.2 lb.,"12""","9""","18""",,,
2386,1018944235,O3 Kids Luggage with Integrated Cooler in Butterfly,18944235,59.99,False,Gear & Travel / Baby Carriers / Luggage,O3 Kids,,,,,,,,,
2387,1044637477,Travelpro Jurassic World 16-Inch Kids Hardside Rolling Luggage in Blue,44637477,69.99,False,Gear & Travel / Baby Carriers / Luggage,,Travelpro,,4.2 lb.,"12""","9""","18""",,,
2388,1018944219,O3 Kids Luggage with Integrated Cooler in Peace Sign,18944219,59.99,False,Gear & Travel / Baby Carriers / Luggage,O3 Kids,,,,,,,,,
2389,1044100025,SKIP*HOP Zoo Little Kid Rolling Luggage in Giraffe,44100025,34.99,False,Gear & Travel / Baby Carriers / Luggage,Skip Hop,SKIP*HOP,,,"13""","5""","18""",,,phthalate
2390,1018944200,O3 Kids Luggage with Integrated Cooler in Star,18944200,59.99,False,Gear & Travel / Baby Carriers / Luggage,O3 Kids,,,,,,,,,
2391,3246837,Ju-Ju-Be Be Light Daily Tote,,34.99,False,Gear & Travel / Baby Carriers / Luggage,Ju-Ju-Be,Ju-Ju-Be,,,"11""","1.5""","12.5""",polyester,,
2392,1044163501,Stephen Joseph Zoo Go Go Backpack in Blue,44163501,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2393,1044163518,Stephen Joseph Ballet Go Go Backpack in Pink,44163518,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2394,1044693589,JJ Cole Dino Toddler Backpack,44693589,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,JJ Cole,JJ Cole,,,"11""","6-1/4""","15""",polyester,,
2395,1044163525,Stephen Joseph Fox Go Go Backpack in Pink,44163525,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2396,1044693596,JJ Cole Rocket Toddler Backpack,44693596,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,JJ Cole,JJ Cole,,,"11""","6-1/4""","15""",polyester,,
2397,1044163785,Stephen Joseph Bird Quilted Backpack in Green,44163785,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2398,1044163532,Stephen Joseph Flower Go Go Backpack in Green/Yellow,44163532,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2399,1044163709,Stephen Joseph Cat Quilted Backpack in Purple,44163709,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2400,1044693602,JJ Cole Ladybug Toddler Backpack,44693602,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,JJ Cole,JJ Cole,,,"11""","6-1/4""","15""",polyester,,
2401,1044159610,Stephen Joseph Pirate Mini Sidekick Backpack in Blue/Red,44159610,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"10""","3""","11""",polyester,,
2402,1044163792,Stephen Joseph Zoo Quilted Backpack in Green,44163792,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2403,1044163549,Stephen Joseph Frog Go Go Backpack in Pink/Green,44163549,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2404,1044163716,Stephen Joseph Construction Quilted Backpack in Green,44163716,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2405,1044693619,JJ Cole Butterfly Toddler Backpack,44693619,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,JJ Cole,JJ Cole,,,"11""","6-1/4""","15""",polyester,,
2406,1044159627,Stephen Joseph Horse Mini Sidekick Backpack in Brown/Pink,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,pink,
2407,1044163808,Stephen Joseph Zoo Quilted Backpack in Pink,44163808,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2408,1044405427,SKIP*HOP Forget Me Not Heart Backpack and Lunch Bag,44405427,39.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"11-1/2""","5-1/4""","14""",,,
2409,1044159580,Stephen Joseph Bumblebee Mini Sidekick Backpack in Yellow/Pink,44159580,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"10""","3""","11""",polyester,,
2410,210216,Cuddlepack Backpack,,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,,,,,"9.8""","3.5""","10.6""",polyester,,
2411,1042998297,SKIP*HOP Zoo Pack Little Kid Backpack in Elephant,42998297,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2412,1043975297,Bixbee Sparkalicious Butterflyer Backpack in Purple,43975297,34.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Bixbee,Bixbee,,,"12-1/2""","2""","10""",,,
2413,1043193936,Trunki Whale PaddlePak,43193936,29.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Trunki Inc,,,,"19.29""","11.42""","2.36""",,,
2414,1018525364,SKIP*HOP Zoo Packs Little Kid Backpacks in Owl,18525364,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2415,1044163600,Stephen Joseph Farm House Go Go Backpack,44163600,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2416,1044163556,Stephen Joseph Alligator Go Go Backpack in Green/Blue,44163556,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2417,3242619,OGIO Phantom Wheeled Backpack,41539361,109.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,,,,14.5 lbs.,"10.25""","13.5""","20.5""",plush,,
2418,1044163723,Stephen Joseph Fire Truck Quilted Backpack in Blue,44163723,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2419,3243710,Reebok  Z-Series Kids Backpack,,32.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,,Reebok,,,,,,polyester,,
2420,1044163952,Stephen Joseph Airplane Quilted Backpack in Light Blue,44163952,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2421,1044159634,Stephen Joseph Fox Mini Sidekick Backpack in Orange/Pink,44159634,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"10""","3""","11""",polyester,,
2422,1044163815,Stephen Joseph Ballet Quilted Backpack in Pink,44163815,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2423,1040437705,SKIP*HOP Zoo Packs Little Kid Backpacks in Ladybug,40437705,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,,,,,,
2424,1043202867,Babiators Rocket Pack Backpack in Galactic Grey,43202867,49.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Babiators,Babiators,,,,,,,,
2425,1044164010,Stephen Joseph Monkey Quilted Backpack in Blue,44164010,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2426,1044405434,SKIP*HOP Forget Me Not Cloud Backpack and Lunch Bag,44405434,39.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"11-1/2""","5-1/4""","14""",,,
2427,1044163440,Stephen Joseph Fire Truck Go Go Backpack in Blue/Red,44163440,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2428,1044159672,Stephen Joseph Airplane Mini Sidekick Backpack,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,blue / red,
2429,1044163860,Stephen Joseph Alligator Quilted Backpack in Blue,44163860,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2430,1044163631,Stephen Joseph Shark Go Go Backpack in Blue/Green,44163631,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2431,1041554845,SKIP*HOP Zoo Packs Little Kid Backpacks in Koala,41554845,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,,,,,,
2432,1044159597,Stephen Joseph Dog Mini Sidekick Backpack in Blue/Brown,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,,
2433,1043975303,Bixbee Rocketflyer Backpack in Blue,43975303,34.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Bixbee,Bixbee,,,"12-1/2""","2""","10""",,,
2434,1042998273,SKIP*HOP Zoo Pack Little Kid Backpack in Cat,42998273,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2435,1044163587,Stephen Joseph Transportation Go Go Backpack in Blue,44163587,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2436,1018525372,SKIP*HOP Zoo Packs Little Kid Backpacks in Fox,18525372,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2437,1044163938,Stephen Joseph Owl Quilted Backpack in Turquoise,44163938,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2438,1043202843,Babiators Rocket Pack Backpack in Popstar Pink,43202843,49.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Babiators,Babiators,,,,,,,,
2439,1041797778,Kids Pull-Along Penguin Trolley and Backpack,41797778,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,,,,,"10.5""","4.5""","16.5""",,,
2440,1044163617,Stephen Joseph Cupcake Go Go Backpack in Pink/Purple,44163617,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2441,1044163563,Stephen Joseph Dinosaur Go Go Backpack in Green/Blue,44163563,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2442,1044163914,Stephen Joseph Farm Quilted Backpack in Red,44163914,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2443,1044163730,Stephen Joseph Bee Quilted Backpack in Turquoise,44163730,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2444,1044160814,Stephen Joseph Owl Sidekick Backpack in Pink/Aqua,44160814,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2445,1043999286,Bixbee Sparkalicious Butterflyer Backpack in Pink,43999286,34.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Bixbee,Bixbee,,,"16""","4""","10""",,,
2446,1044160753,Stephen Joseph Butterfly Sidekick Backpack in Green/Pink,44160753,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2447,1044163754,Stephen Joseph Butterfly Quilted Backpack in Pink,44163754,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2448,1044160838,Stephen Joseph Tiger Sidekick Backpack in Orange/Blue,44160838,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2449,1044405397,SKIP*HOP Unicorn Zoo Little Kid Backpack,44405397,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"2""","11.5""","12.5""",,,phthalate
2450,1043193882,Trunki Blowfish PaddlePak,43193882,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Trunki Inc,,,,"17.52""","11.61""","2.17""",,,
2451,3243711,Reebok  Frame Backpack,,44.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,,Reebok,,,,,,polyester,,
2452,1044163969,Stephen Joseph Robot Quilted Backpack in Blue,44163969,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2453,1044159641,Stephen Joseph Dino Mini Sidekick Backpack in Green/Blue,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,,
2454,1044163822,Stephen Joseph Fox Quilted Backpack in Pink,44163822,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2455,1043999309,Bixbee Animal Pack Shark Backpack in Blue,43999309,31.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Bixbee,,,,"16""","4""","10""",,,
2456,1044164027,Stephen Joseph Monkey Quilted Backpack in Pink,44164027,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2457,1044405441,SKIP*HOP Forget Me Not Specs Backpack and Lunch Bag,44405441,39.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"11-1/2""","5-1/4""","14""",,,
2458,1044163457,Stephen Joseph Bee Go Go Backpack,44163457,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2459,1044159689,Stephen Joseph Tiger Mini Sidekick Backpack,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,orange / black / green,
2460,1044163877,Stephen Joseph Dinosaur Quilted Backpack in Blue,44163877,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2461,1044160777,Stephen Joseph Horse Sidekick Backpack in Brown/Pink,44160777,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2462,1018885956,O3 Kids All-in-One Backpack with Cooler in Cool Camouflage,18885956,29.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,O3 Kids,,,,"14.5""","10""","5.5""",,,
2463,1043160327,Disney Frozen Elsa Backpack,43160327,29.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Disney,Disney,,,"4.3""","11.8""","12.9""",cotton,,
2464,1044163648,Stephen Joseph Airplane Go Go Backpack in Blue,44163648,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2465,1044163488,Stephen Joseph Horse Go Go Backpack in Pink/Brown,44163488,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2466,1044163778,Stephen Joseph Pirate Quilted Backpack in Blue,44163778,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2467,1044163693,Stephen Joseph Princess Quilted Backpack in Purple,44163693,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2468,1044159603,Stephen Joseph Butterfly Mini Sidekick Backpack in Green/Pink,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,,
2469,1044405410,SKIP*HOP Forget Me Not Lightning Backpack and Lunch Bag,44405410,39.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"11-1/2""","5-1/4""","14""",,,
2470,1042998280,SKIP*HOP Zoo Pack Little Kid Backpack in Bee,42998280,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2471,1043193929,Trunki Shark PaddlePak,43193929,29.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Trunki Inc,,,,"19.29""","11.42""","2.36""",,,
2472,1044163594,Stephen Joseph Tractor Go Go Backpack in Green/Red,44163594,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2473,1044163945,Stephen Joseph Shark Quilted Backpack in Blue,44163945,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2474,1040437699,SKIP*HOP Zoo Packs Little Kid Backpacks in Dinosaur,40437699,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,,,,,,
2475,1043202850,Babiators Rocket Pack Backpack in Blue Angels Blue,43202850,49.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Babiators,Babiators,,,,,,,,
2476,1044164003,Stephen Joseph Space Quilted Backpack in Navy,44164003,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2477,1044163433,Stephen Joseph Construction Go Go Backpack in Blue/Green,44163433,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2478,1044159665,Stephen Joseph Owl Mini Sidekick Backpack,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,,
2479,1044163853,Stephen Joseph Frog Quilted Backpack in Pink,44163853,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2480,1044163624,Stephen Joseph Multicolor Owl Go Go Backpack,44163624,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2481,1040525112,Crocs Duke Backpack,40525112,27.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Crocs,Crocs,Crocs,,"5""","12""","15""",,,
2482,1042998266,SKIP*HOP Zoo Pack Little Kid Backpack in Butterfly,42998266,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2483,1044163570,Stephen Joseph Ladybug Go Go Backpack in Pink,44163570,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2484,1044163921,Stephen Joseph Cupcake Quilted Backpack in Purple,44163921,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2485,1041797761,Kids Pull-Along Ladybug Trolley and Backpack,41797761,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,,,,,"10.5""","4.5""","16.5""",,,
2486,1044163907,Stephen Joseph Farm Quilted Backpack in Green,44163907,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2487,1044160807,Stephen Joseph Ladybug Sidekick Backpack in Red/Pink,44160807,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2488,1044160746,Stephen Joseph Dog Sidekick Backpack in Blue/Brown,44160746,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2489,1044163747,Stephen Joseph Dog Quilted Backpack in Blue,44163747,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2490,1044160821,Stephen Joseph Airplane Sidekick Backpack in Blue/Red,44160821,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2491,1043999293,Bixbee Animal Pack Owl Backpack in Aqua,43999293,31.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Bixbee,,,,"16""","4""","10""",,,
2492,1044160760,Stephen Joseph Pirate Sidekick Backpack in Blue/Red,44160760,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2493,1018885948,O3 Kids All-in-One Backpack with Cooler in Blue Motorcycle,18885948,29.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,O3 Kids,,,,"14.5""","10""","5.5""",,blue,
2494,1043160310,Disney Frozen Anna and Elsa Tote,43160310,14.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Disney,Disney,,,,"14.5""","16""",cotton,,
2495,1044163471,Stephen Joseph Pirate Go Go Backpack in Blue,44163471,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2496,1044163761,Stephen Joseph Mermaid Quilted Backpack in Light Blue,44163761,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2497,1044160845,Stephen Joseph Monkey Sidekick Backpack in Brown/Green,44160845,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2498,1044163686,Stephen Joseph Monkey Go Go Backpack in Pink,44163686,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2499,1016565245,SKIP*HOP Zoo Packs Little Kid Backpacks in Penguin,16565245,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2500,1044405403,SKIP*HOP Zoo Packs Little Kid Cow Backpack,44405403,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"11-1/2""","2""","12-1/2""",polyester,,phthalate
2501,1043193905,Trunki Lobster PaddlePak,43193905,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Trunki Inc,,,,"17.52""","11.61""","2.17""",,,
2502,3243712,Reebok  Flex Backpack,,34.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,,Reebok,,,,,,polyester,,
2503,1044163976,Stephen Joseph Truck Quilted Backpack in Green,44163976,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2504,1044159658,Stephen Joseph Ladybug Mini Sidekick Backpack,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,,
2505,1044163846,Stephen Joseph Train Quilted Backpack in Red,44163846,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2506,1043999316,Bixbee Animal Pack Kitty Kids Backpack in Pink,43999316,31.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Bixbee,Bixbee,,,"16""","4""","10""",,,
2507,1042998259,SKIP*HOP Zoo Pack Little Kid Backpack in Hedgehog,42998259,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2508,1041797754,Kids Pull-Along Frog Trolley and Backpack,41797754,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,,,,,"10.5""","4.5""","16.5""",,,
2509,1044163891,Stephen Joseph Panda Quilted Backpack in Red,44163891,23.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,cotton,,
2510,1044160791,Stephen Joseph Dino Sidekick Backpack in Green/Blue,44160791,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2511,1044160739,Stephen Joseph Bumblebee Sidekick Backpack in Yellow/Pink,44160739,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12-3/4""","10-1/2""","3-1/2""",polyester,,
2512,1042454748,Mud Pie Sheriff Horse Back Pack,42454748,27.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Mud Pie,Mud Pie,,,"13""","10""",,,red,
2513,1018885921,O3 Kids All-in-One Backpack with Cooler in Camouflage Plane,18885921,29.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,O3 Kids,,,,"14.5""","10""","5.5""",,,
2514,1044163464,Stephen Joseph Butterfly Go Go Backpack in Pink/Green,44163464,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2515,1044163679,Stephen Joseph Monkey Go Go Backpack in Green/Blue,44163679,24.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,"12""","13-1/4""",,,,
2516,1016565237,SKIP*HOP Zoo Packs Little Kid Backpacks in Dog,16565237,19.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Skip Hop,SKIP*HOP,,,"4""","10""","1/2""",polyester,,phthalate
2517,1044159696,Stephen Joseph Monkey Mini Sidekick Backpack,,17.99,False,Gear & Travel / Baby Carriers / Kids Backpacks,Stephen Joseph,Stephen Joseph,,,,,,,,
