ID,Title,UsedPrice,NewPrice,Author,ISBN10,ISBN13,Publisher,Publication_Date,Pages,Dimensions
HC0390,Forest of Secrets(Warriors (Avon Paperback)),$5.79,,Erin Hunter,0060525614,9780060525613,Avon Books,"Oct. 5th, 2004",312,5.20 x 7.56 x 0.74 inches
HC0391,Parvana's Journey,$6.48,$21.83,Deborah Ellis,0888995199,9780888995193,Groundwood Books,"Sep. 1st, 2003",199,4.96 x 7.51 x 0.51 inches
HC0392,"I'd Tell You I Love You, But Then I'd Have to Kill You(Gallagher Girls)",$3.98,$10.72,Ally Carter,1423100042,9781423100041,Hyperion Books for Children,"Mar. 20th, 2007",284,5.80 x 8.22 x 0.62 inches
HC0393,Skeleton Key(Alex Rider Adventures (Paperback)),$3.98,$9.91,Anthony Horowitz,0142406147,9780142406144,Puffin Books,"Feb. 16th, 2006",327,4.91 x 7.98 x 1.12 inches
HC0394,The Incredible Journey,$3.98,$8.43,Sheila Burnford,0440413249,9780440413240,Yearling Books,"Jan. 22nd, 1997",148,5.12 x 7.60 x 0.40 inches
HC0395,Webster's Dictionary for Students,$3.98,$163.94,Inc. Merriam-Webster,1596950951,9781596950955,Federal Street Press,"May. 31st, 2010",533,5.26 x 7.64 x 1.36 inches
HC0396,Steve Jobs,$9.09,$11.29,Karen Blumenthal,125001445X,9781250014450,Feiwel & Friends,"Feb. 14th, 2012",320,5.50 x 8.24 x 0.83 inches
HC0397,Max the Mighty,$5.79,$8.26,Rodman Philbrick,0590579649,9780590579643,Scholastic Paperbacks,"Oct. 1st, 1998",176,4.34 x 6.78 x 0.29 inches
HC0398,Dust & Decay(Rot & Ruin),$8.54,$9.90,Jonathan Maberry,1442402369,9781442402362,Simon & Schuster Books for Young Readers,"Sep. 11th, 2012",544,
HC0399,Everything on a Waffle,$5.98,$9.15,Polly Horvath,0312380046,9780312380045,Square Fish,"Apr. 15th, 2008",154,5.30 x 7.64 x 0.49 inches
HC0400,Don't Let Your Emotions Run Your Life for Teens,$15.41,$15.41,Sheri Van Dijk,1572248831,9781572248830,Instant Help Books,"Mar. 1st, 2011",160,8.14 x 9.97 x 0.41 inches
HC0401,Brian's Return,$5.79,$6.35,Gary Paulsen,0440413796,9780440413790,Laurel Leaf Library,"May. 8th, 2001",128,4.19 x 6.83 x 0.39 inches
HC0402,The Quest for the Tree Kangaroo(Scientists in the Field (Paperback)),$4.48,$10.63,Sy Montgomery,054724892X,9780547248929,Houghton Mifflin Harcourt (HMH),"Oct. 1st, 2009",80,10.90 x 8.88 x 0.22 inches
HC0403,Unbelievable(Pretty Little Liars (Quality)),$5.98,$10.60,Sara Shepard,0060887419,9780060887414,Harper Teen,"Dec. 1st, 2008",335,5.46 x 8.04 x 0.90 inches
HC0404,Money Hungry,$6.48,$9.98,Sharon G. Flake,1423103866,9781423103868,Jump at the Sun,"Aug. 1st, 2007",188,5.66 x 8.20 x 0.41 inches
HC0405,The Coffin Quilt(Great Episodes (Paperback)),$5.79,$9.16,Ann Rinaldi,0152164502,9780152164508,Gulliver Books,"Apr. 1st, 2001",240,4.52 x 7.00 x 0.61 inches
HC0406,The True Confessions of Charlotte Doyle,$3.98,,Avi,0380714752,9780380714759,HarperTrophy,"Apr. 1st, 1992",278,4.12 x 6.93 x 0.84 inches
HC0407,Monster High(Monster High (Paperback)),$3.98,$9.89,Lisi Harrison,0316176214,9780316176217,Poppy Books,"Sep. 5th, 2011",257,5.40 x 8.10 x 0.80 inches
HC0408,Inkheart(Inkheart Trilogy),$5.79,$11.38,Cornelia Funke,0439709105,9780439709101,Scholastic Paperbacks,"Jun. 1st, 2005",548,5.34 x 7.55 x 1.38 inches
HC0409,The Diary of Ma Yan,$5.79,$7.73,Ma Yan,0060764988,9780060764982,Collins,"Jun. 23rd, 2009",166,5.16 x 7.58 x 0.43 inches
HC0410,The Light in the Forest,$5.79,$8.79,Conrad Richter,1400077885,9781400077885,Vintage Books USA,"Oct. 1st, 2004",179,4.34 x 7.06 x 0.55 inches
HC0411,Cajas de Carton,$5.79,$9.15,Francisco Jimenez,0618226168,9780618226160,Houghton Mifflin Harcourt (HMH),"Sep. 30th, 2002",208,4.95 x 7.04 x 0.43 inches
HC0412,Harry Potter Und der Stein der Weisen(Harry Potter (Paperback)),$18.38,$26.16,J. K. Rowling,3551354014,9783551354013,Carlsen Verlag GmbH,"Jul. 1st, 2005",334,4.80 x 7.30 x 1.00 inches
HC0413,Red Kayak,$3.98,$9.21,Priscilla Cummings,0142405736,9780142405734,Puffin Books,"Apr. 6th, 2006",209,5.08 x 7.74 x 0.60 inches
HC0414,Tales of a Fourth Grade Nothing,$3.98,$8.47,Judy Blume,0425193799,9780425193792,Berkley,"Jan. 6th, 2004",144,4.10 x 6.60 x 0.50 inches
HC0415,Lies(Gone (Paper)),$3.98,$10.87,Michael Grant,0061449113,9780061449116,Katherine Tegen Books,"Apr. 5th, 2011",447,5.44 x 7.99 x 1.20 inches
HC0416,The Red Umbrella,$4.48,$8.45,Christina Diaz Gonzalez,0375854894,9780375854897,Yearling Books,"Dec. 13th, 2011",284,5.10 x 7.50 x 0.90 inches
HC0417,Trash,$6.89,$9.23,Andy Mulligan,0385752164,9780385752169,Ember,"Oct. 11th, 2011",232,5.50 x 8.10 x 0.60 inches
HC0418,"M.C. Higgins, the Great",$3.98,$9.16,Virginia Hamilton,1416914072,9781416914075,Aladdin Paperbacks,"Apr. 1st, 2006",271,5.93 x 6.99 x 0.78 inches
HC0419,America Street,$5.79,$13.89,Anne Mazer,0892551917,9780892551910,Persea Books,"Jan. 17th, 1993",152,5.45 x 8.21 x 0.45 inches
HC0420,Acceleration,$3.98,,Graham McNamee,0440238366,9780440238362,Laurel Leaf Library,"May. 10th, 2005",240,4.26 x 6.86 x 0.65 inches
HC0421,Oz (Film) Junior Novel,$3.98,$6.32,,1423170881,9781423170884,Disney Press,"Jan. 22nd, 2013",144,
HC0422,Uses for Boys,$3.98,$10.14,Erica Lorraine Scheidt,1250007119,9781250007117,St. Martin's Griffin,"Jan. 22nd, 2013",240,
HC0423,"Independence Hall(I, Q (Paperback))",$3.98,$10.16,Roland Smith,1585363251,9781585363254,Sleeping Bear Press,"Aug. 27th, 2008",302,5.47 x 8.48 x 0.70 inches
HC0424,The Shakespeare Stealer(Shakespeare Stealer),$3.98,$8.45,Gary L. Blackwood,0141305959,9780141305950,Puffin Books,"Jul. 1st, 2000",216,5.16 x 7.70 x 0.59 inches
HC0425,"Mississippi Trial, 1955",$3.98,$7.75,Chris Crowe,0142501921,9780142501924,Speak,"Nov. 24th, 2003",240,4.38 x 6.76 x 0.61 inches
HC0426,Tiger's Curse(Tiger's Curse (Quality)),$5.79,$10.99,Colleen Houck,1454902493,9781454902492,Splinter,"May. 1st, 2012",402,6.39 x 8.72 x 1.19 inches
HC0427,The Bully(Bluford (Quality)),$5.79,$7.55,Paul Langan,0439865468,9780439865463,Scholastic Paperbacks,"Jun. 1st, 2007",190,4.22 x 6.90 x 0.58 inches
HC0428,The White Mountains(Tripods (Paperback)),$3.98,,John Christopher,0689856725,9780689856723,Simon Pulse,"Apr. 1st, 2003",195,4.17 x 7.05 x 0.63 inches
HC0429,Sinsajo = Mockingjay(Hunger Games),$23.47,$19.87,Suzanne Collins,8427202148,9788427202146,Molino,"Mar. 1st, 2012",422,5.60 x 8.30 x 1.50 inches
HC0430,Artemis Fowl 5-Book Boxed Set,$28.08,,Eoin Colfer,142312037X,9781423120377,Hyperion Books,"Oct. 31st, 2008",1664,5.30 x 7.80 x 4.10 inches
HC0431,When Zachary Beaver Came to Town,$3.98,,Kimberly Willis Holt,0440229049,9780440229049,Yearling Books,"Apr. 10th, 2001",240,5.20 x 7.64 x 0.59 inches
HC0432,On Fire,$3.98,$11.48,Nancy Holder,1451674473,9781451674477,MTV Books,"Jul. 17th, 2012",245,5.30 x 8.20 x 0.70 inches
HC0433,The Dreamer,$5.79,$11.32,Pam Munoz Ryan,0439269989,9780439269988,Scholastic Paperbacks,"Mar. 1st, 2012",373,5.30 x 7.60 x 1.03 inches
HC0434,Ghost of Spirit Bear,$5.48,$7.73,Ben Mikaelsen,006009009X,9780060090098,HarperCollins,"Mar. 30th, 2010",154,5.23 x 7.37 x 0.40 inches
HC0435,Brian's Return,$9.53,$9.53,Gary Paulsen,0307929604,9780307929600,Ember,"Mar. 13th, 2012",115,5.40 x 8.00 x 0.50 inches
HC0436,The Quest Begins(Seekers (Quality)),$3.98,$8.47,Erin Hunter,0060871245,9780060871246,HarperCollins,"Feb. 10th, 2009",293,5.10 x 7.66 x 0.73 inches
HC0437,The Color of My Words,$3.98,$7.72,Lynn Joseph,0064472043,9780064472043,HarperTrophy,"Dec. 24th, 2001",144,5.16 x 7.50 x 0.41 inches
HC0438,One Direction,$3.98,$5.79,Triumph Books,1600787770,9781600787775,Triumph Books (IL),"Apr. 18th, 2012",112,8.40 x 10.60 x 0.40 inches
HC0439,Warriors #5(Warriors (Avon Paperback)),$3.98,$7.56,Erin Hunter,0060525657,9780060525651,HarperCollins,"May. 24th, 2005",336,5.20 x 7.60 x 0.73 inches
HC0440,Hole in My Life,$5.79,$5.91,Jack Gantos,0374430896,9780374430894,Farrar Straus Giroux,"Sep. 8th, 2004",199,5.17 x 7.64 x 0.56 inches
HC0441,The Darkest Hour(Warriors (Avon Paperback)),$3.98,,Erin Hunter,0060525851,9780060525859,Avon Books,"Oct. 4th, 2005",315,5.16 x 7.60 x 0.79 inches
HC0442,Jeremy Fink and the Meaning of Life,$3.98,$9.27,Wendy Mass,0316058491,9780316058490,"Little, Brown Young Readers","Feb. 1st, 2008",289,5.17 x 7.66 x 0.81 inches
HC0443,The Night Is for Hunting(Tomorrow),$5.79,$10.42,John Marsden,0439858046,9780439858045,Scholastic Paperbacks,"Jan. 1st, 2007",238,5.40 x 7.94 x 0.58 inches
HC0444,Linger(Shiver),$3.98,,Maggie Stiefvater,0545123291,9780545123297,Scholastic Paperbacks,"May. 1st, 2011",360,5.26 x 8.08 x 0.75 inches
HC0445,Fallen(Fallen (Quality) (Delacourte)),$4.98,$10.82,Lauren Kate,0385739133,9780385739139,Delacorte Press Books for Young Readers,"Sep. 28th, 2010",452,4.80 x 8.73 x 1.10 inches
HC0446,"That Was Then, This is Now",$5.79,$10.65,S. E. Hinton,0140389660,9780140389661,Penguin Putnam Books for Young Readers,"Apr. 1st, 1998",159,4.30 x 7.54 x 0.56 inches
HC0447,Lost in the River of Grass,$3.98,$11.27,Ginny Rorby,0761384987,9780761384984,Carolrhoda Books,"Jan. 1st, 2012",255,5.00 x 7.20 x 0.70 inches
HC0448,The Master Puppeteer,$3.98,$8.43,Katherine Paterson,0064402819,9780064402811,Harper Teen,"Mar. 24th, 1989",192,5.08 x 7.77 x 0.44 inches
HC0449,Honus & Me(Baseball Card Adventures (Paperback)),$5.79,$7.76,Dan Gutman,0380788780,9780380788781,HarperTrophy,"Mar. 1st, 1998",144,5.18 x 7.52 x 0.34 inches
HC0450,Burned,$3.98,$6.86,Ellen Hopkins,1416903550,9781416903550,Simon Pulse,"Oct. 23rd, 2007",532,4.95 x 7.08 x 1.47 inches
HC0451,Warriors Super Edition(Warriors (Avon Paperback)),$5.79,$9.31,Erin Hunter,0061980994,9780061980992,HarperCollins,"Apr. 24th, 2012",528,5.22 x 7.58 x 1.16 inches
HC0452,Senderos Fronterizos = Breaking Through,$7.08,$9.23,Francisco Jimenez,0618226184,9780618226184,Houghton Mifflin Harcourt (HMH),"Sep. 30th, 2002",208,4.87 x 7.17 x 0.64 inches
HC0453,Goliath(Leviathan (Numbered)),$8.26,$9.79,Scott Westerfeld,1416971785,9781416971788,Simon Pulse,"Aug. 21st, 2012",576,5.58 x 8.22 x 1.44 inches
HC0454,The Atlantis Complex(Artemis Fowl (Quality)),$3.98,$9.90,Eoin Colfer,1423129725,9781423129721,Hyperion Books,"May. 8th, 2012",357,5.10 x 7.50 x 1.00 inches
HC0455,Sacrifice(Harlequin Teen),$3.98,$10.86,Cayla Kluver,0373210442,9780373210442,Harlequin Teen,"Oct. 23rd, 2012",448,
HC0456,"Silence(Hush, Hush Saga)",$8.32,$8.32,Becca Fitzpatrick,1442426659,9781442426658,Simon & Schuster Books for Young Readers,"Jan. 1st, 2013",464,
HC0457,School's Out-Forever(Maximum Ride (Quality)),$3.98,$10.73,James Patterson,0316067962,9780316067966,"Little, Brown Young Readers","Apr. 1st, 2007",403,5.68 x 7.38 x 1.24 inches
HC0458,Soldier Boys,$3.98,$8.69,Dean Hughes,0689860218,9780689860218,Simon Pulse,"May. 1st, 2003",230,4.35 x 6.86 x 0.67 inches
HC0459,Scorch(Croak),$3.98,$10.02,Gina Damico,0547624573,9780547624570,Graphia Books,"Sep. 25th, 2012",352,
HC0460,The Eagle of the Ninth(Roman Britain Trilogy),$3.98,$127.08,Rosemary Sutcliff,0374419302,9780374419301,Farrar Straus Giroux,"Sep. 30th, 1993",304,5.10 x 7.62 x 0.75 inches
HC0461,I Have Lived a Thousand Years,$3.98,$8.69,Livia Bitton-Jackson,0689823959,9780689823954,Simon Pulse,"Mar. 1st, 1999",224,4.35 x 7.05 x 0.76 inches
HC0462,Killing Mr. Griffin,$5.48,$9.98,Lois Duncan,0316099007,9780316099004,"Little, Brown Books for Young Readers","Oct. 5th, 2010",248,5.50 x 8.20 x 0.80 inches
HC0463,Extras(Uglies Trilogy),$5.79,$12.29,Scott Westerfeld,1442419784,9781442419780,Simon Pulse,"May. 3rd, 2011",399,5.50 x 8.10 x 1.30 inches
HC0464,Shane,$3.98,$11.41,Jack Schaefer,0553271105,9780553271102,Starfire,"Sep. 1st, 1983",160,4.24 x 6.92 x 0.45 inches
HC0465,The Truth about Forever,$5.79,$9.92,Sarah Dessen,0142406252,9780142406250,Puffin Books,"Apr. 6th, 2006",374,5.58 x 8.45 x 1.04 inches
HC0466,Firestar's Quest(Warriors (Avon Paperback)),$5.79,$9.46,Erin Hunter,0061131679,9780061131677,HarperTrophy,"May. 13th, 2008",510,5.28 x 7.56 x 1.14 inches
HC0467,The Halloween Tree,$7.45,$7.72,Ray Bradbury,0375803017,9780375803017,Random House (NY),"Sep. 7th, 1999",160,5.22 x 7.58 x 0.41 inches
HC0468,Kingdom Keepers II(Kingdom Keepers (Paperback)),$8.59,$10.18,Ridley Pearson,142310708X,9781423107088,Hyperion Books,"Aug. 1st, 2009",384,5.60 x 8.20 x 0.80 inches
HC0469,The Diamond of Darkhold(Book of Ember (Paperback)),$4.48,$9.26,Jeanne DuPrau,0375855726,9780375855726,Yearling Books,"Mar. 23rd, 2010",285,5.34 x 7.60 x 0.73 inches
HC0470,Shabanu,$3.98,$7.44,Suzanne Fisher Staples,0440238560,9780440238560,Laurel Leaf Library,"Aug. 12th, 2003",240,4.26 x 6.94 x 0.79 inches
HC0471,Hunger(Gone (Paper)),$5.79,$10.90,Michael Grant,0061449083,9780061449086,Katherine Tegen Books,"Apr. 6th, 2010",590,5.50 x 8.04 x 1.46 inches
HC0472,145th Street,$3.98,$117.62,Walter Dean Myers,0440229162,9780440229162,Laurel Leaf Library,"Oct. 31st, 2001",160,4.25 x 6.95 x 0.44 inches
HC0473,John Green Box Set,$38.04,$78.91,John Green,0525426094,9780525426097,Dutton Books,"Oct. 25th, 2012",160,
HC0474,I Am the Cheese(Laurel-Leaf Library),$3.98,,Robert Cormier,0440940605,9780440940609,Laurel Leaf Library,"Aug. 1st, 1991",224,4.20 x 6.80 x 0.60 inches
HC0475,Uprising,$5.48,$11.31,Margaret Peterson Haddix,1416911723,9781416911722,Simon & Schuster Children's Publishing,"Jan. 18th, 2011",346,5.56 x 8.24 x 0.98 inches
HC0476,It's Perfectly Normal(Family Library (Paperback)),$5.79,$7.89,Robie H. Harris,0763624330,9780763624330,Candlewick Press (MA),Unknown,89,8.46 x 10.20 x 0.32 inches
HC0477,Wicked(Pretty Little Liars (Quality)),$5.79,$10.60,Sara Shepard,0061566101,9780061566103,Harper Teen,"Jun. 2nd, 2009",310,5.20 x 8.10 x 0.90 inches
HC0478,Bamboo People,$5.98,$7.64,Mitali Perkins,1580893295,9781580893299,Charlesbridge Publishing,"Jul. 1st, 2012",272,5.50 x 8.30 x 0.90 inches
HC0479,What Color Is Your Parachute? for Teens(What Color Is Your Parachute? for Teens: Discovering Yourself),$5.79,,Richard Nelson Bolles,1580087132,9781580087131,Ten Speed Press,"Apr. 30th, 2006",167,6.08 x 8.98 x 0.53 inches
HC0480,Eclipse(Twilight Saga (Paperback)),$6.48,,Stephenie Meyer,0316087386,9780316087384,"Little, Brown Books for Young Readers","May. 25th, 2010",640,4.26 x 6.78 x 1.38 inches
HC0481,Awakened(House of Night Novels (Paperback)),$8.26,$10.33,P. C. Cast,0312387970,9780312387976,St. Martin's Griffin,"Jun. 5th, 2012",304,5.55 x 8.26 x 0.86 inches
HC0482,Esperanza Renace = Esperanza Rising,$8.35,$8.35,Pam Munoz Ryan,0439398851,9780439398855,Scholastic en Espanol,"Aug. 1st, 2002",272,5.30 x 7.66 x 0.69 inches
HC0483,A Wizard of Earthsea(Earthsea Cycle),$5.79,$9.13,Ursula K. Le Guin,0547722028,9780547722023,Graphia Books,"Sep. 11th, 2012",264,
HC0484,Surviving the Applewhites,$3.98,$8.44,Stephanie S. Tolan,0064410447,9780064410441,HarperTrophy,"Dec. 23rd, 2003",216,5.17 x 7.62 x 0.47 inches
HC0485,The Recruit(Cherub),$3.98,$10.71,Robert Muchamore,1442413603,9781442413603,Simon Pulse,"Dec. 21st, 2010",342,5.40 x 8.10 x 1.00 inches
HC0486,Scorpia Rising(Alex Rider Adventures (Paperback)),$3.98,$10.62,Anthony Horowitz,0142419850,9780142419854,Puffin Books,"Mar. 6th, 2012",402,5.11 x 7.76 x 1.18 inches
HC0487,Where She Went,$3.98,$9.75,Gayle Forman,0142420891,9780142420898,Speak,"Apr. 17th, 2012",264,5.51 x 8.25 x 0.78 inches
HC0488,The True Confessions of Charlotte Doyle,$3.98,,Avi,0380728850,9780380728855,HarperTrophy,"Apr. 1st, 1997",240,5.26 x 7.58 x 0.53 inches
HC0489,You Don't Know Me,$5.79,$5.79,David Klass,0064473783,9780064473781,HarperTempest,"Aug. 31st, 2002",352,5.08 x 7.16 x 0.81 inches
HC0490,"Carry On, Mr. Bowditch",$4.48,$9.20,Jean Lee Latham,0618250743,9780618250745,Houghton Mifflin Harcourt (HMH),"May. 19th, 2003",256,5.58 x 7.98 x 0.62 inches
HC0491,Solitary(Escape from Tenopia),$10.70,$10.70,Alexander Gordon Smith,0312674767,9780312674762,Square Fish,"Jul. 5th, 2011",256,5.47 x 8.21 x 0.66 inches
HC0492,The Gray Wolf Throne(Seven Realms (Trilogy) (Quality)),$7.67,$10.18,Cinda Williams Chima,1423121384,9781423121381,Hyperion Books,"Aug. 7th, 2012",517,5.50 x 8.20 x 1.20 inches
HC0493,Bluestar's Prophecy(Warriors (Avon Paperback)),$5.80,$9.46,Erin Hunter,0061582506,9780061582509,HarperCollins,"Jun. 1st, 2010",516,5.54 x 7.62 x 1.25 inches
HC0494,Wanted(Pretty Little Liars (Quality)),$6.48,$10.59,Sara Shepard,0061566195,9780061566196,Harper Teen,"Apr. 26th, 2011",259,5.33 x 8.02 x 0.73 inches
HC0495,Speechless(Harlequin Teen),$3.98,,Hannah K. Harrington,0373210523,9780373210527,Harlequin Teen,"Aug. 28th, 2012",288,
HC0496,Hattie Big Sky,$9.16,$9.16,Kirby Larson,0385735952,9780385735957,Yearling Books,"Dec. 23rd, 2008",289,5.22 x 7.62 x 0.73 inches
HC0497,Harry Potter y la Camara Secreta = Harry Potter and the Chamber of Secrets(Harry Potter (Paperback)),$5.79,$130.38,J. K. Rowling,8478886567,9788478886562,Lectorum Publications,"Mar. 6th, 2001",289,5.10 x 7.85 x 0.75 inches
HC0498,Old Yeller,$3.98,$8.44,Fred Gipson,0064403823,9780064403825,HarperTrophy,"Jun. 9th, 1995",192,5.33 x 7.48 x 0.44 inches
HC0499,City of Orphans,$4.98,$9.66,Avi,1416971084,9781416971085,Atheneum Books for Young Readers,"Sep. 25th, 2012",368,
HC0500,"Lucky Star, Volume 2(Lucky Star (Bandai))",$20.44,$145.84,Kagami Yoshimizu,1604961139,9781604961133,Bandai Entertainment,"Nov. 30th, 2009",151,6.54 x 8.26 x 0.42 inches
HC0501,The Thief Lord,$3.98,$8.96,Cornelia Funke,0545227704,9780545227704,Chicken House,"May. 1st, 2010",349,5.30 x 7.50 x 0.90 inches
HC0502,Breaking Dawn(Twilight Saga),$3.98,$9.33,Stephenie Meyer,0316226130,9780316226134,"Little, Brown Books for Young Readers","Sep. 25th, 2012",768,
HC0503,Across the Universe(Across the Universe),$3.98,$10.18,Beth Revis,1595144676,9781595144676,Razorbill,"Nov. 29th, 2011",398,5.50 x 8.20 x 1.20 inches
HC0504,Vampire Diaries Fury Rack PB(Vampire Diaries: The Return (Quality)),$5.79,,L. J. Smith,0061990779,9780061990779,HarperCollins,"May. 31st, 2010",304,4.24 x 6.84 x 0.67 inches
HC0505,Witch & Wizard(Witch),$5.79,$10.71,James Patterson,0316038342,9780316038348,"Little, Brown Books for Young Readers","Oct. 31st, 2010",314,5.59 x 8.23 x 0.91 inches
HC0506,Old Man's Cave(Bone Reissue Graphic Novels (Paperback)),$3.98,$12.37,Jeff Smith,0439706351,9780439706353,Graphix,"Aug. 1st, 2007",118,6.10 x 9.02 x 0.39 inches
HC0507,The Lions of Little Rock,$6.48,$9.98,Kristin Levine,0142424358,9780142424353,Puffin Books,"Jan. 10th, 2013",320,
HC0508,The Arctic Incident(Artemis Fowl (Quality)),$3.98,,Eoin Colfer,0786817089,9780786817085,Hyperion Books for Children,"May. 31st, 2003",288,5.30 x 7.56 x 0.74 inches
HC0509,Owls in the Family,$3.98,$7.72,Farley Mowat,0440413613,9780440413615,Yearling Books,"Mar. 30th, 1996",91,5.39 x 7.56 x 0.50 inches
HC0510,Midnight(Warriors: The New Prophecy (Paperback)),$3.98,,Erin Hunter,0060744510,9780060744519,HarperTrophy,"Apr. 4th, 2006",303,5.14 x 6.72 x 0.72 inches
HC0511,Brian's Hunt,$5.79,$11.27,Gary Paulsen,0307929590,9780307929594,Ember,"Mar. 13th, 2012",103,5.50 x 8.20 x 0.20 inches
HC0512,Thirst No. 5(Thirst (Paperback)),$7.98,$7.98,Christopher Pike,1442467312,9781442467316,Simon Pulse,"Mar. 5th, 2013",528,
HC0513,A Long Way from Chicago,$5.79,$8.44,Richard Peck,0141303522,9780141303529,Puffin Books,"Oct. 9th, 2000",148,5.06 x 7.74 x 0.50 inches
HC0514,Escaping the Giant Wave,$3.98,$8.44,Peg Kehret,0689852738,9780689852732,Aladdin Paperbacks,"Aug. 24th, 2004",148,5.26 x 7.82 x 0.45 inches
HC0515,The Dragonslayer(Bone Reissue Graphic Novels (Paperback)),$5.79,$12.63,Jeff Smith,0439706378,9780439706377,Graphix,"Aug. 1st, 2006",168,6.08 x 8.98 x 0.51 inches
HC0516,Disney in Shadow(Kingdom Keepers (Paperback)),$4.98,$10.59,Ridley Pearson,1423138562,9781423138563,Hyperion Books,"Mar. 1st, 2011",545,5.58 x 8.23 x 1.20 inches
HC0517,A Day No Pigs Would Die,$3.98,$8.43,Robert Newton Peck,0679853065,9780679853060,Random House Children's Books,"Sep. 20th, 1994",160,4.42 x 7.10 x 0.45 inches
HC0518,Fang(Maximum Ride (Quality)),$3.98,$10.71,James Patterson,0316038318,9780316038317,"Little, Brown Books for Young Readers","Jan. 4th, 2011",309,5.20 x 7.60 x 1.00 inches
HC0519,Saving the World and Other Extreme Sports(Maximum Ride (Quality)),$3.98,$10.63,James Patterson,031615427X,9780316154277,"Little, Brown Young Readers","Sep. 1st, 2008",405,5.26 x 7.64 x 1.16 inches
HC0520,Ask Me No Questions,$3.98,$10.66,Marina Budhos,1416949208,9781416949206,Simon Pulse,"Sep. 1st, 2007",162,5.58 x 8.18 x 0.49 inches
HC0521,Marcelo in the Real World,$6.41,$10.31,Francisco X. Stork,054505690X,9780545056908,Scholastic Paperbacks,"Feb. 1st, 2011",312,5.37 x 7.97 x 0.66 inches
HC0522,"The White House(I, Q (Paperback))",$3.98,$9.88,Roland Smith,1585364568,9781585364565,Sleeping Bear Press,"Jun. 25th, 2010",256,5.84 x 8.70 x 0.64 inches
HC0523,Warriors: Omen of the Stars #6(Warriors: Omen of the Stars),$6.85,$9.66,Erin Hunter,0061555290,9780061555299,HarperCollins,"Apr. 2nd, 2013",400,
HC0524,The Golden Lily(Bloodlines (Paperback)),$7.32,$7.51,Richelle Mead,1595146024,9781595146021,Razorbill,"Jan. 8th, 2013",432,
HC0525,Identical,$8.90,$12.99,Ellen Hopkins,1416950060,9781416950066,Margaret K. McElderry Books,"Dec. 21st, 2010",565,4.90 x 6.80 x 1.60 inches
HC0526,Deadline,$3.98,$10.70,Chris Crutcher,0060850914,9780060850913,Greenwillow Books,"Apr. 21st, 2009",316,5.36 x 8.02 x 0.81 inches
HC0527,Lock and Key,$3.98,$10.17,Sarah Dessen,0142414727,9780142414729,Speak,"May. 14th, 2009",422,5.40 x 8.30 x 1.30 inches
HC0528,The Summer I Turned Pretty,$3.98,$10.60,Jenny Han,1416968296,9781416968290,Simon & Schuster Books for Young Readers,"Apr. 6th, 2010",304,5.60 x 8.20 x 0.80 inches
HC0529,Darkness Before Dawn,$3.98,$8.69,Sharon M. Draper,0689851340,9780689851346,Simon Pulse,"Jul. 1st, 2002",288,4.16 x 7.03 x 0.81 inches
HC0530,Secret Speakers,$3.98,$118.50,K. S. R. Kingworth,0980130352,9780980130355,Rawle & Windsor Publishing,Unknown,475,5.50 x 8.40 x 1.20 inches
HC0531,Marked(House of Night Novels (Paperback)),$5.79,$9.87,P. C. Cast,0312360266,9780312360269,St. Martin's Griffin,"May. 1st, 2007",306,5.29 x 8.55 x 0.85 inches
HC0532,Heartless(Pretty Little Liars (Quality)),$5.79,$10.59,Sara Shepard,0061566160,9780061566165,Harper Teen,"Jun. 8th, 2010",274,5.30 x 8.10 x 0.70 inches
HC0533,The Dangerous Days of Daniel X(Daniel X (Quality)),$3.98,$9.20,James Patterson,0316119709,9780316119702,"Little, Brown Books for Young Readers","Jun. 15th, 2010",234,5.68 x 7.62 x 0.82 inches
HC0534,Bone #9(Bone Reissue Graphic Novels (Paperback)),$3.98,$12.67,Jeff Smith,0439706327,9780439706322,Graphix,"Feb. 1st, 2009",224,6.00 x 9.00 x 1.00 inches
HC0535,13 Treasures,$5.79,$9.20,Michelle Harrison,0316041475,9780316041478,"Little, Brown Books for Young Readers","May. 10th, 2011",355,5.20 x 7.50 x 1.00 inches
HC0536,The Ghoul Next Door(Monster High (Paperback)),$3.98,$7.43,Lisi Harrison,031618666X,9780316186667,Poppy Books,"Apr. 10th, 2012",245,5.40 x 8.10 x 0.70 inches
HC0537,The Lost Years(Merlin (Puffin)),$3.98,$9.95,T. A. Barron,0142418897,9780142418895,Puffin Books,"May. 12th, 2011",326,5.00 x 7.60 x 1.00 inches
HC0538,My Life in Dog Years,$3.98,$8.43,Gary Paulsen,0440414717,9780440414711,Yearling Books,"Jun. 8th, 1999",144,5.18 x 7.65 x 0.36 inches
HC0539,Tricks,$7.84,$13.01,Ellen Hopkins,1416950087,9781416950080,Margaret K. McElderry Books,"Dec. 6th, 2011",627,5.06 x 6.95 x 1.63 inches
HC0540,Z for Zachariah,$6.35,$11.27,Robert C. O'Brien,1416939210,9781416939214,Simon Pulse,"Jul. 10th, 2007",249,5.00 x 7.00 x 0.70 inches
HC0541,Howl's Moving Castle,$5.79,$9.95,Diana Wynne Jones,006441034X,9780064410342,Greenwillow Books,"Aug. 7th, 2001",336,4.36 x 6.78 x 0.90 inches
