ID,Title,Price,Author,ISBN13,Publisher,Publication_Date,Pages,Dimensions
BN0369,Ruin and Rising (Grisha Trilogy Series #3),$8.52 ,Leigh Bardugo,9781250063168,Square Fish,8/18/15,480,8.20(w) x 5.40(h) x 1.30(d)
BN0370,Smoke,$12.07 ,Ellen Hopkins,9781416983293,Margaret K. McElderry Books,2/3/15,576,5.40(w) x 8.20(h) x 1.70(d)
BN0371,Homecoming,$9.99 ,Cynthia Voigt,9781442428782,Atheneum Books for Young Readers,3/6/12,400,5.46(w) x 8.54(h) x 1.14(d)
BN0372,Seedfolks,$8.99 ,Paul Fleischman,9780064472074,HarperCollins Publishers,12/28/04,112,6.74(w) x 7.92(h) x 0.32(d)
BN0373,Rebel Spring (Falling Kingdoms Series #2),$10.08 ,Morgan Rhodes,9781595145925,Penguin Young Readers Group,7/15/14,432,5.40(w) x 8.20(h) x 1.20(d)
BN0374,This Boy's Life: A Memoir,$12.59 ,Tobias Wolff,9780802136688,"Grove/Atlantic, Inc.",1/28/00,304,5.50(w) x 8.30(h) x 0.81(d)
BN0375,The Fire (Witch and Wizard Series #3),$8.00 ,James Patterson,9781455521524,Grand Central Publishing,7/30/13,352,4.20(w) x 6.70(h) x 1.20(d)
BN0376,Making Faces,$14.28 ,Kevyn Aucoin,9780316286855,"Little, Brown and Company",9/2/99,160,9.12(w) x 12.12(h) x 0.60(d)
BN0377,Bruiser,$9.99 ,Neal Shusterman,9780061134104,HarperCollins Publishers,10/4/11,352,5.30(w) x 7.80(h) x 1.10(d)
BN0378,More Than This,$10.00 ,Patrick Ness,9780763676209,Candlewick Press,7/22/14,480,5.20(w) x 8.50(h) x 1.40(d)
BN0379,Artemis Fowl,$8.99 ,Eoin Colfer,9781423124528,Disney-Hyperion,6/23/09,304,5.25(w) x 7.75(h) x 0.75(d)
BN0380,Torment (Lauren Kate's Fallen Series #2),$9.34 ,Lauren Kate,9780385739153,Random House Children's Books,6/14/11,464,8.02(w) x 5.52(h) x 1.06(d)
BN0381,Soldier's Heart: Being the Story of the Enlistment and Due Service of the Boy Charley Goddard in the First Minnesota Volunteers,$6.99 ,Gary Paulsen,9780440228387,Random House Children's Books,9/28/00,128,6.86(w) x 4.08(h) x 0.41(d)
BN0382,Let's Review Chemistry: The Physical Setting,$12.97 ,Albert S. Tarendash M.S.,9780764147197,"Barron's Educational Series, Incorporated",2/1/12,592,6.00(w) x 8.90(h) x 1.30(d)
BN0383,Relic (Special Agent Pendergast Series #1),$8.99 ,Douglas Preston,9780812543261,Tom Doherty Associates,1/28/96,480,6.60(w) x 11.06(h) x 1.31(d)
BN0384,Tweak: Growing Up on Methamphetamines,$9.46 ,Nic Sheff,9781416972198,Atheneum Books for Young Readers,1/6/09,352,5.50(w) x 8.20(h) x 1.10(d)
BN0385,Nick and Norah's Infinite Playlist,$9.99 ,Rachel Cohn,9780375835339,Random House Children's Books,8/28/07,208,5.50(w) x 8.19(h) x 0.44(d)
BN0386,Beautiful Redemption (Beautiful Creatures Series #4),$10.61 ,Kami Garcia,9780316123563,"Little, Brown Books for Young Readers",10/22/13,496,5.40(w) x 8.20(h) x 1.50(d)
BN0387,The Last of the Mohicans (Barnes & Noble Classics Series),$8.05 ,James Fenimore Cooper,9781593081379,Barnes & Noble,11/25/04,416,5.75(w) x 8.44(h) x 1.04(d)
BN0388,The Necromancer (The Secrets of the Immortal Nicholas Flamel #4),$10.08 ,Michael Scott,9780385735322,Random House Children's Books,4/26/11,416,5.06(w) x 7.92(h) x 0.92(d)
BN0389,The Warlock (Secrets of the Immortal Nicholas Flamel Series #5),$9.58 ,Michael Scott,9780385735346,Random House Children's Books,4/24/12,400,5.20(w) x 7.90(h) x 1.00(d)
BN0390,The Woman in White (Barnes & Noble Classics Series),$8.05 ,Wilkie Collins,9781593082802,Barnes & Noble,5/1/05,672,5.19(w) x 8.00(h) x 1.68(d)
BN0391,Fallen (Lauren Kate's Fallen Series #1),$9.17 ,Lauren Kate,9780385739139,Random House Children's Books,9/28/10,464,5.50(w) x 8.10(h) x 1.20(d)
BN0392,The Skin I'm In,$8.99 ,Sharon Flake,9781423103851,Disney-Hyperion,7/17/07,176,5.50(w) x 8.25(h) x 0.37(d)
BN0393,Across Five Aprils,$6.99 ,Irene Hunt,9780425182789,Penguin Publishing Group,1/28/02,224,7.60(w) x 10.94(h) x 0.61(d)
BN0394,Sinner (Wolves of Mercy Falls/Shiver Series),$9.99 ,Maggie Stiefvater,9780545654593,"Scholastic, Inc.",6/30/15,368,5.00(w) x 8.00(h) x 0.70(d)
BN0395,UnSouled (Unwind Dystology Series #3),$11.00 ,Neal Shusterman,9781442423701,Simon & Schuster Books For Young Readers,10/14/14,432,5.50(w) x 8.20(h) x 1.20(d)
BN0396,The Indigo Spell (Richelle Mead's Bloodlines Series #3),$9.99 ,Richelle Mead,9781595146137,Penguin Young Readers Group,10/22/13,448,5.40(w) x 8.20(h) x 1.40(d)
BN0397,Left Behind: A Novel of the Earth's Last Days (Left Behind Series #1),$11.25 ,Tim LaHaye,9781414334905,Tyndale House Publishers,3/16/11,496,5.50(w) x 8.20(h) x 1.40(d)
BN0398,"Spectrum Language Arts, Grade 8",$9.09 ,Spectrum,9781483812120,"Carson-Dellosa Publishing Company, Incorporated",8/15/14,160,8.20(w) x 10.70(h) x 0.50(d)
BN0399,New Moon,$9.55 ,Stephenie Meyer,9780316024969,"Little, Brown Books for Young Readers",5/31/08,608,5.40(w) x 8.20(h) x 1.70(d)
BN0400,Rapture (Lauren Kate's Fallen Series #4),$9.88 ,Lauren Kate,9780385739191,Random House Children's Books,1/7/14,496,5.50(w) x 8.20(h) x 1.30(d)
BN0401,The Lord of the Rings,$14.70 ,J. R. R. Tolkien,9780618640157,Houghton Mifflin Harcourt,10/28/05,1216,5.50(w) x 8.25(h) x 1.82(d)
BN0402,Maximum Ride: The Angel Experiment / School's Out - Forever / Saving the World,$24.25 ,James Patterson,9780316128254,"Little, Brown Books for Young Readers",10/12/10,1392,5.37(w) x 8.00(h) x 4.12(d)
BN0403,Graduation Day,$9.99 ,Joelle Charbonneau,9780544541207,Houghton Mifflin Harcourt,10/6/15,304,5.40(w) x 8.20(h) x 1.00(d)
BN0404,Haroun and the Sea of Stories,$12.13 ,Salman Rushdie,9780140157376,Penguin Publishing Group,11/28/91,224,5.00(w) x 7.74(h) x 0.58(d)
BN0405,The Fallen (Enemy Series #5),$9.99 ,Charlie Higson,9781423166368,Disney-Hyperion,6/2/15,560,5.50(w) x 8.20(h) x 1.50(d)
BN0406,I Am Number Four: The Lost Files: Hidden Enemy,$9.99 ,Pittacus Lore,9780062287687,HarperCollins Publishers,7/22/14,416,5.20(w) x 7.90(h) x 1.10(d)
BN0407,Ruthless (Pretty Little Liars Series #10),$9.99 ,Sara Shepard,9780062081872,HarperCollins Publishers,12/4/12,368,5.30(w) x 7.90(h) x 1.00(d)
BN0408,A Swiftly Tilting Planet (Time Quintet Series #3),$6.99 ,Madeleine L'Engle,9780312368562,Square Fish,5/1/07,320,5.54(w) x 7.63(h) x 0.88(d)
BN0409,Passion (Lauren Kate's Fallen Series #3),$9.88 ,Lauren Kate,9780385739177,Random House Children's Books,5/8/12,464,5.60(w) x 8.20(h) x 1.90(d)
BN0410,Stranger in a Strange Land,$8.99 ,Robert A. Heinlein,9780441790340,Penguin Publishing Group,5/28/87,448,4.19(w) x 6.88(h) x 1.25(d)
BN0411,Infinity (Chronicles of Nick Series #1),$9.99 ,Sherrilyn Kenyon,9780312603045,St. Martin's Press,3/22/11,480,5.40(w) x 8.20(h) x 1.50(d)
BN0412,We'll Always Have Summer,$9.99 ,Jenny Han,9781416995593,Simon & Schuster Books For Young Readers,4/24/12,320,5.50(w) x 8.20(h) x 1.00(d)
BN0413,Ship Breaker,$7.96 ,Paolo Bacigalupi,9780316056199,"Little, Brown Books for Young Readers",10/3/11,352,5.40(w) x 8.20(h) x 1.00(d)
BN0414,The Contender,$8.99 ,Robert Lipsyte,9780064470391,HarperCollins Publishers,3/28/03,240,6.70(w) x 4.18(h) x 0.70(d)
BN0415,Lux: Beginnings (Obsidian & Onyx),$11.92 ,Jennifer L. Armentrout,9781622664481,"Entangled Publishing, LLC",6/3/14,800,5.40(w) x 8.10(h) x 1.90(d)
BN0416,The Infinite Sea (Fifth Wave Series #2),$10.00 ,Rick Yancey,9781101996980,Penguin Young Readers Group,11/3/15,336,5.50(w) x 8.25(h) x 0.84(d)
BN0417,Tiger's Voyage (Tiger's Curse Series #3),$9.95 ,Colleen Houck,9781454903574,Splinter,5/6/14,568,8.50(w) x 5.80(h) x 1.50(d)
BN0418,Broken Silence,$11.99 ,Natasha Preston,9781496153784,CreateSpace Publishing,5/9/14,296,5.20(w) x 7.90(h) x 0.70(d)
BN0419,"The Maze Runner and The Scorch Trials: The Collector's Edition (Maze Runner, Book One and Book Two)",$15.28 ,James Dashner,9780553538243,Random House Children's Books,4/14/15,816,5.50(w) x 8.10(h) x 1.80(d)
BN0420,Fire (Graceling Realm Series #2),$9.84 ,Kristin Cashore,9780142415917,Penguin Young Readers Group,1/25/11,528,8.20(w) x 5.40(h) x 1.60(d)
BN0421,Vampire Academy (Vampire Academy Series #1),$9.99 ,Richelle Mead,9781595141743,Penguin Young Readers Group,8/16/07,352,8.16(w) x 5.52(h) x 0.93(d)
BN0422,Artemis Fowl The Last Guardian,$8.99 ,Eoin Colfer,9781423164944,Disney-Hyperion,1/7/14,352,5.10(w) x 7.50(h) x 0.90(d)
BN0423,Just One Day Collection,$17.52 ,Gayle Forman,9780147518163,Penguin Young Readers Group,4/14/15,,5.60(w) x 8.40(h) x 2.40(d)
BN0424,Fragments (Partials Sequence Series #2),$9.99 ,Dan Wells,9780062071088,HarperCollins Publishers,3/11/14,592,5.30(w) x 7.70(h) x 1.40(d)
BN0425,"Finale (Hush, Hush Saga #4)",$10.84 ,Becca Fitzpatrick,9781442426689,Simon & Schuster Books For Young Readers,10/1/13,480,5.40(w) x 8.20(h) x 1.30(d)
BN0426,Crocodile Tears (Alex Rider Series #8),$8.99 ,Anthony Horowitz,9780142417195,Penguin Young Readers Group,11/16/10,416,8.64(w) x 11.80(h) x 1.12(d)
BN0427,I Am the Weapon (Unknown Assassin Series #1),$8.47 ,Allen Zadoff,9780316199674,"Little, Brown Books for Young Readers",5/13/14,368,5.40(w) x 8.20(h) x 1.10(d)
BN0428,Opal (Lux Series #3),$9.99 ,Jennifer L. Armentrout,9781620610091,"Entangled Publishing, LLC",12/11/12,452,5.40(w) x 8.10(h) x 1.40(d)
BN0429,The Magician (The Secrets of the Immortal Nicholas Flamel #2),$9.88 ,Michael Scott,9780385737289,Random House Children's Books,4/28/09,464,5.28(w) x 7.94(h) x 1.06(d)
BN0430,Outcasts United: The Story of a Refugee Soccer Team That Changed a Town,$8.99 ,Warren St. John,9780385741958,Random House Children's Books,9/10/13,240,5.50(w) x 8.10(h) x 0.60(d)
BN0431,The Freedom Writers Diary: How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them,$8.71 ,Erin Gruwell,9780385494229,Crown/Archetype,10/28/99,336,5.19(w) x 7.93(h) x 0.90(d)
BN0432,Solitary: Escape from Furnace 2,$9.99 ,Alexander Gordon Smith,9780312674762,Square Fish,7/5/11,256,8.04(w) x 5.54(h) x 0.68(d)
BN0433,Peter and the Shadow Thieves (Starcatchers Series #2),$9.99 ,Dave Barry,9781423108559,Disney Editions,9/11/07,592,5.20(w) x 7.50(h) x 1.60(d)
BN0434,"Spectrum Language Arts, Grade 7",$10.55 ,Spectrum,9781483812113,"Carson-Dellosa Publishing Company, Incorporated",8/15/14,160,8.20(w) x 10.80(h) x 0.50(d)
BN0435,Hate List,$9.70 ,Jennifer Brown,9780316041454,"Little, Brown Books for Young Readers",10/5/10,408,5.40(w) x 8.10(h) x 1.30(d)
BN0436,Woods Runner,$7.99 ,Gary Paulsen,9780375859083,Random House Children's Books,1/11/11,176,5.40(w) x 8.10(h) x 0.50(d)
BN0437,The Self-Esteem Workbook for Teens: Activities to Help You Build Confidence and Achieve Your Goals,$11.18 ,Lisa M. Schab,9781608825820,New Harbinger Publications,6/1/13,200,7.90(w) x 9.90(h) x 0.60(d)
BN0438,The Iron Traitor (Iron Fey Series #6),$9.99 ,Julie Kagawa,9780373210916,Harlequin,10/29/13,352,5.74(w) x 8.22(h) x 0.96(d)
BN0439,Ruins (Partials Sequence Series #3),$9.99 ,Dan Wells,9780062071118,HarperCollins Publishers,3/10/15,464,5.20(w) x 7.90(h) x 1.30(d)
BN0440,The Real Girl's Kitchen,$13.84 ,Haylie Duff,9781595146830,Penguin Young Readers Group,10/15/13,240,7.00(w) x 8.90(h) x 1.00(d)
BN0441,Stung (Stung Series #1),$9.99 ,Bethany Wiggins,9780802735898,Walker & Company,2/18/14,320,5.40(w) x 8.20(h) x 0.90(d)
BN0442,Parable of the Sower,$11.57 ,Octavia E. Butler,9780446675505,Grand Central Publishing,1/28/00,352,5.25(w) x 8.00(h) x 1.00(d)
BN0443,Just One Year,$10.03 ,Gayle Forman,9780142422960,Penguin Young Readers Group,9/30/14,352,5.40(w) x 8.20(h) x 1.00(d)
BN0444,Perfect Chemistry (Perfect Chemistry Series #1),$9.99 ,Simone Elkeles,9781619637016,Bloomsbury USA,1/6/15,384,5.50(w) x 8.20(h) x 1.00(d)
BN0445,Dark Triumph (His Fair Assassin Series #2),$9.99 ,Robin LaFevers,9780544227200,Houghton Mifflin Harcourt,4/1/14,400,5.50(w) x 8.20(h) x 1.20(d)
BN0446,Toxic (Pretty Little Liars Series #15),$9.99 ,Sara Shepard,9780062287021,HarperCollins Publishers,5/12/15,352,5.20(w) x 7.90(h) x 0.90(d)
BN0447,"Don't Let Your Emotions Run Your Life for Teens: Dialectical Behavior Therapy Skills for Helping You Manage Mood Swings, Control Angry Outbursts, and Get Along with Others",$11.88 ,Sheri Van Dijk,9781572248830,New Harbinger Publications,3/1/11,160,7.90(w) x 9.90(h) x 0.50(d)
BN0448,The Shade of the Moon (Life As We Knew It Series #4),$8.99 ,Susan Beth Pfeffer,9780544336155,Houghton Mifflin Harcourt,9/28/14,304,4.90(w) x 6.90(h) x 0.90(d)
BN0449,The Tempest (No Fear Shakespeare),$5.95 ,SparkNotes,9781586638498,Spark,7/15/03,224,5.20(w) x 7.40(h) x 0.90(d)
BN0450,Bloodlines (Bloodlines Series #1),$9.99 ,Richelle Mead,9781595144737,Penguin Young Readers Group,5/29/12,448,5.40(w) x 8.20(h) x 1.30(d)
BN0451,The Golden Lily (Bloodlines Series #2),$9.99 ,Richelle Mead,9781595146021,Penguin Young Readers Group,1/8/13,448,5.40(w) x 8.20(h) x 1.30(d)
BN0452,Z for Zachariah,$6.96 ,Robert C. O'Brien,9781416939214,Simon Pulse,7/10/07,240,5.10(w) x 7.90(h) x 0.68(d)
BN0453,The Crank Trilogy: Crank; Glass; Fallout,$25.69 ,Ellen Hopkins,9781442499591,Margaret K. McElderry Books,10/15/13,1952,5.70(w) x 8.60(h) x 5.20(d)
BN0454,"Hush, Hush (Hush, Hush Saga #1)",$10.69 ,Becca Fitzpatrick,9781416989424,Simon & Schuster Books For Young Readers,9/21/10,432,5.40(w) x 8.20(h) x 1.20(d)
BN0455,Lock and Key,$9.99 ,Sarah Dessen,9780142414729,Penguin Young Readers Group,5/14/09,448,5.50(w) x 8.30(h) x 1.20(d)
BN0456,Beautiful Chaos (Beautiful Creatures Series #3),$9.99 ,Kami Garcia,9780316123518,"Little, Brown Books for Young Readers",6/12/12,576,5.40(w) x 8.20(h) x 1.50(d)
BN0457,Eternal (Shadow Falls: After Dark Series #2),$9.99 ,C. C. Hunter,9781250044617,St. Martin's Press,10/28/14,400,5.40(w) x 8.10(h) x 1.20(d)
BN0458,Artemis Fowl; The Atlantis Complex,$8.99 ,Eoin Colfer,9781423129721,Disney-Hyperion,5/8/12,384,5.20(w) x 7.50(h) x 1.00(d)
BN0459,The Diviners (Diviners Series #1),$7.50 ,Libba Bray,9780316126106,"Little, Brown Books for Young Readers",12/3/13,608,5.40(w) x 8.20(h) x 1.70(d)
BN0460,A Year Down Yonder,$6.99 ,Richard Peck,9780142300701,Penguin Young Readers Group,11/28/02,144,5.06(w) x 7.75(h) x 0.44(d)
BN0461,Anna Dressed in Blood,$9.99 ,Kendare Blake,9780765328670,Tom Doherty Associates,7/3/12,320,5.56(w) x 8.04(h) x 0.86(d)
BN0462,Out of Breath,$9.99 ,Rebecca Donovan,9781477817186,Amazon Childrens Publishing,7/2/13,420,8.22(w) x 5.44(h) x 1.14(d)
BN0463,Deep Blue (Waterfire Saga Series #1),$9.99 ,Jennifer Donnelly,9781484713105,Disney-Hyperion,5/5/15,368,5.50(w) x 8.10(h) x 1.10(d)
BN0464,I Am Number Four: The Lost Files: The Legacies,$9.99 ,Pittacus Lore,9780062211101,HarperCollins Publishers,7/24/12,416,7.90(w) x 5.30(h) x 1.10(d)
BN0465,The 6 Most Important Decisions You'll Ever Make: A Guide for Teens,$11.79 ,Sean Covey,9780743265041,Touchstone,10/3/06,336,6.10(w) x 9.10(h) x 0.70(d)
BN0466,October Sky,$7.99 ,Homer Hickam,9780440235507,Random House Publishing Group,2/28/99,448,6.88(w) x 10.90(h) x 1.20(d)
BN0467,Lockdown: Escape from Furnace 1,$9.69 ,Alexander Gordon Smith,9780312611934,Square Fish,8/3/10,304,8.44(w) x 11.08(h) x 0.83(d)
BN0468,Snakehead (Alex Rider Series #7),$8.99 ,Anthony Horowitz,9780142412121,Penguin Young Readers Group,9/4/08,432,5.00(w) x 7.65(h) x 1.00(d)
BN0469,"Spectrum Reading Workbook, Grade 8",$9.59 ,Spectrum,9781483812212,"Carson-Dellosa Publishing Company, Incorporated",8/15/14,160,8.30(w) x 10.80(h) x 0.40(d)
BN0470,Sentinel (Covenant Series #5),$9.95 ,Jennifer L. Armentrout,9781937053574,Spencer Hill Press,11/2/13,360,5.90(w) x 8.90(h) x 0.80(d)
BN0471,The Jungle Books (Barnes & Noble Classics Series),$7.15 ,Rudyard Kipling,9781593081096,Barnes & Noble,9/1/04,432,5.19(w) x 8.00(h) x 1.08(d)
BN0472,Of Beetles and Angels: A Boy's Remarkable Journey from a Refugee Camp to Harvard,$7.56 ,Mawi Asgedom,9780316826204,"Little, Brown Books for Young Readers",9/1/02,176,5.50(w) x 8.25(h) x 0.50(d)
BN0473,The Anxiety Workbook for Teens: Activities to Help You Deal with Anxiety and Worry,$10.48 ,Lisa M. Schab,9781572246034,New Harbinger Publications,4/1/08,192,7.90(w) x 10.02(h) x 0.42(d)
BN0474,Sabriel (Abhorsen Series #1),$9.99 ,Garth Nix,9780062315557,HarperCollins Publishers,6/3/14,352,5.20(w) x 7.80(h) x 1.00(d)
BN0475,Beauty Queens,$9.99 ,Libba Bray,9780439895989,"Scholastic, Inc.",6/1/12,396,5.25(w) x 8.00(h) x 0.75(d)
BN0476,Star Wars Thrawn Trilogy #1: Heir to the Empire,$7.99 ,Timothy Zahn,9780553296129,Random House Publishing Group,5/28/92,416,6.86(w) x 4.14(h) x 1.16(d)
BN0477,Tribulation Force: The Continuing Drama of Those Left Behind,$13.46 ,Tim LaHaye,9781414334912,Tyndale House Publishers,3/16/11,496,5.50(w) x 8.20(h) x 1.30(d)
BN0478,The Horse and His Boy (Chronicles of Narnia Series #3),$6.99 ,C. S. Lewis,9780064471060,HarperCollins Publishers,3/28/02,256,4.10(w) x 6.70(h) x 0.80(d)
BN0479,Onyx (Lux Series #2),$9.99 ,Jennifer L. Armentrout,9781620610114,"Entangled Publishing, LLC",8/14/12,416,5.70(w) x 8.30(h) x 1.10(d)
BN0480,Careers,$15.89 ,DK Publishing,9781465429735,DK,3/3/15,320,7.20(w) x 9.10(h) x 1.00(d)
BN0481,The Shyness and Social Anxiety Workbook for Teens: CBT and ACT Skills to Help You Build Social Confidence,$11.88 ,Jennifer Shannon,9781608821877,New Harbinger Publications,6/1/12,136,7.80(w) x 9.90(h) x 0.40(d)
BN0482,White Hot Kiss (Dark Elements Series #1),$9.99 ,Jennifer L. Armentrout,9780373211104,Harlequin,2/25/14,400,5.40(w) x 8.20(h) x 1.10(d)
BN0483,Burned (House of Night Series #7),$9.99 ,P. C. Cast,9780312387969,St. Martin's Press,9/27/11,336,8.26(w) x 5.52(h) x 0.88(d)
BN0484,Stardust,$9.99 ,Neil Gaiman,9780061689246,HarperCollins Publishers,12/23/08,288,5.10(w) x 7.10(h) x 0.80(d)
BN0485,My Life with the Walter Boys,$9.99 ,Ali Novak,9781402297861,Sourcebooks,3/1/14,368,5.50(w) x 8.25(h) x 1.00(d)
BN0486,How the Garcia Girls Lost Their Accents,$11.40 ,Julia Alvarez,9781565129757,Algonquin Books of Chapel Hill,1/12/10,336,5.50(w) x 8.20(h) x 1.10(d)
BN0487,The Enchantress (Secrets of the Immortal Nicholas Flamel Series #6),$10.08 ,Michael Scott,9780385735360,Random House Children's Books,5/14/13,528,5.28(w) x 7.96(h) x 1.14(d)
BN0488,What Happened to Goodbye,$9.99 ,Sarah Dessen,9780142423837,Penguin Young Readers Group,4/9/13,432,5.38(w) x 8.25(h) x 1.13(d)
BN0489,This Is What Happy Looks Like,$9.15 ,Jennifer E. Smith,9780316212816,"Little, Brown Books for Young Readers",12/24/13,432,5.40(w) x 8.20(h) x 1.30(d)
BN0490,The Iron King (Iron Fey Series #1),$9.99 ,Julie Kagawa,9780373210084,Harlequin,2/1/10,368,5.10(w) x 8.02(h) x 0.96(d)
BN0491,The Iron Knight (Iron Fey Series #4),$9.99 ,Julie Kagawa,9780373210367,Harlequin,10/25/11,400,5.48(w) x 8.26(h) x 1.08(d)
BN0492,Reliquary (Special Agent Pendergast Series #2),$8.99 ,Douglas Preston,9780812542837,Tom Doherty Associates,7/15/98,480,6.76(w) x 4.10(h) x 1.30(d)
BN0493,Forbidden,$10.57 ,Tabitha Suzuma,9781442419964,Simon Pulse,6/26/12,464,5.60(w) x 8.04(h) x 1.17(d)
BN0494,Savage Drift (Monument 14 Series #3),$9.99 ,Emmy Laybourne,9781250063076,Square Fish,6/2/15,352,8.20(w) x 5.40(h) x 1.00(d)
BN0495,True Grit: A Novel,$12.60 ,Charles Portis,9781590204597,The Overlook Press,11/2/10,235,5.30(w) x 7.90(h) x 0.90(d)
BN0496,Born at Midnight (Shadow Falls Series #1),$9.99 ,C. C. Hunter,9780312624675,St. Martin's Press,3/29/11,416,5.36(w) x 8.22(h) x 1.08(d)
BN0497,Through the Ever Night (Under the Never Sky Series #2),$9.99 ,Veronica Rossi,9780062072078,HarperCollins Publishers,12/23/13,368,5.31(w) x 8.00(h) x 0.82(d)
BN0498,The Girl of Fire and Thorns (Girl of Fire and Thorns Series #1),$9.99 ,Rae Carson,9780062026507,HarperCollins Publishers,8/21/12,448,5.40(w) x 7.80(h) x 1.08(d)
BN0499,Sky on Fire (Monument 14 Series #2),$9.99 ,Emmy Laybourne,9781250044327,Square Fish,5/6/14,272,5.40(w) x 8.20(h) x 0.80(d)
BN0500,"Carry On, Mr. Bowditch",$7.99 ,Jean Lee Latham,9780618250745,Houghton Mifflin Harcourt,5/19/03,256,5.50(w) x 8.25(h) x 0.67(d)
BN0501,Fractured (Slated Series #2),$9.99 ,Teri Terry,9780142425046,Penguin Young Readers Group,8/7/14,352,5.40(w) x 8.20(h) x 1.00(d)
BN0502,Everlasting (Immortals Series #6),$9.99 ,Alyson No��l,9781250025173,St. Martin's Press,1/15/13,352,5.40(w) x 8.20(h) x 1.10(d)
BN0503,Tiger's Destiny (Tiger's Curse Series #4),$9.95 ,Colleen Houck,9781454903567,Splinter,8/4/15,464,5.90(w) x 8.60(h) x 1.30(d)
BN0504,Stunning (Pretty Little Liars Series #11),$9.99 ,Sara Shepard,9780062081902,HarperCollins Publishers,6/4/13,304,5.30(w) x 7.90(h) x 1.20(d)
BN0505,Eragon (Inheritance Cycle Series #1),$9.48 ,Christopher Paolini,9780375826696,Random House Children's Books,4/26/05,528,8.42(w) x 11.28(h) x 1.07(d)
BN0506,Wintergirls,$9.99 ,Laurie Halse Anderson,9780142415573,Penguin Young Readers Group,2/23/10,304,5.58(w) x 8.24(h) x 0.82(d)
BN0507,Year of Wonders: A Novel of the Plague,$11.31 ,Geraldine Brooks,9780142001431,Penguin Publishing Group,4/30/02,352,4.90(w) x 7.70(h) x 0.70(d)
BN0508,Ashfall (Ashfall Series #1),$9.36 ,Mike Mullin,9781933718743,Tanglewood Press IN,10/16/12,476,5.40(w) x 8.40(h) x 0.60(d)
BN0509,As Dead as it Gets,$9.99 ,Katie Alender,9781423137788,Disney-Hyperion,5/21/13,448,5.50(w) x 8.20(h) x 1.00(d)
BN0510,Hold on Tight (Sea Breeze Series #8),$10.13 ,Abbi Glines,9781481420815,Simon Pulse,7/7/15,288,5.50(w) x 8.10(h) x 0.80(d)
BN0511,Specials (Uglies Series #3),$10.43 ,Scott Westerfeld,9781442419797,Simon Pulse,5/3/11,384,5.40(w) x 8.20(h) x 1.20(d)
BN0512,Of Neptune,$9.99 ,Anna Banks,9781250063069,Square Fish,6/2/15,368,8.20(w) x 5.40(h) x 1.00(d)
BN0513,Deadly (Pretty Little Liars Series #14),$9.99 ,Sara Shepard,9780062199751,HarperCollins Publishers,12/2/14,336,5.31(w) x 8.00(h) x 0.75(d)
BN0514,Stone Cold Touch (Dark Elements Series #2),$9.99 ,Jennifer L. Armentrout,9780373211340,Harlequin,10/21/14,464,5.30(w) x 8.20(h) x 1.30(d)
BN0515,Falling Kingdoms (Falling Kingdoms Series #1),$10.08 ,Morgan Rhodes,9781595145857,Penguin Young Readers Group,3/11/14,448,5.64(w) x 8.26(h) x 1.19(d)
BN0516,Just One Day,$7.27 ,Gayle Forman,9780142422953,Penguin Young Readers Group,8/20/13,416,5.74(w) x 8.08(h) x 1.06(d)
BN0517,The Heartbreakers,$9.99 ,Ali Novak,9781492612568,Sourcebooks,8/4/15,336,5.50(w) x 8.50(h) x 1.00(d)
BN0518,The Dead and the Gone (Life As We Knew It #2),$7.99 ,Susan Beth Pfeffer,9780547258553,Houghton Mifflin Harcourt,1/18/10,321,5.00(w) x 6.90(h) x 0.90(d)
BN0519,The Return of the King: Being the Third Part of the Lord of the Rings,$10.88 ,J. R. R. Tolkien,9780547928197,Houghton Mifflin Harcourt,9/18/12,432,5.58(w) x 8.06(h) x 1.05(d)
BN0520,Game (I Hunt Killers Series #2),$9.18 ,Barry Lyga,9780316125857,"Little, Brown Books for Young Readers",6/17/14,544,5.50(w) x 8.10(h) x 1.60(d)
BN0521,Poison Princess (Arcana Chronicles Series #1),$4.99 ,Kresley Cole,9781481426664,Simon & Schuster Books For Young Readers,8/19/14,384,5.50(w) x 8.20(h) x 1.20(d)
BN0522,What I Thought Was True,$9.99 ,Huntley Fitzpatrick,9780142423950,Penguin Young Readers Group,4/7/15,432,5.40(w) x 8.20(h) x 1.30(d)
BN0523,The List,$9.99 ,Siobhan Vivian,9780545169189,"Scholastic, Inc.",3/25/14,336,5.20(w) x 7.90(h) x 0.90(d)
BN0524,No Summit out of Sight: The True Story of the Youngest Person to Climb the Seven Summits,$8.76 ,Jordan Romero,9781481432764,Simon & Schuster Books For Young Readers,5/12/15,368,8.20(w) x 5.40(h) x 1.00(d)
BN0525,Glass (Crank Series #2),$11.92 ,Ellen Hopkins,9781442471825,Margaret K. McElderry Books,8/6/13,681,5.50(w) x 8.20(h) x 1.90(d)
BN0526,Half Bad (Half Bad Trilogy Series #1),$9.99 ,Sally Green,9780147511461,Penguin Young Readers Group,1/13/15,432,5.40(w) x 8.20(h) x 1.10(d)
BN0527,The Coldest Girl in Coldtown,$9.96 ,Holly Black,9780316213097,"Little, Brown Books for Young Readers",8/12/14,448,5.40(w) x 8.20(h) x 1.20(d)
