Label,Beer Name,Brew Factory Name,Style,ABV
B1717,Black Heath Proserpine,Black Heath Meadery,Mead,13%
B1718,1933 Hoppy Ending Pale,1933 Brewing Company,American Pale Ale,5.50%
B1719,SanTan 12 Daze Caramel Spiced Amber,SanTan Brewing Company,Spice/Herb/Vegetable,6.50%
B1720,Red Horn Coffee House and Brewing Company Red Horn Drink Well Red Ale,Red Horn Coffee House and Brewing Company,Amber Ale,5.50%
B1722,Dirty Bucket Dirty Amber Ale,Dirty Bucket Brewing Company,Amber Ale,5.80%
B1723,Southport Fairfield Red,Southport Brewing Company,Amber Ale,-
B1725,Vault Penn Harvest Ale,Vault Brewing Company,Amber Ale,5%
B1727,Thorn Street Red Headed Hop Child,Thorn Street Brewery,Amber Ale,6.80%
B1728,American Highstick,American Brewing Company,American Strong Ale,8%
B173,Mission Carrack Imperial Red Ale,Mission Brewery,American Strong Ale,10.20%
B1731,Suginoya Amber Ale,Suginoya Beer / Hamachi Shuzo,Amber Ale,5%
B1732,Oak Creek King Crimson Imperial Red Ale,Oak Creek Brewing Co.,American Strong Ale,9.50%
B1733,Mohawk Easter Rocket Red IPA,Slottskällans Bryggeri,India Pale Ale &#40;IPA&#41;,6.70%
B1735,La Petrognola Ambrata al Farro,La Petrognola / Rio Maggio,Specialty Grain,5.50%
B1737,Alandale Unfiltered Wheat,Kirkwood Station Brewing Company,German Hefeweizen,-
B1739,Pizza Port Team Cretins Hoppy Amber Ale,Pizza Port &#40;Ocean Beach&#41;,Amber Ale,4.50%
B174,21st Amendment Big Hoppy Red Bird,21st Amendment Brewery,Amber Ale,7.10%
B1740,Black Kettle Northwest Red Ale,Black Kettle Brewing,Amber Ale,6%
B1742,Modernist Stockholm Syndrome,Modernist Brewery,Amber Ale,6%
B1743,Blue Heron Amber_s Folly Amber Ale,Blue Heron Brewing Company,Amber Ale,-
B1744,Brewery Terra Firma Manitou Island Hopper,Brewery Terra Firma,Amber Ale,5.70%
B1746,Big River Grille Disney World Bobs Amber Ale,Big River Grille & Brewing Works Lake Buena Vista &#40;CraftWorks&#41;,Amber Ale,-
B1747,Fort Collins Hometown Helles,Fort Collins Brewery,Heller Bock,5.30%
B1748,Slanted Rock Iron Butt Red Ale,Slanted Rock Brewing Company,Amber Ale,5.80%
B175,All Inn Ruby Amber Ale,All Inn Brewing Co.,Amber Ale,4.60%
B1750,Fulton MPLS Mild - Charred Cherrywood,Fulton Beer Company,Mild Ale,4%
B1751,Conquest Garnet Red Ale,Conquest Brewing Company,Amber Ale,-
B1752,Adnams Wild Hop Amber Beer,Adnams,Amber Ale,4.80%
B1753,Freedom_s Edge Horizon Amber,Freedom_s Edge Brewing,Amber Ale,5%
B1754,Iron Horse Fresh Hop Imperial Red Ale,Iron Horse Brewery,American Strong Ale,-
B1756,Walker Brown Amber Ale,Genesee Brewing Company &#40;North American Breweries&#41;,Amber Ale,5.50%
B1757,Abbeydale Resurrection,Abbeydale,Premium Bitter/ESB,4.60%
B1758,Armadillo Amber Ale,Hale_s Ales,Amber Ale,-
B1759,Desert Edge Anniversary Amber,Desert Edge Brewery,Amber Ale,4%
B176,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,9.20%
B1761,Breakside Hoppy Amber,Breakside Brewery,Amber Ale,4.70%
B1762,Millersburg Bag_s Best Red Ale,Millersburg Brewing,Amber Ale,6.50%
B1763,Triptych Imperial Red XPA,Triptych Brewing Company,India Pale Ale &#40;IPA&#41;,8.50%
B1766,Amager Red Nitro,Amager Bryghus,American Strong Ale,8.50%
B1767,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,6.50%
B1769,Acoustic Rock Steady Red Cider,Acoustic Brewing Company,Cider,6%
B177,Martin House The Imperial Texan,Martin House Brewing Company,American Strong Ale,9%
B1770,Bull Falls Irish Red Ale,Bull Falls Brewery,Irish Ale,6.10%
B1771,Against the Grain French Oak Aged Gnag Reflex,Against the Grain Brewery,Sour/Wild Ale,6%
B1772,4 Hands Cuvee Diable,4 Hands Brewing Company,Saison,5.80%
B1773,Outlaw The Gambler American Amber,Outlaw Brewing Company &#40;MT&#41;,Amber Ale,5.60%
B1774,Northport Morazon Amber,Northport Brewing,Amber Ale,5.50%
B1775,Phantom Imperial Red Rye,Phantom Ales,American Strong Ale,7.40%
B1776,Town Hall Blackberry Crimson Oat,Minneapolis Town Hall Brewery,Fruit Beer,6%
B1778,Escape &#40;CA&#41; Road Rage Imperial Red,Escape Craft Brewery,American Strong Ale,10%
B1779,1516 Pub & Brewery Red Zeppelin,1516 Pub & Brewery,Amber Ale,4.70%
B178,Tin Roof Perfect Tin Amber,Tin Roof Brewing Company,Amber Ale,4.50%
B1780,Rivertowne Red Head Red,Rivertowne Pour House,Amber Ale,5.30%
B1781,Daves BrewFarm LEAP Beer,Daves BrewFarm,American Strong Ale,9.10%
B1782,Angelic Shakedown Brown,Angelic Brewing Company,Brown Ale,-
B1783,Akishika Junmai Gingo Namazake,Akishika Shuzo,Saké - Namasaké,15.50%
B1784,BTU Rusty_s Red Ale ,BTU Brewing,American Pale Ale,5.80%
B1786,Het Uiltje Velduil,Jopen,Session IPA,4.50%
B1787,Wiltses Paul Bunyan Ale,Wiltses Brew Pub,English Pale Ale,-
B1788,Alcazar Windjammer IPA,Alcazar,American Pale Ale,6%
B1789,7 Barrios Amber,Cerveceria Lesnez,Amber Ale,5.10%
B1790,Claim Jumper Original Red Ale,Maritime Pacific Brewing Co.,Amber Ale,-
B1791,Marshall Wharf Little Max Red Ale,Marshall Wharf Brewing Company,Amber Ale,4.50%
B1792,Aldus Olde Factory Amber IPA,Aldus Brewing Company,India Pale Ale &#40;IPA&#41;,7%
B1793,Anchorage Time Waits For No One,Anchorage Brewing Company,Imperial Stout,14.60%
B1794,Shiretown Siren_s T_ale,Shiretown Brewing,Amber Ale,5%
B1797,La Cumbre La Roja Grande,La Cumbre Brewing Company,American Strong Ale,8.10%
B1799,Sierra Andina Alpamayo Amber Ale,Sierra Andina,Amber Ale,5.80%
B18,Highland Gaelic Ale,Highland Brewing Company,Amber Ale,5.80%
B180,Goose Eye Autumn Ale,Goose Eye,Golden Ale/Blond Ale,4.20%
B1800,De Lepelaer Gerstebrij Jubilee Amber,Brouwerij de Lepelaer,Amber Ale,7%
B1801,4 Pines Keller Door West Coast Red Rye IPA,4 Pines Brewing Company,India Pale Ale &#40;IPA&#41;,7.30%
B1802,Boxing Bear Ambear Ale,Boxing Bear Brewing Company,Amber Ale,5.26%
B1803,Jazz Beer Tarraco Amber ,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90%
B1804,Bend Axe Head Red Ale,Bend Brewing Company,Amber Ale,-
B1805,Artisan_s Hoppy Amber Ale,Artisan_s Brewery and Italian Grill,Amber Ale,5.20%
B1806,Port Aransas Mustang Amber Ale,Port Aransas Brewing Company,Amber Ale,-
B1808,Able Ebenezer Tabula Rasa,Able Ebenezer Brewing Company,Amber Ale,7.50%
B1809,Pizza Port Big Dumb Animal,Pizza Port &#40;Carlsbad&#41;,American Strong Ale,8.50%
B181,Peak Organic Amber Ale,Shipyard Brewing Company,Amber Ale,4.80%
B1810,2nd Story Hoppy New Year Amber Ale,2nd Story Brewing Company,Amber Ale,5.70%
B1811,Marks & Spencer Greenwich Red Ale,Meantime &#40;SAB Miller&#41;,Amber Ale,4%
B1812,North Fork Son of Frog,North Fork Brewery/Pizza/Beer Shrine,American Strong Ale,6.20%
B1813,Eventide Red-Headed Haley,Eventide Brewing,Amber Ale,5.30%
B1814,Oceanside Ale Works San Luis Rey Red Ale,Oceanside Ale Works,Amber Ale,5.40%
B1816,Against the Grain Truffle Shuffle,Against the Grain Brewery,Spice/Herb/Vegetable,6.80%
B1817,Rusty Truck Stupiphany Imperial Red Ale,Rusty Truck Brewing / Roadhouse 101,American Strong Ale,8%
B1818,Birdland Kewlerskald ,Birdland Brewing Company,Amber Ale,6%
B1819,Alattomos _rdög Vörös Sör - Red Beer,Jäger Sörf&#337zde - Akpedo Kft. (Orgovány),Amber Lager/Vienna,5%
B1820,18th Street Rise of the Phoenix,18th Street Brewery,India Pale Ale &#40;IPA&#41;,7.10%
B1821,Brentwood Project Venus Sugar & Spice,Brentwood,Golden Ale/Blond Ale,4.60%
B1823,La Verne Dead Leprechaun Irish Red,La Verne  Brewing  Co.,Amber Ale,5.50%
B1824,Bacchus / Burrow Bloodhound Blood Red IPA ,Bacchus Brewing Company &#40;Australia&#41;,India Pale Ale &#40;IPA&#41;,6%
B1826,Firehouse Full Tilt Bozo,Firehouse Brewing Company &#40;SD&#41;,American Strong Ale,7.20%
B1827,10 Barrel Northwest Red,10 Barrel Brewing &#40;AB InBev&#41;,Amber Ale,6.10%
B1828,Caledonian Double Amber,Caledonian &#40;Heineken UK&#41;,Bitter,4.60%
B1829,Quantum &#40;CA&#41; Uncertainty Red,Quantum Brewing &#40;CA&#41;,Amber Ale,6.69%
B1830,Bull & Barrel Session Style - Amber Ale,Bull & Barrel Brew Pub,Amber Ale,4.70%
B1831,Kirishima Kirinokura Amber,Kirishima Shuzo Kirinokura Brewery,Amber Ale,5%
B1832,Alt Platz Sedona Bronze Ale,Alt Platz Brewing Company,Amber Ale,5.75%
B1834,Dempseys Valkyrie Red,Dempseys Brewery,Amber Ale,5.50%
B1835,Burro de Sancho Roja,Daviyun / Sagra,Amber Ale,5%
B1836,Alligator Chocolate Orange Belgian Ale,Alligator Brewing Company &#40;aka: Tall Paul Brew House&#41;,Belgian Ale,6.20%
B1837,Beachwood Knucklehead Red,Beachwood BBQ & Brewing,Amber Ale,5.70%
B1838,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,4.90%
B1839,Country Boy Our Daily Red,Country Boy Brewing,Amber Ale,7%
B184,Keweenaw Red Jacket Amber Ale,Keweenaw Brewing Company,Amber Ale,5.10%
B1841,Cellar Lucky Enough Amber,Cellar Brewing Company,Amber Ale,7%
B1842,Platt Park Astronaut Amber,Platt Park Brewing Company,Amber Ale,5.10%
B1844,Altstadthof Rotbier,Hausbrauerei Altstadthof,Amber Lager/Vienna,5.20%
B1845,Alameda East Village Amber,Alameda Brewing Co.,Altbier,5.20%
B1846,MashCraft Ancho Annie,MashCraft Brewing,Spice/Herb/Vegetable,5.60%
B1847,21st Amendment Holiday Spiced Ale,21st Amendment Brewery,Spice/Herb/Vegetable,7%
B1848,Sleeping Lady Forty Niner Amber Ale,Sleeping Lady Brewing Co.,Amber Ale,5.20%
B1849,1010 Red Nose Reinbeer,1010 Brewing &#40;Sale St Brewery&#41;,Amber Ale,4.50%
B185,21st Amendment Red Giant,21st Amendment Brewery,American Strong Ale,13%
B1850,Amber Po Godzinach: India Pale Lager,Browar Amber,Premium Lager,4.80%
B1853,&#268;eský Rudolec Red Ale 13°,&#268;eský Rudolec,Amber Ale,-
B1854,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6%
B1856,Central City Red Racer Copper Ale,Central City Brewers + Distillers,Amber Ale,5%
B1857,Osgood Oakestown,Osgood  Brewing,Amber Ale,5.50%
B1858,Allendale End 34 Red Columbus,Allendale,Amber Ale,6%
B1861,Pints Rehab Red Amber,Pints Brewery & Sports Bar on the Colorado Belle,Amber Ale,5.40%
B1862,NoDa Guildy as Sin ,NoDa Brewing Company,Amber Ale,6.50%
B1863,Charleston Brewing White Elephant Red Ale,Charleston Brewing Company &#40;WV&#41;,Amber Ale,5.80%
B1865,La Quinta Brewing Co. Heatwave Red Ale,La Quinta Brewing Co.,Amber Ale,6%
B1869,Big Block Flathead Red,Big Block Brewing,Irish Ale,6.50%
B187,Founders Backstage Series #13: reDANKulous Imperial Red IPA,Founders Brewing Company,Imperial IPA,9.50%
B1870,Northgate Winter Soldier,Northgate Brewing,Amber Ale,6%
B1871,Toccalmatto Delta Red Disorder,Birrificio Toccalmatto,Imperial IPA,8.80%
B1873,Kalamazoo Royal Amber Ale,Bells Brewery,Amber Ale,-
B1874,Berwick Arden_s Amber,Berwick Brewing Company,Amber Ale,4.90%
B1875,Bootjesbier,Antwerpse Brouw Compagnie,Amber Ale,7%
B1876,Ukiah 10 Guilder,Ukiah Brewing Company,Amber Ale,5%
B1878,Beer Works Crimson Clover Irish Red,Beer Works,Irish Ale,5%
B188,Boulder Beer Sundance Amber Ale,Boulder Beer Company,Amber Ale,4.85%
B1880,Ruby River Ruby Red Ale,Ruby River Steakhouse and Brewery,Amber Ale,4%
B1881,El Toro Black Raspberry Ale,El Toro Brewing Co.,Fruit Beer,4%
B1882,Mare Nostrum Prestige,Mare Nostrum Brasseur du Sud,Amber Ale,6%
B1883,Appalachian Artie_s Amber Ale,Appalachian Brewing Company &#40;PA&#41;,Amber Ale,-
B1884,Denver Beer American Rojo,Denver Beer Company,Premium Bitter/ESB,-
B1885,Goldspot Pantalones Rojo Red IPA ,Goldspot Brewing Company,India Pale Ale &#40;IPA&#41;,5.50%
B1887,Wye Valley Dorothy Goodbody_s Country Ale,Wye Valley,English Strong Ale,6%
B1888,Destihl Roadblock British Red Ale,Destihl Brewery,Irish Ale,5%
B1889,Brodies West End Best &#40;4.0%&#41;,Brodies,Bitter,4%
B1891,Firetrucker 2 Alarm Red,Firetrucker Brewery,American Strong Ale,8%
B1892,Corralitos Richter Red Ale,Corralitos Brewing Company,Amber Ale,6.60%
B1893,Boulder Dam Reclamation Amber,Boulder Dam Brewing Co.,Amber Ale,-
B1895,AleWerks Winter Hop,AleWerks Brewing Company,American Strong Ale,9.30%
B1897,Brains Craft Brewery Simply Red,Brains,Amber Ale,4%
B190,Crested Butte White Buffalo Peace Ale,Crested Butte Brewing,Amber Ale,-
B1900,MobCraft Barrel Aged Rabbits Bounty,House of Brews,American Strong Ale,10.50%
B1901,Veracious Owd Boreas Imperial Red,Veracious Brewing Company,American Strong Ale,8.90%
B1903,Big Axe Red Ale,Big Axe Brewing Company,Amber Ale,6.80%
B1904,3 Daughters Orange Cream Ale,3 Daughters Brewing Company,Cream Ale,5.70%
B1905,Court Avenue Dorchester Amber,Court Avenue Brewing Company,Amber Ale,-
B1906,Alandale Octoberfest,Kirkwood Station Brewing Company,Oktoberfest/Märzen,-
B1908,Back Alley Fire Hydrant Red Ale,Back Alley Brewery,Amber Ale,6.20%
B1909,Iron Horse Brewlette #3,Iron Horse Brewery,Stout,-
B191,Brassneck Counter Cultured,Brassneck Brewery,India Pale Ale &#40;IPA&#41;,7%
B1910,Infusion Butcher Block Brown Ale,Infusion Brewing Company,Brown Ale,-
B1911,Thr3e Wise Men Hoggy Style Amber,Thr3e Wise Men,Belgian Ale,5%
B1913,Free State Thunderhead Pale Ale,Free State Brewing Company,American Pale Ale,6.40%
B1914,Four Saints Potter_s Clay Amber Ale,Four Saints Brewing Company,Amber Ale,5.70%
B1915,Planetary Brewing Heliotropic Amber,Planetary Brewing Company,Amber Ale,5.10%
B1916,Booze Brothers Green Eyed Amber,Booze Brothers Brewing Co,Amber Ale,5.90%
B1917,Hobbs Tavern WakeWolfe Amber ,Hobbs Tavern & Brewing Company,Amber Ale,4%
B1918,Svaty Norbert Masopustní 16° Naku&#345;ovaný Porter,Klá_terní Pivovar Strahov,Smoked,6.30%
B1919,Fort Barcelona Amber Ale,Llúpols i Llevats &#40;Glops&#41;,Amber Ale,5.30%
B1920,Catskill Devil_s Path IPA,Catskill Brewery,India Pale Ale &#40;IPA&#41;,7.50%
B1924,Main Street Amber Ale with Ella & Galaxy,Main Street Brewing &#40;BC&#41;,Amber Ale,6.10%
B1926,Noble Ale Works The Irisher,Noble Ale Works,Irish Ale,4.60%
B1927,Sockeye Crooked Trail Harvest Ale,Sockeye Brewing,Amber Ale,6%
B1929,Empirical Atomic Amber: Honey Hypothesis,Empirical Brewery,Amber Ale,6.70%
B193, Su_i&#269;ák Tmavá Emilka,Pivovar U _velch&#367;,Dunkel/Tmavý,5.20%
B1930,Blue Owl Van Dayum&#033; Sour Red Ale,Blue Owl Brewing,Sour Red/Brown,6.10%
B1931,Molly Pitcher Imperial Red,Molly Pitcher Brewing Company,American Strong Ale,6.50%
B1932,Lake Norman Outboard Amber Ale,Lake Norman Brewing Company,Amber Ale,5.10%
B1933,Mike Hess Station Copper Ale,Mike Hess Brewing Company,Amber Ale,6.10%
B1935,Sun Up Armadillo Red Ale,Sun Up Brewing Company &#40;Sonora Brewhouse&#41;,Amber Ale,5.20%
B1937,Equinox Borealis Winter Ale,Equinox Brewing,Belgian Ale,7%
B1938,Prohibition Pig Dream of the 90s,Prohibition Pig,Amber Ale,-
B1939,Earth Eagle Chillaxico,Earth Eagle Brewings,Traditional Ale,5.80%
B1940,Basqueland Arraun Amber Ale ,Mateo & Bernabé,Amber Ale,5%
B1941,16 Mile Mile Stones Batch #1,16 Mile Brewing Company,Session IPA,4.70%
B1942,Brew By Numbers 16/03 Red Ale - Mosaic & Chinook,Brew By Numbers,Amber Ale,5.50%
B1943,Thunder Canyon Morning Star Imperial Red,Thunder Canyon Brewery,American Strong Ale,10.10%
B1944,Sisyphus Hoppy Amber,Sisyphus Brewing,Amber Ale,6.20%
B1945,Leavenworth Nosferatu Red Ale,Fish Brewing Company/Leavenworth Beers,English Strong Ale,5.50%
B1946,1516 Amarillo Amber Ale,1516 Brewing Company,Amber Ale,-
B1947,Baias Ambar,Baias Garagardotegia,Amber Ale,5.50%
B1948,Black Woods Forest Ale,August Schell Brewing Company,Amber Ale,-
B1949,Fairhope Rescue Dog Red Ale,Fairhope Brewing Company,Amber Ale,7.20%
B195,Peak Organic The Maple Collaboration,Shipyard Brewing Company,Amber Ale,6.70%
B1950,8 Wired C4 Double Coffee Brown Ale,Renaissance Brewing,Brown Ale,8%
B1951,Exit #005 Amber Ale,Cavalier Beer,Amber Ale,5.60%
B1952,8 Wired Wild Feijoa Sour Ale 2013,Renaissance Brewing,Sour/Wild Ale,9.50%
B1954,La Virgen Jamonera,Cervezas La Virgen,Amber Ale,5%
B1955,21st Amendment Poor Richards Ale,21st Amendment Brewery,Traditional Ale,7%
B1958,Horse & Dragon Flagstone Copper Ale,Horse & Dragon Brewing Company,Amber Ale,-
B1959,Big Bear Lake Sidewinder Red Ale,Big Bear Lake Brewing Company,Amber Ale,8.50%
B196,Fish Tale Organic Amber Ale,Fish Brewing Company/Leavenworth Beers,Amber Ale,5%
B1960,_irv&#279;nos Dundulio Pilstoma Gira,_irv&#279;nos Bravoras &#40;Dundulis&#41;,Low Alcohol,0.50%
B1961,Rock Bottom Milwaukee Badger Stripe Ale,Rock Bottom Milwaukee,Amber Ale,5.30%
B1962,Okkara Rinkusteinur,Okkara,Amber Ale,5.80%
B1963,Acoustic Ales Rock Out With Your Vienna Out,Acoustic Ales Brewing Experiment,Amber Lager/Vienna,6%
B1967,12th Abbey Altered Amber,12th Abbey,Amber Ale,4.20%
B1968,5 Seasons Westside Rosebud_s Milk Stout,5 Seasons Westside,Sweet Stout,-
B1969,Marks & Spencer Lowland Glen Amber,Harviestoun,Amber Ale,4.50%
B1972,Albatros Bira Pilsener,Türk Tuborg,Pilsener,5%
B1973,Blue Blood Vanessa_s Wheat,Blue Blood Brewing Company,Wheat Ale,-
B1974,&#40;512&#41; Cabernet Barrel Aged Three,&#40;512&#41; Brewing Company,Abbey Tripel,9.50%
B1975,Our Mutual Friend Brett and Barreled Chinook Red Ale,Our Mutual Friend Malt & Brew,American Strong Ale,8%
B1976,Troubled Monk Accidental Amber,Troubled Monk,Amber Ale,-
B1977,Michelob AmberBock,Anheuser-Busch InBev,Amber Lager/Vienna,5.20%
B1978,Metropolitan Shezmu Red Lager,Metropolitan Brewing,Amber Lager/Vienna,5.50%
B1979,Northwest Peaks Double Redoubt Red,Northwest Peaks Brewery,American Strong Ale,8.50%
B198,Boneyard Diablo Rojo ,Boneyard Beer Company,Amber Ale,7%
B1980,Brickstone Irish Red Ale,Brickstone Restaurant & Brewery,Irish Ale,-
B1981,Wolf Hollow Amber,Wolf Hollow Brewing Company,Amber Ale,5%
B1982,Georgia Tea Party,Eagle Creek Brewing Company,Amber Ale,-
B1983,508 Dorado Pampeana,508 Gastrobrewery,Golden Ale/Blond Ale,-
B1984,Agua Mala Marea Roja,Cervecería Agua Mala,Amber Ale,5.24%
B1985,Sawtooth False Summit Amber Ale,Sawtooth Brewery,Amber Ale,5.70%
B1988,Uncle Bear_s Head To Tale Amber,Uncle Bear_s Brewery,Amber Ale,5.60%
B1989,Prohibition Pig Rufous,Prohibition Pig,Amber Ale,5.50%
B199,Brew Bus Detour Series: Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5%
B1990,Dugges Juldricka,Dugges Ale & Porterbryggeri,Amber Ale,4%
B1991,Dry City MiracAle Amber,Dry City Brew Works,Amber Ale,5.20%
B1995,Atlas Pterodactyl Deathscream Imperial Red IPA,Atlas Brewing Company,Imperial IPA,-
B1998,Legends of the Bay Champlain 1615-2015,Midland Beer Works,Amber Ale,5%
B1999,Ornery Occoquan Oats,Ornery Beer Company Public House,Amber Ale,5.80%
B200,Cartel Indiana Nights Imperial American Amber,Brew Link Brewing,Amber Ale,7%
B2000,Hill Farmstead Amarillo Single Hop Pale Ale,Hill Farmstead Brewery,American Pale Ale,5.20%
B2001,18th Street Barrel Aged Hunter,18th Street Brewery,Sweet Stout,9.50%
B2002,Courtyard Nova Convention,The Courtyard Brewery,Amber Ale,-
B2003,Pints Pub Phonebox Amber,Pints Pub Brewery & Freehouse,Amber Ale,-
B2004,Chatham Amber,Chatham Brewing,Amber Ale,-
B2005,Grimm Brothers Ungrateful Son,Grimm Brothers Brewhouse,Belgian Ale,6%
B2007,Padre Island Tailing Red Amber,Padre Island Brewing Company,Amber Ale,-
B2008,Hereford & Hops Cleary Red,Hereford & Hops Restaurant & Brew Pub,Irish Ale,3.90%
B2010,S:t Eriks / Samuel Adams Transatlantic Belgian Red Strong Ale,S:t Eriks Bryggeri &#40;Galatea&#41;,Belgian Strong Ale,7.30%
B2013,Bifferhaus Wacko Swami Amber Ale,Bifferhaus Brewing Company,American Strong Ale,9.50%
B2014,Inlet Brewing Monk in the Trunk Organic Amber Ale,Thomas Creek Brewery,Amber Ale,5.50%
B2015,Dry Dock Nautilus American Red,Dry Dock Brewing Co.,Amber Ale,5.60%
B2016,Aotearoa Mata Brown-Boy,Aotearoa Breweries,Amber Ale,5%
B2017,Twains Blushing Ape Oatmeal India Red,Twains Billiards and Tap,Amber Ale,6%
B2018,Bills Rudy_s Red ,Bills Tavern and Brewhouse,Irish Ale,-
B2019,Asheville / Thirsty Monk Sister Bad Habit,Asheville Brewing Company,Amber Ale,5.60%
B202,Cigar City / DuClaw Impey Barbicane_s Moongun,Cigar City Brewing,Amber Ale,3.90%
B2020,Flytrap Rehder_s Red Ale,Flytrap Brewing,Amber Ale,5.40%
B2021,AmberWeiss Wheat Beer,Kaluzhskaya &#40;Moskva-Efes&#41;,German Hefeweizen,5.30%
B2024,Mash Amber,Mash Brewery &#40;Hampshire&#41;,Bitter,4.30%
B2025,10 Barrel Crosby Farms Harvest Fresh Hop Ale,10 Barrel Brewing &#40;AB InBev&#41;,India Pale Ale &#40;IPA&#41;,5.50%
B2027,Bucks County Munich Autumn,Bucks County Brewery,Oktoberfest/Märzen,6.50%
B2028,7venth Sun Ruby Red Overhead IPA,7venth Sun Brewery,India Pale Ale &#40;IPA&#41;,6.30%
B203,SanTan Epicenter Amber Ale,SanTan Brewing Company,Amber Ale,5.50%
B2030,Paw Paw Gus Meister Amber Ale,Paw Paw Microbrewery,Amber Ale,5.10%
B2031,BandWagon Ezra Red Ale,BandWagon Brewpub,Irish Ale,5%
B2033,Broad Ripple Firecracker Red Ale,Broad Ripple Brewing Co.,Amber Ale,5.50%
B2035,Big Spruce Ready Yer Knot... Regatta Red Ale,Big Spruce Brewing,Amber Ale,-
B2036,Gun Hill Redcoat Resistance,Gun Hill Brewing Company,Amber Ale,5.40%
B2037,Little Apple Rileys Red Ale,Little Apple Brewing Co.,Amber Ale,5.20%
B2038,Sherwood Production Line Red,Sherwood Brewing Company,Amber Ale,5.25%
B2040,MòR Scode&#033;,MòR Brewing,Bitter,4%
B2041,Illawarra Rust Amber Ale,Illawarra Brewing Company,Amber Ale,5.20%
B2042,_mog_ala Winter Ale,Joalda,American Strong Ale,7.50%
B2043,Vizir Lucky Luke Sexy Ale,Pivovarna Vizir,Amber Ale,4%
B2044,Bethlehem Brew Works Rockwell Red Ale,Fegley_s Brew Works,Amber Ale,5.40%
B2045,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,8%
B2046,Baerlic Arctos,Baerlic Brewing,American Strong Ale,6.50%
B2049,Fresh Chios Beer / Fréskia Mpýra Chíou &#40;House Ale&#41;,Chios Microbrewery,Golden Ale/Blond Ale,4.90%
B2050,Swamp Head Part-Time Lubber,Swamp Head Brewery,Amber Ale,4.50%
B2052,Blue Canoe Joe_s Electric Bill,Blue Canoe Brewery,Amber Ale,5.50%
B2056,Manitou Tall Rev Red Ale,Manitou Brewing Company,Amber Ale,6.70%
B2057,Angry Minnow Redhorse Ale,Angry Minnow,Irish Ale,-
B2058,8 Wired Extra Pils,Renaissance Brewing,Pilsener,5%
B2059,Colleen_s Finest Amber Ale ,Hog_s Head Brewing Company,Amber Ale,5%
B2060,Bonneville Brewery Antelope Amber Ale ,Bonneville Brewery Company,Amber Ale,4%
B2062,Portsmouth Amber Dandy,Portsmouth Brewery,Amber Ale,6.20%
B2064,Backpocket First Runnings,Backpocket Brewing,Imperial Stout,11%
B2067,I & I Orange Flower Amber,I & I Brewing,Amber Ale,6.10%
B2069,&#40;512&#41; Mole Cream Stout,&#40;512&#41; Brewing Company,Sweet Stout,-
B207,Able Ebenezer Auburn Ale,Able Ebenezer Brewing Company,Amber Ale,4.50%
B2071,10 Barrel Big Black Stout,10 Barrel Brewing &#40;AB InBev&#41;,Sweet Stout,6.20%
B2074,Borderlands Santa Rita Amber Ale,Borderlands Brewing Company,Amber Ale,5.60%
B2076,Elitch Gardens Fire Roasted Amber,Wynkoop Brewing Company,Spice/Herb/Vegetable,5.20%
B2078,Bad Beat Ante Up Amber Ale,Bad Beat Brewing,Amber Ale,5.70%
B2079,Buffalo Bayou Cedar Aged 1836,Buffalo Bayou Brewing,Premium Bitter/ESB,5.90%
B2080,FOTM Hoosier Amber,Fire on the Mountain Brewing Co.,Amber Ale,5.30%
B2082,Momentum Brewhouse Knee Highs,Momentum Brewhouse,American Strong Ale,9.50%
B2084,Alpha State Red Simcoe,Alpha State,India Pale Ale &#40;IPA&#41;,7.50%
B2085,21st Amendment Larrys Last Call Ale,21st Amendment Brewery,Amber Ale,-
B2087,BrainDead Red ,BrainDead Brewing,Amber Ale,6%
B2089,Lompoc Saison d_Evolution,Lompoc Brewing,Saison,5.80%
B209,Milwaukee Ale House Louies Resurrection,Milwaukee Ale House,Amber Ale,7.50%
B2092,McMinnville Malthouse Scaredman Cream Ale,McMinnville Malthouse,Cream Ale,5%
B2093,Heartland Belgian Red Rooster,Greenpoint Beer Works,Amber Ale,5.50%
B2095,Rocky Mountain Spirit Hill Amber,Rocky Mountain Brewery,Amber Ale,-
B2096,Rock Bottom Arlington Oatmeal Amber Ale,Rock Bottom Arlington,Amber Ale,5.30%
B2097,Rhinelander Bad Hare Red Ale,Minhas Craft Brewery,Amber Ale,5.50%
B2099,Rock Bottom Des Moines Mud in Your Eye Red,Rock Bottom Des Moines,Amber Ale,-
B21,Avalanche  Treasure Mountain Pale Ale,Avalanche  Brewing Company,American Pale Ale,5.50%
B210,Pizza Boy Simcoe SamuRYE,Pizza Boy Brewing,Specialty Grain,6.80%
