Label,Beer Name,Brew Factory Name,Style,ABV
A887,Country House Red Ale,Argus Brewery,American Amber / Red Ale,4.14%
A888,Regner Red Ale,Lithia Brewing Company,American Amber / Red Ale,6.30%
A889,Ryane's Red,Exit 6 Brewery,American Amber / Red Ale,6.80%
A890,Old Fashioned,Wicked Weed Brewing,American Amber / Red Ale,5.75%
A891,Exxpedition Imperial Red Ale,Drake's Brewing Co.,American Amber / Red Ale,8.00%
A892,Old Oak Amber Ale,Carver Brewing Co.,American Amber / Red Ale,-
A893,Rust Belt,Sprague Farm & Brew Works,American Amber / Red Ale,-
A894,Barefoot Brew,Maui Brewing Co.,American Amber / Red Ale,5.50%
A895,North West Ale,Spinnakers Gastro Brewpub & Guesthouse,American Amber / Red Ale,6.20%
A896,High Tor,Buxton Brewery,American Amber / Red Ale,6.30%
A897,Cloudcap Amber Ale,Ice Axe Grill / Mt. Hood Brewing Co.,American Amber / Red Ale,5.00%
A898,BJ's Oasis,BJ's Restaurant & Brewhouse,American Amber / Red Ale,4.70%
A899,Red Cap,Kulshan Brewing Company,American Amber / Red Ale,5.50%
A900,Market Street Wrought Iron Red,Market Street Brewing Co. and Restaurant,American Amber / Red Ale,-
A901,Ginger,Black Bottle Brewery,American Amber / Red Ale,6.90%
A902,Roo's Red Ale,903 Brewers,American Amber / Red Ale,6.90%
A903,Namber Ale,Nano Brew Cleveland,American Amber / Red Ale,5.50%
A904,Amber Ella,Eight Degrees Brewing,American Amber / Red Ale,6.80%
A905,Ballistic Brewing Co. - Gorgon Red Ale,Indian Wells Brewing Company,American Amber / Red Ale,5.50%
A906,Thunder Canyon Deep Canyon Amber Ale,Thunder Canyon Brewery,American Amber / Red Ale,4.80%
A907,Habanero Smoked Ale,Alligator Brewing Company,American Amber / Red Ale,5.00%
A908,Raging Rhino Red,McKenzie Brewing Company,American Amber / Red Ale,5.40%
A909,Schoolhouse Honey Amber Ale,Latitude 42 Brewing Company,American Amber / Red Ale,5.00%
A910,Barrel Harbor Red Ale,Barrel Harbor Brewing,American Amber / Red Ale,5.20%
A911,Eve Amber Ale,Lonerider Brewing Company,American Amber / Red Ale,4.20%
A912,Raccoon Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.90%
A913,Julesnadder,Nøgne _ - Det Kompromissløse Bryggeri A/S,American Amber / Red Ale,4.50%
A914,Cane Fire Red,Kauai Island Brewery & Grill,American Amber / Red Ale,6.30%
A915,Brutopian Valhalla,Brutopia Brewery,American Amber / Red Ale,5.50%
A916,Heavy Hitter,Yalobusha Brewing Company,American Amber / Red Ale,8.00%
A917,Elektron,The Actual Brewing Co.,American Amber / Red Ale,6.30%
A918,North Coast Red Ale,Seaside Brewing Company,American Amber / Red Ale,6.70%
A919,Buoy NW Red Ale,Buoy Beer Company,American Amber / Red Ale,6.70%
A920,Red Roadster,Silver Peak Restaurant & Brewery,American Amber / Red Ale,8.00%
A921,Big Horn Buttface Amber Ale,C.B. & Potts,American Amber / Red Ale,-
A922,American Bold Ale,Vindication Brewing Co.,American Amber / Red Ale,7.20%
A923,Stone Hammer Maple Red Ale,F&M Brewery,American Amber / Red Ale,5.00%
A924,Otto Amber,Empire Brewing Company,American Amber / Red Ale,-
A925,High West Barrel Aged Libertine,Fulton Beer,American Amber / Red Ale,8.50%
A926,Red Carpet Ale,SoCal Beer Company,American Amber / Red Ale,5.90%
A927,Standing Stone Amber Ale,Standing Stone Brewing Company,American Amber / Red Ale,6.00%
A928,Joker Amber,Northwest Brewing Company,American Amber / Red Ale,6.00%
A929,Red Drum,Cask & Larder,American Amber / Red Ale,5.40%
A930,Native Son,Lost Rhino Brewing Company,American Amber / Red Ale,6.70%
A931,Red Giant Ale,Big Island Brewhaus & Tako Taco Taqueria,American Amber / Red Ale,6.50%
A932,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,5.10%
A933,Fantapants,Feral Brewing Co.,American Amber / Red Ale,7.40%
A934,Wolf Rock,Sharp's Brewery,American Amber / Red Ale,4.80%
A935,Remington Red,Bricktown Brewery,American Amber / Red Ale,4.00%
A936,AmericAle,South County Brewing Co.,American Amber / Red Ale,6.30%
A937,Whistle Stop Amber,Johansson's Dining House,American Amber / Red Ale,5.30%
A938,Thoroughbred Red,Hops Grillhouse & Brewery,American Amber / Red Ale,5.10%
A939,5:02 Amber,Wichita Brewing Co. & Pizzeria West,American Amber / Red Ale,5.82%
A940,Creeper Trail Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,4.80%
A941,Agate Pass Amber,Hood Canal Brewing,American Amber / Red Ale,-
A942,Amber's Hot Friend,Skookum Brewery,American Amber / Red Ale,-
A943,Old Detroit Amber Ale,Frankenmuth Brewery,American Amber / Red Ale,5.60%
A944,2010 Reserve Amber Ale,Endeavour Beverages,American Amber / Red Ale,5.20%
A945,Table 42 Red,Hollister Brewing Co.,American Amber / Red Ale,5.40%
A946,4 Brothers Sibling Rivalry,Sand Creek Brewing Company,American Amber / Red Ale,4.70%
A947,Rise Of The Phoenix,Minneapolis Town Hall Brewery,American Amber / Red Ale,-
A948,Red Water,Crow Peak Brewing,American Amber / Red Ale,6.50%
A950,Penn's Curse Amber,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.10%
A951,Anniversary Ale 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,7.30%
A952,Mosh Pit,Acoustic Ales Brewing Experiment,American Amber / Red Ale,6.66%
A953,Crum,Stony Creek Brewery,American Amber / Red Ale,6.20%
A954,Móri,_lvisholt Brugghús,American Amber / Red Ale,5.50%
A955,Fat Tire,New Belgium Brewing,American Amber / Red Ale,5.20%
A956,BdbBi(G)Bodyibu,Birra Del Borgo,American Amber / Red Ale,7.10%
A957,Ale Mohnaty Shmel,Moskovskaya Pivovarennaya Kompaniya,American Amber / Red Ale,5.00%
A958,Columbus Red,Minneapolis Town Hall Brewery,American Amber / Red Ale,5.50%
A959,Dogcatcher,CODA Brewing Co.,American Amber / Red Ale,5.50%
A960,Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Co.,American Amber / Red Ale,8.00%
A961,Blushing Beaver,Belching Beaver Brewery,American Amber / Red Ale,6.00%
A962,Crimson Bombshell,Indiana City Brewing Company,American Amber / Red Ale,8.90%
A963,Yard House Amber Ale,Firestone Walker Brewing Co.,American Amber / Red Ale,-
A964,Redside India Red Ale,GoodLife Brewing Company & Bier Hall,American Amber / Red Ale,6.00%
A965,Comet,Wicked Weed Brewing,American Amber / Red Ale,8.50%
A966,Tasting Room Series: Red IPA,Boulevard Brewing Co.,American Amber / Red Ale,5.80%
A967,Reggae Red,SLO Brewing Co.,American Amber / Red Ale,5.00%
A968,Revolution,Heritage Brewing Co.,American Amber / Red Ale,5.60%
A970,Ragged Mountain Red Ale,Flying Goose Brew Pub & Grille,American Amber / Red Ale,5.20%
A971,Grimousse,Le Grimoire,American Amber / Red Ale,5.00%
A972,Trainwreck Red,Crooked Fence Brewing,American Amber / Red Ale,6.00%
A973,Decoy Red,Wicked Weed Brewing,American Amber / Red Ale,6.00%
A974,Grizz,2 Brothers Brewery,American Amber / Red Ale,5.70%
A975,Hammerhead Red Ale,Brewsters Brewing Company & Restaurant - Oliver Square,American Amber / Red Ale,5.00%
A976,Grass Fed Red,Cigar City Brewing,American Amber / Red Ale,6.00%
A977,Super Jupiter Grapefruit ISA,Howe Sound Inn & Brewing Company,American Amber / Red Ale,4.50%
A978,Rio Chama Amber Ale,Chama River Brewing Company,American Amber / Red Ale,5.00%
A979,Boomer's Canadian Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,5.00%
A980,_gir Rallar Amber Ale,_gir Bryggeri,American Amber / Red Ale,4.70%
A981,India Red Delicious,Deschutes Brewery,American Amber / Red Ale,6.10%
A982,The Honeyed One,High Hops Brewery,American Amber / Red Ale,6.30%
A983,Red Reuben,Bison Brewing,American Amber / Red Ale,7.00%
A984,Boy's Red,BrickHouse Brewery,American Amber / Red Ale,5.50%
A985,Highwayman Thrice Hopped Red Ale,The Portland Hotel & James Squire Brewhouse,American Amber / Red Ale,-
A986,Red Riser IRA,McMenamins,American Amber / Red Ale,7.10%
A987,Monkey Head,Triple Rock Brewery & Alehouse,American Amber / Red Ale,8.00%
A988,Dells Chief Amber Ale,Wisconsin Dells Brewing Co.,American Amber / Red Ale,5.00%
A989,Double Down Imperial Red,Wildcard Brewing,American Amber / Red Ale,-
A990,Rod Bender,3 Daughters Brewing,American Amber / Red Ale,5.90%
A991,Motorman Reserve,Red Car Brewery and Restaurant,American Amber / Red Ale,5.74%
A992,Rumspringa Red Caboose Ale,Rumspringa Brewing Company,American Amber / Red Ale,5.40%
A993,Farmhouse Red Ale,Hall Brewing Co.,American Amber / Red Ale,4.00%
A994,JT Schmid's Emil's Amber Ale,JT Schmid's Restaurant & Brewery,American Amber / Red Ale,5.20%
A995,Hospitali-Tea,The Unknown Brewing Co.,American Amber / Red Ale,5.60%
A996,Christmas Cranberry Ale,Blue & Gray Brewing Co.,American Amber / Red Ale,6.80%
A997,Milly's Tasha's Red Tail Ale,Milly's Tavern / Stark Brewing Company,American Amber / Red Ale,4.80%
A998,Hoppopotamus,Iron Hill Brewery & Restaurant,American Amber / Red Ale,7.90%
A999,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60%
A1000,Back Draft,Tall Tales Brewing,American Amber / Red Ale,5.50%
A1001,Fly Fisher Red,Gore Range Brewery,American Amber / Red Ale,5.50%
A1002,Nice And Naughty Christmas Ale,Naked Dove Brewing Company,American Amber / Red Ale,-
A1003,Waves Of Grain,The LAB (Lexington Avenue Brewery),American Amber / Red Ale,5.50%
A1004,Bushwacker,Prairie Fire Brewing Co.,American Amber / Red Ale,7.10%
A1005,MacKenzie River Driftboat Amber,Blackfoot River Brewing Company,American Amber / Red Ale,5.50%
A1006,Apparition Amber Ale,The Brewerie At Union Station,American Amber / Red Ale,-
A1007,Red Circle Ale,Battlefield Brew Works,American Amber / Red Ale,5.20%
A1008,Scratch Beer 176 - 2015 (Red Ale),Tröegs Brewing Company,American Amber / Red Ale,6.40%
A1009,Rebel Red,Big Dog's Draft House,American Amber / Red Ale,5.60%
A1010,Red Duck Amber Ale,Purrumbete Brewing Company (Red Duck),American Amber / Red Ale,4.80%
A1011,Big Rig Rideau Red,Big Rig Brewery,American Amber / Red Ale,5.20%
A1012,Quimera Amber Ale,Casa Cervecera Quinta Normal S.A.,American Amber / Red Ale,5.70%
A1013,Aberrant Amber,People's Brewing Company,American Amber / Red Ale,5.50%
A1014,Chinook Copper Ale,Northwest Brewing Company,American Amber / Red Ale,5.30%
A1015,Rooibos Red Ale With Vanilla,Dangerous Man Brewing,American Amber / Red Ale,-
A1016,Oso Bueno,11 Below Brewing,American Amber / Red Ale,5.30%
A1017,Scratch Beer 200 - 2015 (Red Steam Common Ale),Tröegs Brewing Company,American Amber / Red Ale,6.50%
A1018,Red Leader Rebel Red,Pizza Port Solana Beach,American Amber / Red Ale,-
A1019,Weed Amber Ale,The Weed Company,American Amber / Red Ale,5.50%
A1020,Assawoman Amber,Burley Oak Brewery,American Amber / Red Ale,6.90%
A1021,Indian Red Head,Catawba Brewing Co.,American Amber / Red Ale,5.00%
A1022,1890 Founder's Ale,Grayton Beer Company,American Amber / Red Ale,6.10%
A1023,The Libertine (Heaven Hill Barrel-Aged),Fulton Beer,American Amber / Red Ale,8.50%
A1024,Mistress Jade's Hemp Ale,Sherwood Brewing Company,American Amber / Red Ale,6.00%
A1025,Red Tape,Fort Myers Brewing Company,American Amber / Red Ale,5.20%
A1026,Cinnamon Girl,Revolver Brewing,American Amber / Red Ale,6.75%
A1027,Red Elephant,Laurelwood Public House & Brewery,American Amber / Red Ale,7.00%
A1028,I Drink Therefore I Amber,Fairhope Brewing Company,American Amber / Red Ale,5.90%
A1029,Battle Of Wil's,Revolution Brewing Company,American Amber / Red Ale,5.30%
A1030,Firecat,Seventh Son Brewing Co.,American Amber / Red Ale,9.40%
A1031,Back Street Rita Red Ale,Back Street Brewery,American Amber / Red Ale,-
A1032,Chill Clinton,Exile Brewing Co.,American Amber / Red Ale,8.00%
A1033,Hoosac Tunnel Pale Ale,Berkshire Brewing Company Inc.,American Amber / Red Ale,6.30%
A1034,Big Cedar IRA,Backwoods Brewing Company,American Amber / Red Ale,6.50%
A1035,Imperial Red Ryeot,La Cumbre Brewing Co.,American Amber / Red Ale,9.00%
A1036,Durham Red Dragon,County Durham Brewing Company,American Amber / Red Ale,4.70%
A1037,La Colborne,Microbrasserie Le Naufrageur,American Amber / Red Ale,5.00%
A1038,Cheer Beer,Blue Mountain Brewery,American Amber / Red Ale,6.50%
A1039,Olde Richmond Batch No. 9 Red Ale,Olde Richmond Beer Company,American Amber / Red Ale,-
A1040,Red Rooster Ale,River City Brewing Company,American Amber / Red Ale,-
A1041,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00%
A1042,Ant Hill Red Ale,Big Bear Mountain Brewery,American Amber / Red Ale,5.50%
A1043,Scout Dog 44,Veterans United Craft Brewery,American Amber / Red Ale,5.40%
A1044,Red Tao,Black Lotus Brewery,American Amber / Red Ale,5.50%
A1045,Rusted Butte Red Ale,Out of Bounds Brewing Company,American Amber / Red Ale,5.80%
A1046,Paddle Wheeler,Persimmon Hollow Brewing,American Amber / Red Ale,5.60%
A1047,Sierra Amber Ale,Silver Peak Restaurant & Brewery,American Amber / Red Ale,4.50%
A1048,Stowe Mountain Lodge Hourglass Ale,Rock Art Brewery,American Amber / Red Ale,6.00%
A1049,Roll Cage Red,Motorworks Brewing,American Amber / Red Ale,6.50%
A1050,Absolution Ale,Church Brew Works,American Amber / Red Ale,5.80%
A1051,Argilla Amber,Argilla Brewing Co.,American Amber / Red Ale,5.00%
A1052,Top Sail,Belmont Brewing Company,American Amber / Red Ale,5.50%
A1053,10 On The Richter Scale,Allentown Brew Works,American Amber / Red Ale,10.40%
A1054,Victorville Red,Cannonball Creek Brewing Company,American Amber / Red Ale,-
A1055,R.J. King Wingwalker Winter Brew,World Brews,American Amber / Red Ale,6.30%
A1056,Side Car,Sierra Nevada Brewing Co.,American Amber / Red Ale,5.60%
A1057,Plucky Rooster Ale,Plattsburgh Brewing Company,American Amber / Red Ale,5.00%
A1058,292 Ale,Lawson's Finest Liquids,American Amber / Red Ale,5.50%
A1059,Legends Of The Bay Giant's Tomb,Hockley Valley Brewing Co.,American Amber / Red Ale,5.00%
A1060,Ambrée D'Amour,Golden Lion Brewing Company / Pub & Brasserie le Lion D'Or,American Amber / Red Ale,4.80%
A1061,Rojo Mojo Red Ale,The Port Gastropub / Sea Level Brewing Company,American Amber / Red Ale,5.20%
A1062,Ride Your Bike Double Red Ale,Oakshire Brewing,American Amber / Red Ale,8.60%
A1063,Pancake Junkie,Begyle Brewing Company,American Amber / Red Ale,7.20%
A1064,Screening Room Red,Naked City Taphouse,American Amber / Red Ale,7.00%
A1065,Ridgeback Red,Block 15 Brewery & Restaurant,American Amber / Red Ale,6.30%
A1066,Mosaic IRA,Three Notch'd Brewing Company,American Amber / Red Ale,8.20%
A1067,Boutefeu,Microbrasserie Du Lac-Saint-Jean,American Amber / Red Ale,5.10%
A1068,Pretzel City Amber,Generations Brewing,American Amber / Red Ale,5.10%
A1069,Kettle Valley Amber Ale,The Tin Whistle Brewing Company,American Amber / Red Ale,5.00%
A1070,Wynwood Fox,Wynwood Brewing Company,American Amber / Red Ale,7.70%
A1071,Feight,8th Wonder Brewery,American Amber / Red Ale,5.20%
A1072,Rusted Rail Ale,Old Rail Brewing Company,American Amber / Red Ale,5.40%
A1073,Anthracite Ale,Breaker Brewing Company,American Amber / Red Ale,5.50%
A1074,Amber Falcon,Minneapolis Town Hall Brewery,American Amber / Red Ale,-
A1075,Paradox Red Ale,Paradox Brewery,American Amber / Red Ale,5.00%
A1076,Scarlet Fever,The Wild Beer Co.,American Amber / Red Ale,4.80%
A1077,46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-
A1079,Voodoo Dog,Silver Moon Brewing,American Amber / Red Ale,5.50%
A1080,Street Fight,Angry Hank's Microbrewery,American Amber / Red Ale,6.50%
A1081,Pinchy,Marshall Wharf Brewing Company / Three Tides Restaurant,American Amber / Red Ale,3.00%
A1082,Sixth Anniversary Imperial Red,Freetail Brewing Company,American Amber / Red Ale,6.60%
A1083,Reyes Adobe Imperial Red,Ladyface Ale Companie,American Amber / Red Ale,9.80%
A1084,Festivus 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,6.10%
A1085,Prototype 9.29.15,Foundation Brewing Company,American Amber / Red Ale,6.30%
A1086,Cusqueña Red Lager,Compania Cervecera Del Sur Del Peru S.A. (Cervesur),American Amber / Red Ale,5.00%
A1087,Ole 59er Amber Ale,Colorado Mountain Brewery,American Amber / Red Ale,5.20%
A1088,Indian Red Ale,Valley Brewing Company,American Amber / Red Ale,6.50%
A1089,Righteously Hopped Red IPA,Mother Earth Brew Co.,American Amber / Red Ale,6.00%
A1090,Brewer's Boot Amber Ale,Bosque Brewing Co.,American Amber / Red Ale,5.80%
A1091,Grizzly Bear Red Ale,Thirsty Bear Brewing Company,American Amber / Red Ale,-
A1092,Bobcat Imperial Red,Middleton Brewing,American Amber / Red Ale,6.30%
A1093,Red Necktar,City Star Brewing Company,American Amber / Red Ale,6.50%
A1094,Muzzle Flash,Brass Cannon Brewing,American Amber / Red Ale,-
A1095,Hook Island Red,The Five Points Brewing Company,American Amber / Red Ale,6.00%
A1096,HATER,Pizza Port Solana Beach,American Amber / Red Ale,5.50%
A1097,Red Tail,Beard & Brau,American Amber / Red Ale,5.10%
A1098,Ocho Reales,Sierra Madre Brewing Co.,American Amber / Red Ale,5.00%
A1099,American Sky Amber Salute,American Sky Brewing Co.,American Amber / Red Ale,5.40%
A1100,Arkansas Red Ale,Core Brewing & Distilling Co.,American Amber / Red Ale,5.20%
A1101,Too Sticky To Roll,Burnside Brewing Co.,American Amber / Red Ale,6.20%
A1102,Duff's Microbrew,CB Craft Brewers,American Amber / Red Ale,4.50%
A1103,Angry Peaches,Garage Project,American Amber / Red Ale,6.80%
A1104,Red Von Boorien,Elliott Bay Brewing Co.,American Amber / Red Ale,-
A1105,Woodenhead Ale,River City Brewing Company,American Amber / Red Ale,6.70%
A1106,No. 03 Amber Ale,Gella's Diner & Lb. Brewing Co.,American Amber / Red Ale,5.00%
A1107,Uncle Billy's Organic Amber,Uncle Billy's Brew & Que,American Amber / Red Ale,5.10%
A1108,Birra Moretti Red Ale,Birra Moretti (Heineken),American Amber / Red Ale,-
A1109,Sunset Red,Sarasota Brewing Company,American Amber / Red Ale,7.00%
A1110,Rubbish Oat Amber Ale,LynLake Brewery,American Amber / Red Ale,-
A1111,J. Paul's 1889 Amber Ale,Old Dominion Brewing Company,American Amber / Red Ale,4.70%
A1112,Anacortes Red Ale,Anacortes Brewery & Rockfish Grill,American Amber / Red Ale,4.20%
A1113,Rocket's Red Ale,Liberty Steakhouse Brewery,American Amber / Red Ale,6.00%
A1114,Red Collar,Indiana City Brewing Company,American Amber / Red Ale,8.00%
A1115,McSwagger's,Crooked Can Brewing Company,American Amber / Red Ale,6.00%
A1116,Dragonmead Crooked Door Amber Ale,Dragonmead Microbrewery,American Amber / Red Ale,5.00%
A1117,Reggie's French River Red,Lily's Seafood & B.C.,American Amber / Red Ale,5.80%
A1118,Red Table,Monkish Brewing Co.,American Amber / Red Ale,5.60%
A1119,Almog_ver Cervesa Artesanal,Cerveses Almog_ver,American Amber / Red Ale,4.50%
A1120,El Paisano,Barley Forge Brewing Co.,American Amber / Red Ale,5.70%
A1121,Lonesome Boatman Ale,Outer Light Brewing Company,American Amber / Red Ale,5.20%
A1122,Alpine Amber Ale,The Brewery At Lake Tahoe,American Amber / Red Ale,-
A1123,Quills Karoo Red,Porcupine Quill Micro Brewery and Deli,American Amber / Red Ale,5.50%
A1124,Cuvee Rouge (2015 Bottled Vintage),Marble Brewery,American Amber / Red Ale,7.40%
A1125,Agave Amber Ale,Thump Keg Brewing Co.,American Amber / Red Ale,5.80%
A1126,Red Planet,Draught House Pub & Brewery,American Amber / Red Ale,4.80%
A1127,Columbus Kashmir,Columbus Brewing Company,American Amber / Red Ale,5.50%
A1128,Reel Amber,Port Townsend Brewing Company,American Amber / Red Ale,5.20%
A1129,Dansk Amber Ale,Solvang Brewing Company,American Amber / Red Ale,-
A1130,BCA,Abandon Brewing Co.,American Amber / Red Ale,5.50%
A1131,Alamosa Amber,San Luis Valley Brewing Company,American Amber / Red Ale,4.70%
A1132,East Coast Amber Ale,War Horse Brewing Company,American Amber / Red Ale,5.30%
A1133,Rusted Route Amber Ale,Roundabout Brewery,American Amber / Red Ale,5.10%
A1134,Big Rye Wibby,Iron Hill Brewery & Restaurant,American Amber / Red Ale,7.50%
A1135,Vigilante,4 Hands Brewing Co.,American Amber / Red Ale,5.00%
A1136,Iron Mike's Amber Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,-
A1137,Fire Dragon,Hollister Brewing Co.,American Amber / Red Ale,7.40%
A1138,House Dressing,Hamburg Brewing Company,American Amber / Red Ale,-
A1139,Green Man The Blood Of My Enemies,Green Man Brewery,American Amber / Red Ale,7.00%
A1140,Maple Ale,Lefty's Brewing Company,American Amber / Red Ale,5.00%
A1141,Rat Beach Red Ale,Redondo Beach Brewing,American Amber / Red Ale,8.20%
A1142,Häffner Hopfenstopfer Dark Red Temptation,Hotel-Gasthof Häffner Bräu,American Amber / Red Ale,5.00%
A1143,Lake Missoula Amber,Kettle House Brewing Co.,American Amber / Red Ale,9.00%
A1144,Two Redeyes Ales,Tampa Bay Brewing Co.,American Amber / Red Ale,5.50%
A1145,Island Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,8.50%
A1146,Hud-a-wa' Strong,Yeastie Boys,American Amber / Red Ale,5.00%
A1147,Red Barn Amber Ale,Blue Tractor BBQ & Brewery,American Amber / Red Ale,6.80%
A1148,Jananna Dance Red Headed Ale,Haymarket Pub & Brewery,American Amber / Red Ale,-
A1149,Independence Rood,Independence Brewing Co.,American Amber / Red Ale,5.50%
A1150,Equinox Extra XPA,Lawson's Finest Liquids,American Amber / Red Ale,-
A1151,Woodcock Brothers Amber,Woodcock Brothers Brewing Company,American Amber / Red Ale,7.50%
A1152,Little Red Corvette,Blind Tiger Brewery & Restaurant,American Amber / Red Ale,-
A1153,The Former Tenant,Modus Operandi Brewing Co.,American Amber / Red Ale,-
A1154,South Ridge Amber Ale,Crystal Springs Brewing Company,American Amber / Red Ale,-
A1155,Glasstown Founders Ale,Glasstown Brewing Co.,American Amber / Red Ale,7.30%
A1156,Apex Amber,Mountain Toad Brewing,American Amber / Red Ale,7.00%
A1157,DaDo Bier Red Ale,Cervejaria DaDo Bier,American Amber / Red Ale,6.60%
A1158,Simple Ale,Epic Ales,American Amber / Red Ale,-
A1159,Tail Waggin' Amber Ale,Downtown Joe's American Bar And Grill,American Amber / Red Ale,6.00%
A1160,Big Red Norm,Denizens Brewing Co.,American Amber / Red Ale,-
A1161,Southern Delight,Coastal Empire Beer Co.,American Amber / Red Ale,7.60%
A1162,Caldera Big Island Red Sea,Caldera Brewing Company,American Amber / Red Ale,5.20%
A1163,Big & Tall #2,Blue Pants Brewery,American Amber / Red Ale,8.80%
A1164,Two-Bit Amber,Roosters Brewing Company and Restaurant,American Amber / Red Ale,9.00%
A1165,Sedation,Institution Ale Company,American Amber / Red Ale,4.00%
A1166,Trout Town Rainbow Red Ale,Roscoe Beer Co.,American Amber / Red Ale,4.00%
A1167,Get To The Choppa,The Beer'd Brewing Co.,American Amber / Red Ale,7.50%
A1168,Snake Eye Canyon Red Ale,Great Baraboo Brewing Company,American Amber / Red Ale,9.10%
A1169,European Street Cafe Lamp Post Ale,Bold City Brewery,American Amber / Red Ale,5.20%
A1170,Red Galaxy,Aeronaut Brewing Company,American Amber / Red Ale,-
A1171,Ring Side Red,Boxing Cat Brewery,American Amber / Red Ale,6.70%
A1172,Jacked Up Red,Omaha Jack's Grillhouse & Brewery,American Amber / Red Ale,5.20%
A1173,North Star Amber Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,8.00%
A1174,Basil,Beaver Brewing Company,American Amber / Red Ale,5.00%
A1175,Insane Mane Red Ale,White Lion Brewing Company,American Amber / Red Ale,5.10%
A1176,Velvet Amber,District ChopHouse & Brewery,American Amber / Red Ale,-
A1177,Mint Julep,Wicked Weed Brewing,American Amber / Red Ale,5.40%
A1178,Henry Hudson's Bale House Ale,Big Rock Brewery,American Amber / Red Ale,9.70%
A1179,Angel's Perch Amber,Sockeye Grill & Brewery,American Amber / Red Ale,5.00%
A1180,Give Em Hell,Double Barley Brewing,American Amber / Red Ale,4.50%
A1181,Blazing Amber,Old Schoolhouse Brewery,American Amber / Red Ale,10.40%
A1182,Journeymen,Al's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,6.80%
A1183,Devil's Backbone,Kinnegar Brewing Company,American Amber / Red Ale,4.50%
A1184,Belgian Amber,Starkey's Lookout,American Amber / Red Ale,4.90%
A1185,Round Barn Red,Kingdom Brewing,American Amber / Red Ale,-
A1186,Orion's Quest Red Ale,Kassik's Kenai Brew Stop,American Amber / Red Ale,6.80%
A1187,Bill & Ted's Excellent Amber,Lynnwood Grill & Brewing Concern,American Amber / Red Ale,5.00%
A1188,Lakewood Manimal,Lakewood Brewing Company,American Amber / Red Ale,6.50%
A1189,Running Light Red,Fair Winds Brewing Company,American Amber / Red Ale,6.00%
A1190,Manzanita Red,Prescott Brewing Company,American Amber / Red Ale,5.10%
A1191,Ranch Dog Red,Tahoe Mountain Brewing Co.,American Amber / Red Ale,7.00%
A1192,High Trail Honey Ale,Vancouver Island Brewery,American Amber / Red Ale,5.00%
A1193,Red-Ioactive,Bottle Logic Brewing,American Amber / Red Ale,6.00%
A1194,Shogun Soba,Books & Brews,American Amber / Red Ale,5.10%
A1195,Old Madrona,Island Hoppin' Brewery,American Amber / Red Ale,8.50%
A1196,Brewmaster's Reserve Imperial Red Ale,BJ's Chicago Pizza & Brewery Inc.,American Amber / Red Ale,9.20%
A1197,Mega Blazing World,Modern Times Beer,American Amber / Red Ale,8.50%
A1198,Big Horn,Sequoia Brewing Company,American Amber / Red Ale,7.20%
A1199,Squatters Respect Your Mother Organic Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00%
A1200,Smoke & Oats,Spoonwood Brewing Company,American Amber / Red Ale,5.30%
A1201,Slap Happy,Bog Iron Brewing,American Amber / Red Ale,5.80%
A1202,Main Stage - Amber Ale,612 Brew,American Amber / Red Ale,4.50%
A1203,Dread Double Red Ale,Bullfrog Brewery,American Amber / Red Ale,7.80%
A1204,Hazelnut Harvest,Rustic Road Brewing Company,American Amber / Red Ale,5.70%
A1205,Batch 800 - PB&J Amber Ale,Swamp Head Brewery,American Amber / Red Ale,5.50%
A1206,Chatoe Rogue OREgasmic Ale,Rogue Ales,American Amber / Red Ale,5.00%
A1207,Crystal Red,Amnesia Brewing,American Amber / Red Ale,5.20%
A1208,Turnaround Red,Twelve Bar Brews,American Amber / Red Ale,5.70%
A1209,Wicked Tea Party,Wicked Weed Brewing,American Amber / Red Ale,4.80%
A1210,Red Sunshine,Ocean Avenue Brewery,American Amber / Red Ale,-
A1211,Sigtuna Röd Påsk,Sigtuna Brygghus,American Amber / Red Ale,6.20%
A1212,Red Line Ale,Hellbender Brewing Company,American Amber / Red Ale,6.00%
A1213,Mighty Red,Fargo Brewing Company,American Amber / Red Ale,7.30%
A1214,Hangman,Ocelot Brewing Company,American Amber / Red Ale,9.80%
A1215,Emily's Ember,Seven Brides Brewing,American Amber / Red Ale,4.50%
A1216,Reds Rye,Hi-Wire Brewing,American Amber / Red Ale,6.00%
